sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
投汨笑古人，临濠得天和。	李白	书情题蔡舍人雄	汨罗（屈原）;濠梁（惠施，庄子）	2	[[0, 1]];[[6, 7]]	[0, 1,汨罗（屈原）];[6, 7,濠梁（惠施，庄子）]
此行若遇支机石，又被君平验海槎。	韩偓	甲子岁夏五月自长沙抵醴陵贵就深僻以便疏慵由道林之南步步胜绝去绿口分东入南小江山水益秀村篱之次忽见紫薇花因思玉堂及西掖厅前皆植是花遂赋诗四韵聊寄知心	机石	2	[[4, 5, 6]]	[4, 5, 6,机石]
散木固无堪，虚舟常任触。	权德舆	酬南园新亭宴会璩新第慰庆之作时任宾客	散樗（惠施，庄子）	1	[[0, 1]]	[0, 1,散樗（惠施，庄子）]
花源药屿凤城西，翠幕纱窗莺乱啼。	张谔	延平门高斋亭子应歧王教	吹箫（弄玉，秦穆公，萧史）	1	[[4, 5]]	[4, 5,吹箫（弄玉，秦穆公，萧史）]
试为巴人唱，和者乃数千。	李白	古风	白雪（宋玉）	1	[[2, 3]]	[2, 3,白雪（宋玉）]
浔阳阮咸宅，九派竹林前。	杨巨源	春日送沈赞府归浔阳觐叔父	竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）;小阮（阮咸，阮籍）	2	[[8, 10]];[[2, 3]]	[8, 10,竹林期（刘伶，向秀，子咸，山涛，嵇康，王咸，王戎，阮咸，阮籍）];[2, 3,小阮（阮咸，阮籍）]
飞琼奏云和，碧箫吹凤质。	聂夷中	公子行二首	飞琼（西王母，许飞琼）	1	[[0, 1]]	[0, 1,飞琼（西王母，许飞琼）]
西归公子何时降，南岳先生早晚来。	施肩吾	候仙词	子晋（王子乔）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,子晋（王子乔）]
庞公竟独往，尚子终罕遇。	杜甫	雨	庞公;尚平（向长）	2	[[0, 1]];[[6, 7]]	[0, 1,庞公];[6, 7,尚平（向长）]
唯有嫦娥月，从今照墓田。	裴夷直	唁人丧侍儿	嫦娥（羿，姮娥）	1	[[2, 3]]	[2, 3,嫦娥（羿，姮娥）]
几到青门未立名，芳时多负故乡情。	刘沧	下第后怀旧居	青门	1	[[2, 3]]	[2, 3,青门]
自怜不识平津阁，遥望旌旗汝水头。	刘禹锡	奉送浙西李仆射相公赴镇	平津（公孙弘，薛泽）	2	[[4, 5, 6]]	[4, 5, 6,平津（公孙弘，薛泽）]
闻说公卿尽南望，甘棠花暖凤池头。	许浑	闻韶州李相公移拜郴州因寄	凤池（荀勖）;甘棠（召公姬奭）	3	[[12, 13]];[[8, 9, 10]]	[12, 13,凤池（荀勖）];[8, 9, 10,甘棠（召公姬奭）]
明日郗超会，应思下客同。	司空曙	酬郑十四望驿不得同宿见赠因寄张参军	郗超（王珣，郗超）	1	[[2, 3]]	[2, 3,郗超（王珣，郗超）]
伫瞻双阙凤，思见柏台乌。	皎然	送路少府使京兼觐侍御兄	柏台	2	[[8, 9, 10]]	[8, 9, 10,柏台]
九卿领徐方，七步继陈思。	李白	感时留别从兄徐王延年从弟延陵	七步（曹丕，曹植）	1	[[6, 7]]	[6, 7,七步（曹丕，曹植）]
新作湖边宅，还闻宾客过。	杜甫	秋日寄题郑监湖上亭三首之二	郑驿（郑当时）	1	[[8, 9, 10]]	[8, 9, 10,郑驿（郑当时）]
浑驱大宛马，系取楼兰王。	岑参	武威送刘单判官赴安西行营便呈高开府	斩楼兰（刘彻）	1	[[8, 10]]	[8, 10,斩楼兰（刘彻）]
谁谓纵横策，翻为权势干。	高适	东平留赠狄司马	纵横	1	[[2, 3]]	[2, 3,纵横]
近水方同梅市隐，曝衣多笑阮家贫。	司空曙	闲园即事寄暕公	阮家贫（阮咸，阮籍）	1	[[12, 13, 14]]	[12, 13, 14,阮家贫（阮咸，阮籍）]
鸡鸣将狗盗，论德不论勋。	宋之问	过函谷关	狗盗（田文）	1	[[3, 4]]	[3, 4,狗盗（田文）]
既当少微星，复隐高山雾。	储光羲	贻王侍御出台掾丹阳	少微星	1	[[2, 3, 4]]	[2, 3, 4,少微星]
凤池西畔图书府，玉树玲珑景气閒。	刘禹锡	题集贤阁	凤池（荀勖）	1	[[0, 1]]	[0, 1,凤池（荀勖）]
半夜驰道喧，五侯拥轩盖。	王昌龄	宿濡上寄侍御玙弟	五侯	1	[[6, 7]]	[6, 7,五侯]
龙宫欣访旧，莺谷忝迁乔。	湛贲	题历山司徒右长史祖宅	迁莺	2	[[6, 7], [9, 10]]	[6, 7,迁莺]; [9, 10,迁莺]
鲛人远泛渔舟水，鵩鸟闲飞露里天。	张署	赠韩退之	长沙鵩（贾谊）	1	[[8, 10]]	[8, 10,长沙鵩（贾谊）]
紫鳞仙客驭，金颗李衡奴。	罗隐	秋日富春江行	木奴（孙休，李衡）	1	[[8, 9, 10]]	[8, 9, 10,木奴（孙休，李衡）]
画图骐麟阁，入朝明光宫。	高适	塞下曲	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[3, 4]]	[3, 4,麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）]
抢榆与水击，小大强为名。	刘禹锡	和乐天闲园独赏八韵前以蜂鹤拙句寄呈今辱蜗蚁妍词见答因成小巧以取大咍	抢榆枋	1	[[0, 2]]	[0, 2,抢榆枋]
更得芝兰地，兼营枳棘林。	高适	同郭十题杨主簿新厅	枳棘鸾（仇览，仇香，王涣）	1	[[8, 9, 10]]	[8, 9, 10,枳棘鸾（仇览，仇香，王涣）]
应须定取真知者，遣对明君说子虚。	吕温	道州酬送何山人之容州	子虚	1	[[13, 14]]	[13, 14,子虚]
今日仲容修故业，草堂焉敢更移文。	杨嗣复	题李处士山居	移文（周颙，孔稚圭）;小阮（阮咸，阮籍）	2	[[13, 14]];[[2, 3]]	[13, 14,移文（周颙，孔稚圭）];[2, 3,小阮（阮咸，阮籍）]
鲁连功可让，千载一相挥。	刘长卿	同诸公袁郎中宴筵喜加章服	鲁连（鲁仲连）	1	[[0, 1]]	[0, 1,鲁连（鲁仲连）]
天子三章传，陈王七步才。	李峤	诗	七步（曹丕，曹植）	2	[[8, 9, 10]]	[8, 9, 10,七步（曹丕，曹植）]
乱世难逸迹，乘流拟濯缨。	齐己	湘中感怀	沧浪（屈原）	1	[[9, 10]]	[9, 10,沧浪（屈原）]
花冠萧相府，绣服霍嫖姚。	包佶	元日观百僚朝会	嫖姚（霍去病）	2	[[8, 9, 10]]	[8, 9, 10,嫖姚（霍去病）]
曾事刘琨雁塞空，十年书剑任飘蓬。	许浑	送岭南卢判官罢职归华阴山居（一作别墅）	刘越石（刘琨）	1	[[2, 3]]	[2, 3,刘越石（刘琨）]
鞭鞘所拂三千里，多少诸侯合避骢。	章碣	浙西送杜晦侍御入关	骢马（桓典）	1	[[13, 14]]	[13, 14,骢马（桓典）]
倘令黄霸在，今日耻同年。	戎昱	赠宜阳张使君	黄霸	1	[[2, 3]]	[2, 3,黄霸]
谁入巫山梦，唯应洛水神。	王涯	思君恩	阳台（宋玉，楚襄王，瑶姬）	1	[[2, 5]]	[2, 5,阳台（宋玉，楚襄王，瑶姬）]
娲天补剩石，昆剑切来泥。	李咸用	谢友生遗端溪砚瓦	补天（女娲）	1	[[1, 3]]	[1, 3,补天（女娲）]
莫羡黄公盖，须乘彦伯舟。	岑参	送襄州任别驾	谢将军（袁宏，谢尚）	1	[[8, 9, 10]]	[8, 9, 10,谢将军（袁宏，谢尚）]
谁知长卿疾，歌赋不还邛。	皇甫冉	送魏六侍御葬	相如渴（司马相如）	1	[[2, 4]]	[2, 4,相如渴（司马相如）]
长安同日远，不敢咏归欤。	张南史	早春书事奉寄中书李舍人	长安日（司马昭）	1	[[0, 2]]	[0, 2,长安日（司马昭）]
银钩见晚书无报，玉树埋深哭不闻。	白居易	令孤相公与梦得交情索深眷予分亦不浅一闻梦逝相顾泫然施有使来得前月未殁之前数日书	埋玉（庾亮）;银钩	2	[[8, 9, 10]];[[0, 1]]	[8, 9, 10,埋玉（庾亮）];[0, 1,银钩]
殊勋如带远，佳气似烟非。	羊士谔	和武相早朝中书侯传点书怀奉呈	佳气（刘秀，苏伯阿）	1	[[6, 7]]	[6, 7,佳气（刘秀，苏伯阿）]
君之去兮不可留，五采裳兮木兰舟。	权德舆	杂言同用离骚体送张评事襄阳觐省	老莱（老莱子）	1	[[8, 10]]	[8, 10,老莱（老莱子）]
兰亭应驻楫，今古共风光。	武元衡	送寇侍御司马之明州	永和（王羲之）	1	[[0, 2]]	[0, 2,永和（王羲之）]
阃外传三略，云中冀一平。	张嘉贞	奉和圣制送张说巡边	分阃	1	[[0, 1]]	[0, 1,分阃]
对棋陪谢傅，把剑觅徐君。	杜甫	别房太尉墓	悬剑（季札，徐君）	2	[[6, 7, 8, 9, 10]]	[6, 7, 8, 9, 10,悬剑（季札，徐君）]
未闻细柳散金甲，肠断秦川流浊泾。	杜甫	即事	柳营（周亚夫，徐厉）	1	[[2, 4]]	[2, 4,柳营（周亚夫，徐厉）]
外人相待浅，独说济川舟。	韩偓	息虚	济川（傅说，殷高宗）	1	[[8, 9]]	[8, 9,济川（傅说，殷高宗）]
何必雍门奏，然后泪潺湲。	李益	闻亡友王七嘉禾寺得素琴	雍门琴（田文，雍门周）	1	[[2, 3, 4]]	[2, 3, 4,雍门琴（田文，雍门周）]
为问前时金马客，此焉还作少微星。	陆希声	山居即事二首	少微星;金马客（东方朔）	2	[[12, 13, 14]];[[4, 5, 6]]	[12, 13, 14,少微星];[4, 5, 6,金马客（东方朔）]
既舍三山侣，来馀五斗粮。	曹邺	奉命齐州推事毕寄本府尚书	蓬莱;五斗米（陶潜）	2	[[2, 3]];[[8, 10]]	[2, 3,蓬莱];[8, 10,五斗米（陶潜）]
蜀严化已久，沈冥空所思。	张九龄	送姚评事入蜀各赋一物得卜肆	君平（严君平，严遵）	1	[[0, 1]]	[0, 1,君平（严君平，严遵）]
祖席离乌府，归帆转蜃楼。	李频	送许浑侍御赴润州	柏台	1	[[3, 4]]	[3, 4,柏台]
蛾眉螓首聊我仇，圆红阙白令人愁。	李咸用	长歌行	蛾眉（庄姜）	2	[[0, 1, 2, 3]]	[0, 1, 2, 3,蛾眉（庄姜）]
肉管伶伦曲，箫韶清庙章。	杜牧	奉和门下相公送西川相公兼领相印出镇全蜀诗十八韵	伶伦（伶伦，黄帝）	2	[[2, 3, 4]]	[2, 3, 4,伶伦（伶伦，黄帝）]
忽忆金兰友，携琴去自由。	李咸用	秋日访同人	金兰	1	[[2, 3]]	[2, 3,金兰]
不知涿鹿战，早晚蚩尤死。	钱起	广德初銮驾出关后登高愁望二首之一	蚩尤	1	[[8, 9]]	[8, 9,蚩尤]
南来不作楚臣悲，重入修门自有期。	柳宗元	汨罗遇风	汨罗（屈原）	1	[[4, 5, 6]]	[4, 5, 6,汨罗（屈原）]
渭滨晦迹南阳卧，若比吾徒更寂寥。	韩偓	寄隐者	磻溪（吕尚，周文王）;卧龙（徐庶，诸葛亮）	2	[[0, 1]];[[4, 5, 6]]	[0, 1,磻溪（吕尚，周文王）];[4, 5, 6,卧龙（徐庶，诸葛亮）]
洛中推二陆，莫久恋乡关。	喻凫	送石贲归吴兴	二陆（陆机，陆云，陆弟）	1	[[3, 4]]	[3, 4,二陆（陆机，陆云，陆弟）]
天钧鸣响亮，天禄行蹒跚。	皮日休	上真观	钧天（赵简子）	1	[[0, 1]]	[0, 1,钧天（赵简子）]
僻地好泉石，何人曾陆沉。	于武陵	游中梁山	陆沉;陆沉	2	[[9, 10]];[[9, 10]]	[9, 10,陆沉];[9, 10,陆沉]
骑龙驾景游八极，轩辕弓剑无人识，东海青童寄消息。	顾况	悲歌六	弓剑	1	[[10, 11]]	[10, 11,弓剑]
谏院过时荣棣萼，谢庭归去踏芝兰。	刘禹锡	送国子令狐博士赴兴元觐省	棣萼	1	[[5, 6]]	[5, 6,棣萼]
且宽沈簿领，应赖酒如渑。	耿湋	早春宴高陵滑少府	酒如渑	1	[[8, 9, 10]]	[8, 9, 10,酒如渑]
玉珂声琐琐，锦帐梦悠悠。	杜牧	送刘三复郎中赴阙	锦帐	1	[[6, 7]]	[6, 7,锦帐]
五凤灰残金翠灭，六龙游去市朝空。	韦庄	北原閒眺	六龙	1	[[8, 9]]	[8, 9,六龙]
门前下客虽弹铗，溪畔穷鱼且曝腮。	朱湾	逼寒节寄崔七	弹铗（田文，冯谖）;暴泥	2	[[5, 6]];[[13, 14]]	[5, 6,弹铗（田文，冯谖）];[13, 14,暴泥]
刀州城北剑山东，甲士屯云骑散风。	武元衡	幕中诸公有观猎之作因继之	刀州（王浚）	1	[[0, 1]]	[0, 1,刀州（王浚）]
祖席倾三省，褰帷向九州。	王维	奉和圣制暮春送朝集使归郡应制	褰帷	1	[[6, 7]]	[6, 7,褰帷]
翩翩新结束，去逐李轻车。	刘长卿	送南特进赴归行营	轻车（李蔡）	2	[[8, 9, 10]]	[8, 9, 10,轻车（李蔡）]
敢违渔父问，从此更南征。	杜甫	陪裴使君登岳阳楼	沧浪（屈原）	1	[[2, 3]]	[2, 3,沧浪（屈原）]
季布无二诺，侯嬴重一言。	魏徵	述怀	侯嬴;金诺（季布，曹丘生）	3	[[6, 7]];[[2, 3, 4], [8, 9, 10]]	[6, 7,侯嬴];[2, 3, 4,侯嬴]; [8, 9, 10,金诺（季布，曹丘生）]
倏忽桑田变，谗言亦已空。	戴叔伦	湘中怀古	桑田（麻姑）	2	[[2, 3, 4]]	[2, 3, 4,桑田（麻姑）]
数日奇香在，何年白鹤归。	李德裕	遥伤茅山孙尊师三首之三	令威（丁令威）	2	[[8, 9, 10]]	[8, 9, 10,令威（丁令威）]
惆怅忠贞徒自持，谁祭山头望夫石。	李绅	过荆门	望夫	2	[[12, 13, 14]]	[12, 13, 14,望夫]
旋为俭府招，未得穷野步。	黄滔	送僧归北岩寺	莲府（庾杲之，王俭，萧缅）	1	[[2, 3]]	[2, 3,莲府（庾杲之，王俭，萧缅）]
借宅诛茅绿，分囷指粟红。	吴融	赴阙次留献荆南成相公三十韵	诛茅（屈原）	1	[[2, 3]]	[2, 3,诛茅（屈原）]
卢家少妇郁金堂，海燕双栖玳瑁梁。	沈佺期	古意呈补阙乔知之（一作古意。又作独不见）	莫愁	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,莫愁]
此时却羡闲人醉，五马无由入酒家。	白居易	早冬	五马	1	[[8, 9]]	[8, 9,五马]
国为休徵选，舆因仲举题。	卢藏用	钱许州宋司马赴任	题舆	1	[[10, 11]]	[10, 11,题舆]
万里相逢欢复泣，凤巢西隔九重门。	李商隐	赠刘司户蕡	九重门	1	[[12, 13, 14]]	[12, 13, 14,九重门]
商山有病客，言贺舒庞眉。	刘禹锡	和河南裴尹侍郎宿斋天平寺诣九龙祠祈雨二十韵	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	1	[[0, 1]]	[0, 1,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
倚玉翻成难，投砖敢望酬。	卢纶	卧病寓居龙兴观枉冯十七著作书知罢摄洛阳赴缑氏因题十四韵寄冯生并赠乔尊师	倚玉（夏侯玄，曹睿，毛曾）	1	[[0, 1]]	[0, 1,倚玉（夏侯玄，曹睿，毛曾）]
百年甘守素，一顾乃拾青。	卢纶	纶与吉侍郎中孚辄有所酬以申悲旧兼寄夏侯侍御审侯仓曹钊	一顾（伯乐，淳于髡，苏代）	1	[[6, 7]]	[6, 7,一顾（伯乐，淳于髡，苏代）]
空忝许询辈，难酬支遁词。	杜甫	巳上人茅斋	支公（支道林）	1	[[8, 9]]	[8, 9,支公（支道林）]
余今正泣杨朱泪，八月边城风刮地。	韦庄	赠峨嵋山弹琴李处士	杨朱泣（杨朱）	1	[[4, 5, 6]]	[4, 5, 6,杨朱泣（杨朱）]
昔在尧四岳，今之黄颍川。	杜甫	赠李十五丈	黄霸	1	[[8, 9, 10]]	[8, 9, 10,黄霸]
今朝偶得高阳伴，从放山翁醉似泥。	张贲	奉和袭美题褚家林亭	山简;习家（山简）	2	[[10, 11, 12]];[[4, 5, 6]]	[10, 11, 12,山简];[4, 5, 6,习家（山简）]
涸鱼思雨润，僵燕望雷苏。	李绅	趋翰苑遭诬构四十六韵	涸鳞（庄子）	1	[[0, 1]]	[0, 1,涸鳞（庄子）]
看寻狡兔翻三窟，见射妖星落九天。	鲍溶	蔡平喜遇河阳马判官宽话别	妖星;三窟（田文，冯谖）	2	[[10, 11]];[[5, 6]]	[10, 11,妖星];[5, 6,三窟（田文，冯谖）]
季子憔悴时，妇见不下机。	白居易	读史五首	貂裘（秦惠王，苏秦）	1	[[8, 9, 10]]	[8, 9, 10,貂裘（秦惠王，苏秦）]
客思莫牵蝴蝶梦，乡心自忆鹧鸪声。	齐己	渚宫春日因怀有作	蝴蝶（庄子）	3	[[4, 5, 6]]	[4, 5, 6,蝴蝶（庄子）]
郁抑不自言，凡鸟何由知。	李群玉	别狄佩	题凤（吕安，嵇喜，嵇康）	1	[[6, 7]]	[6, 7,题凤（吕安，嵇喜，嵇康）]
才子学诗趋露冕，棠花含笑待斑衣。	钱起	送韦信爱子归觐	老莱（老莱子）	1	[[13, 14]]	[13, 14,老莱（老莱子）]
将作乘槎去不还，便寻云海住三山。	李涉	逢旧二首	蓬莱	1	[[13, 14]]	[13, 14,蓬莱]
七贵竟为长逝客，五侯寻作不归人。	徐夤	潘丞相旧宅	七贵	1	[[0, 1]]	[0, 1,七贵]
侏儒饱笑东方朔，薏苡谗忧马伏波。	白居易	得微之到官后书备知通州之事怅然有感因成四章之三	薏苡谤（马援）	1	[[8, 10]]	[8, 10,薏苡谤（马援）]
朱瑀空偷御沟水，锦鳞红尾属严光。	温庭筠	薛氏池垂钓	严陵（严光）	1	[[13, 14]]	[13, 14,严陵（严光）]
怜君辞满卧沧洲，一旦云亡万事休。	李嘉祐	伤歙州陈二使君	沧洲	1	[[5, 6]]	[5, 6,沧洲]
珊瑚笔架真珠履，曾和陈王几首诗。	罗隐	暇日有寄姑苏曹使君兼呈张郎中郡中宾僚	珠履（黄歇）	2	[[4, 5, 6]]	[4, 5, 6,珠履（黄歇）]
罗敷养蚕空耳闻，使君五马今何在。	岑参	敷水歌送窦渐入京	五马	1	[[10, 11]]	[10, 11,五马]
杨朱不用劝，只是更沾巾。	李商隐	离席	杨朱泣（杨朱）	1	[[0, 2]]	[0, 2,杨朱泣（杨朱）]
未尝肯问天，何事须击壤。	王维	偶然作六首之一	击壤（尧，舜）	1	[[9, 10]]	[9, 10,击壤（尧，舜）]
轩皇重斋拜，汉武爱祈祷。	沈佺期	同工部李侍郎适访司马子微	轩皇（黄帝）	1	[[0, 1]]	[0, 1,轩皇（黄帝）]
承颜看彩服，不觉别丹墀。	钱起	酬刘起居卧病见寄	老莱（老莱子）	1	[[3, 4]]	[3, 4,老莱（老莱子）]
薄暮停车更凄怆，山阳邻笛若为听。	方干	题故人废宅二首	邻笛（向秀，吕安，嵇康）	1	[[10, 11]]	[10, 11,邻笛（向秀，吕安，嵇康）]
病辞青琐秘，心在紫芝房。	司空图	赠步寄李员外	青琐	1	[[2, 3]]	[2, 3,青琐]
所宜巢三鸟，影入瑶池碧。	刘驾	琪树下因吟六韵呈先达者	青鸟（刘彻，西王母）;瑶池（周穆王，西王母）	2	[[3, 4]];[[8, 9]]	[3, 4,青鸟（刘彻，西王母）];[8, 9,瑶池（周穆王，西王母）]
冰霜想度商于冻，桂玉愁居帝里贫。	李群玉	金塘路中	桂玉（苏秦）	1	[[8, 9]]	[8, 9,桂玉（苏秦）]
思扰梁山曲，情遥越鸟枝。	张九龄	南还以诗代书赠京师无僚	越鸟	1	[[8, 9]]	[8, 9,越鸟]
马援征行在眼前，葛强亲近同心事。	杜甫	清明	山简;伏波（路博德，马援）	2	[[8, 9]];[[0, 1]]	[8, 9,山简];[0, 1,伏波（路博德，马援）]
君不见曲如钩，古人知尔封公侯。	李白	笑歌行（以下二首。苏轼云是伪作。）	直如弦	1	[[3, 4, 5]]	[3, 4, 5,直如弦]
祖龙好仙术，烧却黄金精。	邵谒	学仙词	祖龙（秦始皇）	1	[[0, 1]]	[0, 1,祖龙（秦始皇）]
谁谓登龙日，翻成刻鹄年。	崔日知	冬日述怀奉呈韦祭酒张左丞兰台名贤	登龙（李膺）	1	[[2, 3]]	[2, 3,登龙（李膺）]
誓息兰台策，将从桂树游。	陈子昂	入峭峡安居溪伐木溪源幽邃林岭相映有奇致焉	小山（刘安，王逸）	1	[[8, 9, 10]]	[8, 9, 10,小山（刘安，王逸）]
才分午夜漏，遥隔万年枝。	皇甫曾	春和杜相公移入长兴宅奉呈诸宰执	万年枝	1	[[8, 9, 10]]	[8, 9, 10,万年枝]
平阳旧池馆，寂寞使人愁。	丁仙芝	长宁公主旧山池	平阳（刘彻，平阳公主，卫子夫）	1	[[0, 1]]	[0, 1,平阳（刘彻，平阳公主，卫子夫）]
却得河源水，方应洗国雠。	李频	赠李将军	河源（张骞）	1	[[2, 3]]	[2, 3,河源（张骞）]
将经贵郡烦留客，先惠高文谢起予。	韩愈	从潮州量移袁州张韶州端公以诗相贺因酬之	起予（卜商，孔子）	1	[[13, 14]]	[13, 14,起予（卜商，孔子）]
苍水使者扪赤绦，龙伯国人罢钓鳌。	杜甫	荆南兵马使太常卿赵公大食刀歌	钓鳌	2	[[8, 9, 10, 11], [13, 14]]	[8, 9, 10, 11,钓鳌]; [13, 14,钓鳌]
死忆华亭闻唳鹤，老忧王室泣铜驼。	李商隐	曲江	华亭（陆云，陆机）	2	[[2, 3, 4, 5, 6]]	[2, 3, 4, 5, 6,华亭（陆云，陆机）]
道帔轻裾三岛云，绿髯长占镜中春。	刘威	赠道者	蓬莱	1	[[4, 5]]	[4, 5,蓬莱]
始见田窦相移夺，俄闻卫霍有功勋。	骆宾王	帝京篇	卫霍（卫青，霍去病）	1	[[10, 11]]	[10, 11,卫霍（卫青，霍去病）]
河看大禹凿，山见巨灵开。	赵彦昭	奉和圣制登骊山高顶寓目应制	禹凿（夏禹）;巨灵	2	[[3, 4]];[[8, 9]]	[3, 4,禹凿（夏禹）];[8, 9,巨灵]
身方逐萍梗，年欲近桑榆。	白居易	东南行一百韵寄通州元九侍御澧州李十一舍人果州崔二十二使君	桑榆	1	[[9, 10]]	[9, 10,桑榆]
敢献绕朝策，思同郭泰船。	李白	赠宣城宇文太守兼呈崔侍御	仙舟（李膺，郭太）;绕朝策（士会，绕朝）	2	[[8, 9, 10]];[[2, 3, 4]]	[8, 9, 10,仙舟（李膺，郭太）];[2, 3, 4,绕朝策（士会，绕朝）]
声随御史西归去，谁伴文翁怨九春。	杨知至	和李尚书命妓歌饯崔侍御	文翁	1	[[10, 11]]	[10, 11,文翁]
严陵不从万乘游，归卧空山钓碧流。自是客星辞帝座，元非太白醉扬州。	李白	酬崔侍御	严陵（严光）	1	[[0, 1]]	[0, 1,严陵（严光）]
人人入蜀谒文翁，妍丑终须露镜中。	章孝标	上西川王尚书	文翁	1	[[5, 6]]	[5, 6,文翁]
锦字莫辞连夜织，塞鸿常是到春归。	罗邶	征人	锦字（苏若兰）	1	[[0, 1]]	[0, 1,锦字（苏若兰）]
浮世度千载，桃源方一春。	于武陵	赠王道士	桃源（陶潜）	1	[[6, 7]]	[6, 7,桃源（陶潜）]
独揽还珠美，宁唯问绢情。	钱起	送李四擢第归觐省	还珠（孟尝）	1	[[2, 3]]	[2, 3,还珠（孟尝）]
总使榴花能一醉，终须萱草暂忘忧。	沈颂	卫中作	萱草	2	[[10, 11], [13, 14]]	[10, 11,萱草]; [13, 14,萱草]
仁为桂江雨，威是柏台霜。	皎然	因游支硎寺寄邢端公	柏台	1	[[8, 9]]	[8, 9,柏台]
献赋何时至，明君忆长卿。	王维	送严秀才还蜀	相如（司马相如）	1	[[9, 10]]	[9, 10,相如（司马相如）]
愿陪歌赋末，留比蜀相如。	苏颋	奉和圣制途次旧居应制	相如（司马相如）	1	[[9, 10]]	[9, 10,相如（司马相如）]
春兴不知凡几首，衡阳纸价顿能高。	郭受	寄杜员外	纸贵（左思）	1	[[8, 11]]	[8, 11,纸贵（左思）]
迁来莺语虽堪听，落了杨花也怕看。	章碣	下第有怀	迁莺	1	[[0, 1]]	[0, 1,迁莺]
书屋倚麒麟，不同牛马路。	莫宣卿	答问读书居	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[3, 5]]	[3, 5,麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）]
应怜宣室召，温树不同攀。	武元衡	途次近蜀驿蒙恩赐宝刀及飞龙厩马使还奉寄中书李郑二公	宣室;温树	2	[[2, 3]];[[6, 7]]	[2, 3,宣室];[6, 7,温树]
明日挂帆更东去，仙翁应笑为鲈鱼。	许浑	再游姑苏玉芝观	鲈鱼（张翰）	2	[[12, 13, 14]]	[12, 13, 14,鲈鱼（张翰）]
合充凤食留三岛，谁许莺偷过五湖。	韩偓	湖南绝少含桃偶有人以新摘者见惠感事伤怀因成四韵	蓬莱	1	[[5, 6]]	[5, 6,蓬莱]
圣君宵旰望时雍，丹诏西来雨露浓。	罗隐	淮南送李司空朝觐	旰食（伍奢）	1	[[2, 3]]	[2, 3,旰食（伍奢）]
行雨若迷归处路，近南惟见祝融峰。	杨凭	赠马炼师	阳台（宋玉，楚襄王，瑶姬）	1	[[0, 2]]	[0, 2,阳台（宋玉，楚襄王，瑶姬）]
相逢青眼日，相叹白头时。	张祜	喜王子载话旧	青眼（阮籍）	1	[[2, 3]]	[2, 3,青眼（阮籍）]
自乐陶唐人，服勤在微力。	韦应物	谢栎阳令归西郊赠别诸友生	陶唐	1	[[2, 3]]	[2, 3,陶唐]
好酒近宜城，能诗谢康乐。	韩翃	送李司直赴江西使幕	康乐（谢灵运）	2	[[8, 9, 10]]	[8, 9, 10,康乐（谢灵运）]
金杯倒覆难收水，玉轸倾敧懒续弦。	刘损	愤惋诗三首之一	覆水难收	1	[[4, 6]]	[4, 6,覆水难收]
隐士休歌紫芝曲，词人解撰河清颂。	杜甫	洗兵马	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	3	[[3, 4, 5, 6]]	[3, 4, 5, 6,紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）]
垂纶非钓国，好学异希颜。	储光羲	游茅山五首	磻溪（吕尚，周文王）	1	[[3, 4]]	[3, 4,磻溪（吕尚，周文王）]
凤池真水镜，兰省得华滋。	张子容	赠司勋萧郎中	凤池（荀勖）	1	[[0, 1]]	[0, 1,凤池（荀勖）]
若是石城无艇子，莫愁还自有愁时。	李商隐	莫愁	莫愁	1	[[8, 9]]	[8, 9,莫愁]
莫怪别君偏有泪，十年曾事晋征南。	司空曙	送郑锡	征南	1	[[13, 14]]	[13, 14,征南]
尧廷忘却徵元凯，天阙重关十二门。	徐夤	寓题述怀	元凯	1	[[5, 6]]	[5, 6,元凯]
一饭尚怀感，况攀高桂枝。	杜荀鹤	辞座主侍郎	倒戟（赵盾，灵辄）	1	[[0, 2]]	[0, 2,倒戟（赵盾，灵辄）]
卫国知有人，齐竽偶相齿。	窦庠	留守府酬皇甫曙侍御弹琴之什	齐竽（南郭先生）	1	[[6, 7]]	[6, 7,齐竽（南郭先生）]
近日篇章欺白雪，早年词赋得黄金。	罗隐	寄前户部陆郎中	白雪（宋玉）	1	[[5, 6]]	[5, 6,白雪（宋玉）]
