sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
青青草色绿，终是待王孙。	皇甫冉	答张諲刘方平兼呈贺兰广	王孙草	1	[[9, 10, 11]]	
一瓢藏世界，三尺斩妖邪。	韩湘	言志	王陵戆（刘邦，王陵）	1	[[6, 7, 8]]	
不闻砧杵动，应解制荷衣。	许浑	题韦隐居西斋	荷衣	1	[[9, 10]]	
诸行无常一切空，即是如来大圆觉。	玄觉	永嘉證道歌		0		
且乐神仙道，终随鸳鹭群。	钱起	送陆三出尉	梅福	1	[[2, 3, 4]]	
还寻九江去，安肯曳泥途。	丁泽	龟负图东都试	曳尾（庄子）	1	[[8, 9, 10]]	
夙怀慕箕颍，晚节期松筱。	白居易	和我年三首之三	箕颍（尧，许由，巢父）	1	[[3, 4]]	
偶游身独自，相忆意如何。	白居易	曲江独行招张十八		0		
早须归天阶，不得安孔席。	岑参	西蜀旅舍春叹寄朝中故人呈狄评事	突不黔（墨子，孔子）	1	[[9, 10]]	
窃效贡公喜，难甘原宪贫。	杜甫	奉韦左丞丈二十二韵	原宪贫（原宪）	1	[[8, 9, 10]]	
维汉自丰，维楚自东。	李观	项籍碑铭		0		
青门聊极望，何事久离群。	司马扎	东门晚望	青门	1	[[0, 1]]	
知君素清俭，料得却来贫。	朱庆馀	送璧州刘使君		0		
无常忽到一生休，不修实是愚痴意。	敦煌曲子	其二 调名本意九首		0		
今朝拜韩信，计日斩成安。	王涯	从军词三首	登坛（刘邦，萧何，韩信）	2	[[2, 3, 4]]	
马卿台上应芜没，阮籍帷前空已矣。	司马逸客	雅琴篇	阮籍	1	[[8, 9]]	
若能遥止渴，何暇泛琼浆。	李峤	梅	望梅（曹操）	2	[[2, 3, 4]]	
祖龙好仙术，烧却黄金精。	邵谒	学仙词	祖龙（秦始皇）	1	[[0, 1]]	
化蝶诚知幻，徵兰匪契真。	蒋防	至人无梦	徵兰（郑文公，燕姞）	1	[[6, 7]]	
潘郎悲白发，谢客爱清辉。	刘长卿	罢摄官后将还旧居留辞李侍御	二毛（潘岳）	1	[[3, 4, 5]]	
兹晨已半落，归路跬步疏。	杜甫	溪涨		0		
才雄子云笔，学广仲舒帷。	张说	酬崔光禄冬日述怀赠答	子云（扬雄）	1	[[2, 3]]	
借问问津者，宁知沮溺贤。	王维	皇甫岳云溪杂题五首上平田	沮溺（子路，孔子，桀溺，长沮）	2	[[2, 3], [8, 9]]	
缑山之鹤，华顶之云。	司空图	诗品飘逸	子晋（王子乔）	1	[[0, 1]]	
清峭关心惜归去，他时梦到亦难判。	方干	题报恩寺上方		0		
投暗作珠何所用，被人专拟害灵蛇。	薛能	怀汾上旧居	暗投（邹阳）	1	[[0, 1, 2]]	
骑龙驾景游八极，轩辕弓剑无人识，东海青童寄消息。	顾况	悲歌六	弓剑	1	[[10, 11]]	
镜动波飐菱，雪回风旋絮。	白居易	和微之诗二十三首 和三月三十日四十韵		0		
陈琳草奏才还在，王粲登楼兴未赊。	戴叔伦	赠司空拾遗	仲宣楼（王粲，刘表）	2	[[8, 9, 10, 11]]	
暂游下界傲五侯，重看当时旧城郭。	杨嗣复	赠毛仙翁	五侯	1	[[5, 6]]	
祗言众口铄千金，谁信独愁销片玉。	施肩吾	效古兴（一作体）	铄金	1	[[2, 3, 4, 5]]	
近水方同梅市隐，曝衣多笑阮家贫。	司空曙	闲园即事寄暕公	阮家贫（阮咸，阮籍）	1	[[12, 13, 14]]	
翠帷双卷出倾城，龙剑破匣霜月明。	柳宗元	浑鸿胪宅闻歌效白纻	双剑（干将，张华，莫邪，雷焕）	1	[[8, 9]]	
春来无伴闲游少，行乐三分减二分。	白居易	曲江忆元九		0		
莫道新亭人对泣，异乡殊代也沾衣。	吴融	过渑池书事	新亭举目（王导）	1	[[2, 3, 4]]	
武帝伐昆明，穿池习五兵。	沈佺期	昆明池侍宴应制	昆明习战（刘彻）	1	[[3, 4, 5]]	
神护青枫岸，龙移白石湫。	李商隐	桂林		0		
高楼鼓绝重门闭，长为抛回恨解衣。	李建勋	醉中惜花更书与诸从事		0		
宠照玉旗，文先铜爵。	王勃	其八 幼俊第八		0		
终将宠辱轻轩冕，高卧五云为客星。	汪遵	严陵台	客星（严光）	1	[[13, 14]]	
何郎独在无恩泽，不似当初傅粉时。	刘禹锡	题于家公主旧宅	何郎（何晏，曹睿）	2	[[0, 1], [12, 13]]	
一旦悬鼎镬，祸机真自取。	皮日休	奉和鲁望渔具十五咏 其十一 𥶠		0		
勇馀矜捷技，令肃无喧声。	李适	元日退朝观军仗归营		0		
歌疑郢中客，态比洛川神。	孟浩然	和张二自穰县还途中遇雪	洛浦（宓妃，曹植）	1	[[8, 9, 10]]	
终童之死谁继出，燕颔儒生今俊逸。	钱起	送傅管记赴蜀军	投笔（班超）	1	[[8, 9]]	
梓桐赋罢相如隐，谁为君前永夜吟。	徐夤	休说	相如（司马相如）	1	[[4, 5]]	
阳乌犹曝翅，真恐湿蟠桃。	李群玉	洞庭风雨二首之二	蟠桃	1	[[9, 10]]	
浦乾潮未应，堤湿冻初销。	白居易	新春江次		0		
皆期早蹑青云路，谁肯长为白社人。	李咸用	与刘三礼陈孝廉言志	白社	1	[[12, 13]]	
阊阖疏云漏绛津，桥头秋夜鹊飞频。	王初	银河	阊阖（屈原）	1	[[0, 1]]	
愧无秋豪力，谁念矍铄翁。	李白	流夜郎半道承恩放还兼欣剋复之美书怀示息秀才		0		
金门不可入，琪树何由攀。	白居易	归田三首	金门（扬雄）	1	[[0, 1]]	
东游借得琴高鲤，骑人蓬莱清浅中。	陆龟蒙	高道士	控鲤（琴高）	1	[[4, 5, 6]]	
醒者多苦志，醉者多欢情。	白居易	效陶潜体诗十六首 其十三		0		
月里岂无攀桂分，湖中刚爱钓鱼休。	可朋	赠方干	桂枝（郤诜）	1	[[4, 5]]	
银钩见晚书无报，玉树埋深哭不闻。	白居易	令狐相公与梦得交情素深眷予分亦不浅一闻薨逝相顾泫然旋有使来	银钩	1	[[0, 1]]	
若非宗测图山后，即是韩康卖药回。	陆龟蒙	和袭美寄毗陵魏处士朴	韩康	1	[[10, 11]]	
征人不饮马，再拜祝冯夷。	刘驾	唐乐府十首（并序）之祝河水	冯夷	1	[[9, 10]]	
相违始两日，忡忡想华缛。	皮日休	吴中苦雨因书一百韵寄鲁望		0		
中郎凤一毛，世上独贤豪。	岑参	送张郎中赴陇右觐省卿公	凤毛（王劭）	2	[[2, 3, 4]]	
若以掌言看谏猎，相如从此病辉光。	黄滔	喜侯舍人蜀中新命三首	相如（司马相如）	1	[[8, 9]]	
渔潭明夜泊，心忆谢玄晖。	权德舆	富阳陆路	谢朓	2	[[8, 9, 10]]	
大蛇过处一山腥，野牛惊跳双角折。	王建	荆门行		0		
白首相知犹按剑，朱门先达笑弹冠。	王维	酌酒与裴迪	弹冠（王吉，贡禹）	1	[[13, 14]]	
老马夜知道，苍鹰饥著人。	杜甫	观安西兵过赴关中待命二首之一（李嗣业以镇西北庭兵同郭子仪讨安庆绪。安西即镇西旧名也。）	存老马（管仲）	1	[[0, 1, 2]]	
惠深范叔绨袍赠，荣过苏秦佩印归。	白居易	初除官蒙裴常侍赠鹘衔瑞草绯袍鱼袋因谢惠贶兼抒离情	绨袍（范雎，须贾）	3	[[2, 3, 4, 5, 6]]	
哲人卧病日，贱子泣玉年。	孟郊	哭秘书包大监	卞和	1	[[8, 9]]	
也知暮雨生巫峡，争奈朝云属楚王。	袁皓	寄岳阳严使君	阳台（宋玉，楚襄王，瑶姬）	1	[[10, 11, 12]]	
客心君莫问，春草是王程。	李颀	送人尉闽中		0		
流水翻催泪，寒灰更伴人。	胡皓	和宋之问寒食题临江驿	寒灰（韩安国）	1	[[6, 7]]	
兰亭应驻楫，今古共风光。	武元衡	送寇侍御司马之明州	永和（王羲之）	1	[[0, 1, 2]]	
勾他一盏酒，他勾十巡至。	王梵志	诗并序 其九十一		0		
小树低数尺，大树长丈馀。	白居易	东坡种花二首 其二		0		
松门待制应全远，药树监搜可得知。	元稹	句		0		
燕地尊邹衍，西河重卜商。	李商隐	赠送前刘五经映三十四韵	卜商（卜商）	1	[[9, 10]]	
见诗未识君，疑生建安前。	刘驾	送人登第东归	建安作	1	[[8, 9]]	
向非张茂先，孰辨斗牛光。	权德舆	丰城剑池驿感题	双剑（干将，张华，莫邪，雷焕）	1	[[8, 9, 10]]	
门前雪满无人迹，应是先生出未归。	岑参	草堂村寻罗生不遇		0		
兰交早已谢，榆景徒相迫。	孟郊	乙酉岁舍弟扶侍归兴义庄居后独止舍待替人	桑榆	1	[[6, 7]]	
佩刀成气象，行盖出风尘。	杜甫	送陵州路使君赴任	佩刀（吕虔，王祥，王览）	1	[[0, 1]]	
老臣预陪县圃宴，馀年方共赤松游。	狄仁杰	奉和圣制夏日游石淙山	赤松（刘邦，张良，王子乔，黄初平）	2	[[12, 13, 14]]	
终罢斯结庐，慕陶真可庶。	韦应物	东郊	爱吾庐（陶潜）	1	[[3, 4, 5]]	
萧郎独宿落花夜，谢女不归明月春。	刘沧	代友人悼姬	萧郎	1	[[0, 1]]	
畴昔在嵩阳，同衾卧羲皇。	李白	闻丹丘子于城北营石门幽居中有高凤遗迹仆离群远怀亦有栖遁之志因叙旧以寄之	傲羲皇（陶潜，伏羲氏，羲和）	1	[[8, 9, 10]]	
曹植休前辈，张芝更后身。	杜甫	寄张十二山人彪三十韵	草圣（张芝）	1	[[6, 7]]	
谁论重德光青史，过里犹歌卧辙风。	萧缜	前望江曲令颂德	卧辙（侯霸，秦彭）	1	[[12, 13]]	
玉树满庭家转贵，云衢独步位初高。	钱起	重赠赵给事	芝兰（谢安，谢玄）	1	[[0, 1, 2, 3]]	
有地先开阁，何人不扫门。	刘长卿	奉和杜相公新移长兴宅呈元相公	扫门（魏勃）	1	[[9, 10]]	
云开长剑倚，路绝一峰横。	李洞	述怀二十韵献覃怀相公		0		
梅仙归剧县，阮巷奏离琴。	权德舆	送二十叔赴任馀杭尉	梅福	1	[[0, 1]]	
谢太傅须同八凯，姚梁公可并三台。	贯休	蜀王入大慈寺听讲	三台	1	[[13, 14]]	
西施捧心，孙寿折腰。	李瀚	蒙求	堕髻（梁冀，孙寿）	1	[[5, 6, 7, 8]]	
云暧龙行处，山明日驭前。	钱起	温泉宫礼见	日车（羲和）	1	[[8, 9]]	
愁想蓬瀛归去路，难窥旧苑碧桃春。	上元夫人	留别	蓬莱	1	[[2, 3]]	
此时沾奉引，佳气拂周旋。	杜甫	寄岳州贾司马六丈巴州严八使君两阁老五十韵	佳气（刘秀，苏伯阿）	1	[[6, 7]]	
寂寞梁鸿病，谁人代夜舂。	温庭筠	雪二首之二	梁鸿（孟光，梁鸿）	1	[[2, 3]]	
彼美佞邪子，婉娈来相寻。	李白	古风 其五十五		0		
能清案牍帘下见，宜对琴书窗外看。	岑参	范公丛竹歌		0		
蓬蒿驻驺驭，鸡犬傍簪缨。	钱起	赠李十六	蓬蒿（张仲蔚，刘龚）	1	[[0, 1]]	
展怀诗诵鲁，割爱酒如渑。	杜甫	寄刘峡州伯华使君四十韵	酒如渑	1	[[8, 9, 10]]	
远雨笼孤戍，斜阳隔断烟。	李咸用	和吴处士题村叟壁		0		
合浦无明珠，龙洲无木奴。	李贺	感讽五首	还珠（孟尝）	1	[[0, 1, 2]]	
可怜班定远，生入玉门关。	令狐楚	从军词五首	生入关（班超）	1	[[6, 7, 8]]	
自应迷北叟，谁肯问南冠。	骆宾王	宪台出絷寒夜有怀	南冠（钟仪）	1	[[9, 10]]	
返驾王尊何足叹，哭途阮籍谩无聊。	罗邺	春过白遥岭	途穷（阮籍）	1	[[9, 10, 11, 12]]	
师诵此经经一句，句句白牛亲动步，白牛之步疾如风。	修雅	闻诵法华经歌	三车	1	[[10, 11]]	
来署高阳里，不遇白衣还。	韦应物	答裴处士	麻衣	1	[[8, 9]]	
梁园修竹在，持赠结交情。	刘长卿	送史九赴宁陵兼呈单父史八时监察五兄初入台	梁园（刘武）	1	[[0, 1]]	
扫石焚香礼碧空，露华偏湿蕊珠宫。	戎昱	寄许炼师	蕊珠	2	[[12, 13, 14]]	
那将最剧郡，付与苦慵人。	白居易	去岁罢杭州今春领吴郡惭无善政聊写鄙怀兼寄三相公		0		
若许随师去尘网，愿陪鸾鹤向三山。	王起	赠毛仙翁	蓬莱	1	[[13, 14]]	
苏武才为典属国，节旄落尽海西头。	王维	陇头吟	苏属国（苏武）	1	[[4, 5, 6]]	
树异桓宣武，园非顾辟疆。	唐彦谦	红叶	辟疆园	1	[[9, 10, 11]]	
邑里春方晚，昆明花欲阑。	李颀	送司农崔丞		0		
试把十年辛苦志，问津求拜碧油幢。	方干	上越州杨严中丞	沮溺（子路，孔子，桀溺，长沮）	1	[[8, 9]]	
西岩一径通，知学采芝翁。	许浑	李生弃官入道因寄	采芝	2	[[8, 9, 10]]	
他年必帅邯郸儿，与我杀轻班定远。	贯休	送越将归会稽	定远（班超）	2	[[12, 13, 14]]	
故老空悬剑，邻交日散金。	张说	和魏仆射还乡	挥金（疏广）	1	[[9, 10]]	
请君诵此意，令彼惑者听。	元结	登殊亭作		0		
出塞能全仲叔策，安亲更切老莱心。	刘方平	寄严八判官	老莱（老莱子）	2	[[12, 13, 14]]	
到君仙洞不相见，谓已吹箫乘早霞。	独孤及	和虞部韦郎中寻杨驸马不遇	吹箫（弄玉，秦穆公，萧史）	1	[[10, 11]]	
人惭公干卧，频送子牟还。	杜牧	中秋日拜起居表晨渡天津桥即事十六韵献居守相国崔公兼呈工部刘公	魏阙（公子牟）	1	[[8, 9, 10]]	
纤手怨玉琴，清晨起长叹。	李白	古风 其二十七		0		
空怀伊尹心，何补尧舜治。	唐彦谦	宿田家（第十四句缺一字）	负鼎（伊尹）	1	[[2, 3]]	
斋钟知渐近，枝鸟下生台。	郑綮	老僧	生公	1	[[9, 10]]	
苌弘未死时，应无此颜色。	吴融	草	苌弘血（苌弘）	1	[[0, 1, 2]]	
不知精爽归何处，疑是行云秋色中。	李群玉	题二妃庙	阳台（宋玉，楚襄王，瑶姬）	1	[[10, 11, 12]]	
悬知穆天子，黄竹谩言诗。	徐彦伯	游禁苑幸临渴亭遇雪应制	黄竹（周穆王）	1	[[6, 7]]	
明朝若相忆，云雨出巫山。	顾况	春游曲二首	阳台（宋玉，楚襄王，瑶姬）	1	[[9, 10, 11]]	
客边秋兴悲张翰，病里春情笑沈郎。	牟融	山中有怀李十二	鲈鱼（张翰）	1	[[5, 6]]	
佳人拾翠春相问，仙侣同舟晚更移。	杜甫	秋兴八首之八	仙舟（李膺，郭太）	1	[[8, 9, 10, 11]]	
大块怒天吴，惊潮荡云路。	钱起	雨中望海上怀郁林观中道侣	天吴	1	[[3, 4]]	
始从青矜岁，迨此白发新。日夜秉笔吟，心苦力亦勤。	白居易	读张籍古乐府	青衿	1	[[2, 3]]	
不妨无酒夜，闲话值生公。	张祜	秋夜宿灵隐寺师上人（一本此下有居字）	生公	1	[[9, 10]]	
贻厥孙谋，寿万春兮。	皎然	画药师琉璃光佛赞		0		
覆车虽在前，润屋何曾惧。	王贞白	洛阳道	覆车	1	[[0, 1]]	
欲期明日东邻醉，变作腾腾一俗夫。	白居易	早春闻提壶鸟因题邻家		0		
腐草众所弃，犹能化为萤。	姚合	寄杨茂卿校书	腐草	1	[[0, 1]]	
金鼎晓煎云漾粉，玉瓯寒贮露含津。	吴融	病中宜茯苓寄李谏议		0		
早觅为龙去，江湖莫漫游。	李群玉	放鱼	龙门	1	[[2, 3]]	
既为逍遥公，又作鸱夷子。	皮日休	奉献致政裴秘监	鸱夷子（范蠡）	1	[[8, 9, 10]]	
商歌还入夜，巴俗自为邻。	杜甫	与严二郎奉礼别	商歌（宁戚，齐桓公）	1	[[0, 1]]	
问津见鲁俗，怀古伤家丘。	高适	鲁西至东平	家丘（孔子）	1	[[9, 10]]	
徒言青琐闼，不爱承明庐。	李颀	送綦毋三谒房给事	青琐	1	[[2, 3]]	
疑是两般心未决，雨中神女月中仙。	白居易	醉后题李马二妓		0		
梦随行伍朝天去，身寄穷荒报国难。	戎昱	谪官辰州冬至日有怀		0		
歌舞初承恩宠时，六宫学妾画蛾眉。	段成式	汉宫词二首	画眉（张敞）	1	[[12, 13]]	
不空是真空，不色是真色。	司马承祯	太上升玄消灾护命妙经颂		0		
鼎湖龙去远，银海雁飞深。	杜甫	骊山	鼎湖（黄帝）	3	[[0, 1, 2, 3]]	
思君览章句，还复如望梅。	李山甫	山中依韵答刘书记见赠	望梅（曹操）	1	[[9, 10]]	
冻涧冰难释，秋山日易阴。	灵一	于潜道中呈元八处士		0		
寂寥我对先生柳，赫奕君乘御史骢。	李商隐	喜闻太原同院崔侍御台拜兼寄在台三二同年之什	五柳（陶潜）	1	[[4, 5, 6]]	
芜漫藏书壁，荒凉悬剑枝。	崔融	哭蒋詹事俨	藏书壁（刘馀，孔子）	1	[[2, 3, 4]]	
巨川思欲济，终以寄舟航。	李世民	元旦	济川（傅说，殷高宗）	1	[[0, 1, 2]]	
谁知武陵路，亦有汉家臣。	李端	归山居寄钱起	桃源（陶潜）	2	[[2, 3, 4]]	
如今三山上，名字在真籍。	刘禹锡	游桃源一百韵	蓬莱	1	[[2, 3]]	
明妃若遇英雄世，青冢何由怨陆沉。	刘威	尉迟将军	陆沉	1	[[13, 14]]	
鹊随金印喜，乌傍板舆飞。	岑参	奉送李宾客荆南迎亲	板舆（潘岳）	1	[[8, 9]]	
罗网开三面，闾阎问百年。	张嘉贞	奉和早登太行山中言志应制	解网（汤）	2	[[1, 2, 3, 4]]	
陶朱与五羖，名播天壤间。	李白	南都行	五羖（晋献公，百里傒）	1	[[3, 4]]	
怪来醒后傍人泣，醉里时时错问君。	元稹	六年春遣怀八首 其五		0		
一朝南溟飞，彩翮不可亲。	李群玉	送萧绾之桂林	大鹏（庄子）	1	[[2, 3]]	
孤鸿秋出塞，一叶暗辞林。	杜牧	秋梦	一叶	1	[[6, 7]]	
设险犹可存，当无贾生哭。	杨炯	广溪峡	贾生泪（贾谊）	1	[[8, 9, 10]]	
多羡二龙同汉代，绣衣芸阁共荣亲。	清江	喜严侍御蜀还赠严秘书	二龙（许虔，许邵）	1	[[2, 3]]	
遥知下车日，万井起新烟。	钱起	送马使君赴郑州	下车（武王）	1	[[2, 3]]	
岂望图麟阁，惟思卧鹿门。	李德裕	春日独坐思归	庞公	1	[[9, 10]]	
好见吹笙伊洛上，紫烟丹凤亦相随。	鲍容	和王璠侍御酬友人赠白角冠	子晋（王子乔）	1	[[2, 3]]	
非君唱乐府，谁识怨秋深。	李贺	巴童荅		0		
珠履三千醉不欢，玉人犹苦夜冰寒。	武元衡	送裴戡行军	珠履（黄歇）	2	[[0, 1, 2, 3]]	
复笑采薇人，胡为乃长往。	王维	偶然作六首	采薇（伯夷，叔齐）	1	[[2, 3]]	
三清与仙岛，何事亦离群。	李商隐	槿花二首 其一		0		
獭髓求鱼客，鲛绡托海人。	吴融	和韩致光侍郎无题三首十四韵之二	鲛室	1	[[6, 7]]	
荆山鼎成日，湘浦竹斑时。	姚合	敬宗皇帝挽词三首之二	鼎湖（黄帝）	1	[[2, 3]]	
空林伐一声，幽鸟相呼起。	皮日休	其六 樵斧		0		
蛾眉欲碎巨灵掌，鸡肋难胜子路拳。	楚儿	贻郑昌图	巨灵	2	[[4, 5, 6]]	
晋家用元凯，亦是鲁诸生。	皎然	酬乌程杨明府华将赴渭北对月见怀	元凯	1	[[3, 4]]	
徒步奋迹，赫声濯灵。	皮光业	屠将军墓词		0		
家住嵩山下，好采旧山薇。	李频	嵩山夜还	采薇（伯夷，叔齐）	1	[[9, 10, 11]]	
中宫陈广乐，元老进赓歌。	杨巨源	春日奉献圣寿无疆词十首之七	咏康哉（舜）	1	[[9, 10]]	
虽欣月桂居先折，更羡春兰最后荣。	周墀	贺王仆射放榜	桂枝（郤诜）	1	[[3, 4]]	
傥逢骑羊子，携手凌白日。	李白	登峨眉山	骑羊（葛由）	2	[[2, 3, 4]]	
我有结绿珍，久藏浊水泥。	李白	赠范金卿二首 其一		0		
颛顼时初谢，句芒令复陈。	张濯	迎春东郊	句芒	1	[[6, 7]]	
终令夸蛾抉汝出，卜师烧锥钻灼满板如星罗。	韩愈	月蚀诗效玉川子作	移山志（夸娥）	1	[[2, 3]]	
共矜名已泰，讵肯沫相濡。	骆宾王	久戍边城有怀京邑	濡沫	1	[[8, 9, 10]]	
昨临苏耽井，复向衡阳求。同疚来相依，脱身当有筹。	王昌龄	出郴山口至叠石湾野人室中寄张十一	橘井（苏耽）	1	[[2, 3, 4]]	
喻若园中匪，由如得雨浇。	王梵志	题阙 其五十二		0		
盘龙玉台镜，唯待画眉人。	王昌龄	朝来曲	画眉（张敞）	1	[[8, 9]]	
次兄一生能苦节，夏聚流荧冬映雪。	李渤	喜弟淑再至为长歌	孙康勤苦（孙康）	1	[[13, 14]]	
使者哭其庭，救兵终不至。	韦应物	睢阳感怀	哭秦庭（伍员，申包胥）	1	[[2, 3]]	
别有知音调，闻歌应自飞。	骆宾王	咏尘	梁尘（虞公）	1	[[6, 7, 8]]	
已齐生死理，服鸟莫为灾。	李群玉	读贾谊传	长沙鵩（贾谊）	1	[[6, 7, 8]]	
定看堂高后，斑衣灭泪痕	李频	苏州寒食日送人归觐	老莱（老莱子）	1	[[6, 7]]	
谢客才为别，陶公已见思。	李端	赠岐山姜明府	陶潜	1	[[6, 7]]	
青冥孤云去，终当暮归山。	王昌龄	赠李侍御		0		
会入大风歌，从龙赴圆阙。	李峤	云	大风歌（刘邦）	1	[[2, 3, 4]]	
卧归渔浦月连海，行望凤城花隔云。	杜牧	出关	吹箫（弄玉，秦穆公，萧史）	1	[[10, 11]]	
老马思故枥，穷鳞忆深流。	戴叔伦	从军行	老骥（曹操）	1	[[0, 1, 2, 3, 4]]	
羲之俗书趁姿媚，数纸尚可博白鹅。	韩愈	石鼓歌	右军鹅（王羲之）	1	[[12, 13, 14]]	
迹同飞鸟栖高树，心似闲云在太虚。	李群玉	送陶少府赴选		0		
永怀青岑客，回首白云间。	王昌龄	独游		0		
从夫元凯贵，训子孟轲贤。	李岑	西河郡太原守张夫人挽歌	元凯	1	[[2, 3]]	
谏院过时荣棣萼，谢庭归去踏芝兰。	刘禹锡	送国子令狐博士赴兴元觐省	棣萼	1	[[5, 6]]	
曾为大梁客，不负信陵恩。	王昌龄	答武陵田太守	信陵（魏无忌）	1	[[8, 9]]	
更喜宣城印，朝廷与谢公。	张继	褚主簿宅会毕庶子钱员外郎使君	谢朓	1	[[9, 10]]	
黄粱炊未熟，梦惊残。	吕岩	促拍满路花		0		
君心除健羡，扣寂入虚无。	元稹	春分投简阳明洞天作		0		
宫中圣人奏云门，天下朋友皆胶漆。	杜甫	惜昔二首之二	胶漆	1	[[13, 14]]	
鼎内龙降虎，壶中龟遣蛇。	吕岩	五言 其四		0		
羽衣道士偷玄圃，金简真人护玉苗。	李绅	新昌宅书堂前有药树一株今已盈拱前长庆中于翰林院内西轩药树下移得才长一寸仆夫封一泥丸以归植今则成名之天上树	玄圃（周穆王）	1	[[5, 6]]	
花桃微散红，萠兰稍开紫。	无名氏	和诗阶诗 其一		0		
赐环留逸响，五马助征騑。	柳宗元	朗州窦常员外寄刘二十八诗见促行骑走笔酬赠	赐环	1	[[0, 1]]	
茅山就一徵，柏署起三载。	王昌龄	宿灞上寄侍御玙第	柏台	1	[[6, 7]]	
朝从青莲宇，暮入白虎殿。	岑参	青龙招提归一上人远游吴楚别诗		0		
旧业丛台废苑东，几年为梗复为蓬。	刘言史	泊花石浦	泛梗（苏秦）	1	[[10, 11]]	
寒山寂已暮，虞殡有馀哀。	李百药	文德皇后挽歌		0		
昔人怀井邑，为有挂冠期。	李德裕	秋日登郡楼望赞皇山感而成咏	挂冠（逢萌）	1	[[8, 9]]	
严陵亦高见，归卧是良图。	罗隐	秋日富春江行	严陵（严光）	1	[[0, 1]]	
共济已惊依玉树，随流还许醉金觞。	刘威	晚春陪王员外东塘游宴	倚玉（夏侯玄，曹睿，毛曾）	1	[[5, 6, 7]]	
腰间尽解苏秦印，波上虚迎范蠡船。	王铎	罢都统守镇滑州作	六印（苏秦）	1	[[4, 5, 6]]	
回看药灶封题密，强入蒲轮引步迟。	戎昱	赠韦况徵君	蒲轮（刘彻）	1	[[10, 11]]	
才雄望羔雁，寿促背貂蝉。	王维	哭祖六自虚	貂蝉	1	[[9, 10]]	
梅生谅多感，归止岂吾庐。	卢纶	和李中丞酬万年房署少府过汾州景云观因以寄上房与李早年同居此观	梅福	1	[[0, 1]]	
非思鲈鱼脍，且弄五湖船。	李群玉	将之吴越留别坐中文酒诸侣	鲈鱼（张翰）	3	[[1, 2, 3, 4]]	
清风一朝胜，白露忽已凝。	元稹	秋堂夕		0		
结庐近西术，种树久成阴。	包融	酬忠公林亭		0		
针灸阻朋曹，糠籺对童孺。	杜甫	雨		0		
岂知台阁旧，先拂凤皇雏。	杜甫	别苏徯	凤雏	1	[[8, 9]]	
应是易迁明月好，玉皇留看舞双成。	郑璧	文燕润卿不至	双成（董双成）	1	[[13, 14]]	
入河蟾不没，捣药兔长生。	杜甫	月	蟾	1	[[2]]	
犹希圣朝用，自镊白髭须。	贾岛	代旧将	镊白（左思，齐高帝）	1	[[7, 8]]	
更共幽云约，秋随绛帐还。	郑谷	舟次通泉精舍	绛帐（马融）	1	[[8, 9]]	
如何一瑞车书日，吹取青云道路平。	罗邺	春风	青云路	1	[[10, 11, 12]]	
卜邻惭近舍，训子学谁门。	杜甫	孟氏	孟母邻（孟子，孟母）	1	[[1, 2]]	
北堂未安寝，西园聊骋望。	董思恭	咏月	西园（曹丕）	1	[[6, 7]]	
白社陶元亮，青云阮仲容。	李端	奉和秘书元丞杪秋忆终南旧居	青云器（阮咸，颜延年）	1	[[6, 7, 8]]	
地远惊金奏，天高失雁行。	武元衡	八月十五酬从兄常望月有怀	雁行	1	[[9, 10]]	
名与玄珠出，乡宜昼锦还。	钱起	送李栖桐道举擢第还乡省侍	玄珠	1	[[2, 3]]	
绿醽乍熟堪聊酌，黄竹篇成好命题。	窦庠	奉酬侍御家兄东洛闲居夜晴观雪之什	黄竹（周穆王）	2	[[8, 9, 10]]	
忽听新蝉发，客情其奈何。	李中	听蝉寄朐山孙明府		0		
箪瓢贫守道，书剑病忘机。	许浑	题官舍	颜子（孔子，颜回）	1	[[0, 1]]	
落魄江南载酒行，楚腰肠断掌中轻。	杜牧	遣怀	细腰（楚灵王）	1	[[8, 9]]	
天汉乘槎可问津，寂寥深景到无因。	刘商	上崔十五老丈	乘槎	1	[[2, 3]]	
家山列画屏，绿水环庭除。	王贞白	送建昌冯明府		0		
朱雀桥边野草花，乌衣巷口夕阳斜。	刘禹锡	金陵五题	王谢（王导，谢弘微）	1	[[8, 9, 10]]	
施行圣泽山川润，图画天文彩色新。	王建	上崔相公		0		
全则富与寿，亏则饥与寒。	元稹	和乐天赠樊著作		0		
蒲轮入翠微，迎下天台峰。	白居易	题赠郑秘书徵君石沟溪隐居	蒲轮（刘彻）	1	[[0, 1]]	
滩上思严子，山中忆许由。	岑参	宿关西客舍寄东山严许二山人时天宝初七月初三日在内学见有高道举征	许由	1	[[9, 10]]	
闻说萧郎逐逝川，伯牙因此绝清弦。	温庭筠	哭王元裕	绝弦（伯牙，钟子期）	1	[[8, 9, 10]]	
应念覆盆下，雪泣拜天光。	李白	狱中上崔相涣		0		
视草即应归属望，握兰知道暂经过。	郑谷	春夕伴同年礼部赵员外省直	握兰	1	[[8, 9]]	
东堂桂欲空，犹有收萤光。	于濆	感怀	聚萤（车胤）	2	[[8, 9, 10]]	
名家令族，孝子忠臣。	申堂构	唐故内侍省内常侍孙府君墓志铭		0		
