sentence	author	title	allusion	variation_number	allusion_index
皇恩若再造，为忆不然灰。	张说	卢巴驿闻张御史张判官欲到不得待留赠之	寒灰（韩安国）	1	[[8, 9, 10]]
暮年伤泛梗，累日慰寒灰。	张说	石门别杨六钦望	寒灰（韩安国）	1	[[9, 10]]
死灰到底翻腾焰，朽骨随头却长肥。	方干	谢王大夫奏表	寒灰（韩安国）	1	[[0, 1]]
暖气变寒谷，炎烟生死灰。	李白	经乱离后天恩流夜郎忆旧游书怀赠江夏韦太守良宰	寒灰（韩安国）	1	[[9, 10]]
窜逐勿复哀，惭君问寒灰。	李白	赠别郑判官	寒灰（韩安国）	1	[[9, 10]]
远山标宿雪，末席本寒灰。	杨汝士	和段相公夏登张仪楼	寒灰（韩安国）	1	[[9, 10]]
冶长倦缧绁，韩安叹死灰。	毛明素	与琳法师（贞观十一年。法师幽系。故致诗焉。）	寒灰（韩安国）	1	[[9, 10]]
食蕊嫌丛棘，衔泥怯死灰。	沈佺期	同狱者叹狱中无燕	寒灰（韩安国）	1	[[9, 10]]
流水翻催泪，寒灰更伴人。	胡皓	和宋之问寒食题临江驿	寒灰（韩安国）	1	[[6, 7]]
讵知韩长孺，无复重然灰。	袁朗	和洗掾登城南坂望京邑	寒灰（韩安国）	0	[]
芳桂君应折，沉灰我不然。	顾况	送韦秀才赴举	寒灰（韩安国）	0	[]
灰死韩安国，罗伤翟廷尉。	骆宾王	帝京篇	寒灰（韩安国）	1	[[0, 1]]
莫言韩长孺，长作不然灰。	骆宾王	幽絷书情通简知己	寒灰（韩安国）	1	[[8, 9, 10]]
将期重交态，时慰不然灰。	骆宾王	游兖部逢孔君自卫来欣然相遇若旧	寒灰（韩安国）	1	[[8, 9, 10]]
冶长非罪曾缧绁，长孺然灰也经溺。	骆宾王	畴昔篇	寒灰（韩安国）	1	[[8, 9, 10, 11]]
小人胡不仁，谗我成死灰。	高适	酬裴员外以诗代书	寒灰（韩安国）	1	[[9, 10]]
小妇秦家女，将军天上人。	刘长卿	过李将军南郑林园观妓	罗敷	1	[[2, 3, 4]]
罗敷昔时秦氏女，千载无人空处所。	岑参	敷水歌送窦渐入京	罗敷	2	[[4, 5, 6], [0, 1]]
可怜绝胜秦罗敷，使君五马谩踟蹰。	岑参	玉门关盖将军歌	罗敷	2	[[4, 5, 6], [5, 6]]
一种貌如仙，人情要自偏。罗敷有底好，最得使君怜。	施君吾	感遇词	罗敷	1	[[12, 13]]
罗敷独向东方去，谩学他家作使君。	杜审言	戏赠赵使君美人	罗敷	1	[[0, 1]]
使君自有妇，莫学野鸳鸯。	杜甫	数陪李梓州泛江有女乐在诸舫戏为艳曲二首赠李	罗敷	0	[]
邦君驻千骑，清论时间酌。	权德舆	奉和李大夫题郑评事江楼	罗敷	1	[[3, 4]]
主人千骑东方远，唯望衡阳雁足书。	权德舆	寄李衡州	罗敷	1	[[2, 3]]
丽质全胜秦氏女，藁砧宁用专城居。	权德舆	薄命篇	罗敷	1	[[4, 5, 6]]
暇日若随千骑出，南岩只在郡楼前。	权德舆	送清洨上人谒信州陆员外	罗敷	1	[[4, 5]]
凭君减千骑，莫遣海鸥惊。	权德舆	送薛温州	罗敷	1	[[3, 4]]
可羡罗敷自有失，愁中漫捋白髭须。	段成式	戏高侍御七首	罗敷	1	[[2, 3]]
由来道姓秦，谁不知家楚。	皇甫冉	见诸姬学玉台体	罗敷	1	[[3, 4]]
虽言千骑上头居，一世生离恨有馀。	耿湋	古意	罗敷	1	[[2, 3]]
罗敷正苦桑蚕事，惆怅南来五马蹄。	胡宿	城南	罗敷	1	[[0, 1]]
双旌千骑骈东陌，独有罗敷望上头。	薛涛	送郑眉州	罗敷	2	[[2, 3], [10, 11]]
娥娥秦氏髻，皎皎洛川神。风月应相笑，年年醉病身。	韦庄	晚春	罗敷	1	[[2, 3, 4]]
东方千马骑，出望使君时。	韩翃	赠郓州马使君	罗敷	0	[]
曾吟工部两峰寒，今日星郎得挂冠。	吴融	送于员外归隐蓝田	星郎	1	[[10, 11]]
星郎复何意，出守五溪边。	戴叔伦	渐至涪州先寄王员外使君纵	星郎	1	[[0, 1]]
间世星郎夜宴时，丁丁寒漏滴声稀。	方干	陪李郎中夜宴	星郎	1	[[2, 3]]
榼小非由榼，星朗是酒星。	李益	答窦二曹长留酒还榼	星郎	0	[]
含香已去星郎位，衣锦惟思婺女邻。	李频	五月一日蒙替本官不得随例入阙感怀献送相公	星郎	1	[[4, 5]]
刺史诸侯贵，郎官列宿应。	杜甫	寄刘峡州伯华使君四十韵	星郎	1	[[8, 9]]
清秋便寓直，列宿顿辉光。	杜甫	承沉八丈东美徐膳部员外阻雨未遂驰贺奉寄此诗	星郎	1	[[6, 7]]
南馆星郎东道主，摇鞭休问路行难。	王初	送王秀才谒池州吴都督	星郎	1	[[2, 3]]
玉皇恩诏别星班，去压徐方分野间。	章碣	送韦岫郎中典泗州	星郎	1	[[5, 6]]
太平天子念蒲东，又委星郎养育功。	罗隐	途中献晋州孟中丞	星郎	1	[[10, 11]]
顷为弟子曾同社，今忝星郎更契缘。	郑谷	宜春再访芳公言公幽斋写怀叙事因赋长言	星郎	1	[[10, 11]]
止陪鸳鸯居清秩，滥应星辰浼上玄。	郑谷	转正郎后寄献集贤相公	星郎	1	[[9, 10, 11]]
红迷天子帆边日，紫夺星郎帐外兰。	郑谷	锦二首	星郎	1	[[10, 11]]
星郎同访道，羽客杳何之。	韦执中	陪韩退之窦贻周同寻刘尊师不遇得师字	星郎	1	[[0, 1]]
不如寄与星郎去，想得朝回正画眉。	韩偓	以庭前海棠梨花一枝寄李十九员外	星郎	1	[[4, 5]]
斧柯新样胜珠玑，堪赞星郎染翰时。	韩偓	同年前虞部李郎中自长沙赴行在余以紫石砚赠之赋诗代书	星郎	1	[[10, 11]]
太傅欲旌前古事，星郎属思久凭栏。	齐己	和翁员外题马太傅宅贾相公井	星郎	1	[[8, 9]]
此身未别江边寺，犹看星郎奉诏回。	齐己	湘中送翁员外归闽	星郎	1	[[10, 11]]
柱史回清宪，谪居临汉川。	储光羲	送人寻裴斐	柱史（张苍）	1	[[0, 1]]
绰绰夫君，是膺柱下。	元希声	赠皇甫侍御赴都八首	柱史（张苍）	0	[]
柱史题诗后，松前更肃然。	刘得仁	和厉玄侍御题户部相公庐山草堂	柱史（张苍）	1	[[0, 1]]
抱疾因寻周柱史，杜陵寒叶落无穷。	周贺	赠厉玄侍御	柱史（张苍）	2	[[5, 6], [4, 5, 6]]
恩沾柱下史，荣比选曹郎。	孙逖	送张环摄御史监南选	柱史（张苍）	1	[[2, 3, 4]]
柱下闻周史，书中慰越吟。	张谓	寄李侍御	柱史（张苍）	0	[]
唯有绣衣周柱史，独将珠玉挂西台。	施肩吾	寄西台李侍御	柱史（张苍）	2	[[5, 6], [4, 5, 6]]
唯羡君为周柱史，手持黄纸到沧洲。	李嘉祐	暮春宜阳郡斋愁坐忽枉刘七侍御新诗因以酬答	柱史（张苍）	2	[[5, 6], [4, 5, 6]]
公为柱下史，脱绣归田园。	李白	赠宣城赵太守悦	柱史（张苍）	1	[[2, 3, 4]]
绣衣柱史何昂藏，铁冠白笔横秋霜。	李白	赠潘侍御论钱少阳	柱史（张苍）	1	[[2, 3]]
柱史谒承明，翩翩将有期。	李颀	送崔侍御赴京	柱史（张苍）	1	[[0, 1]]
君为柱下史，将命出东周。	李颀	龙门送裴侍御监五岭选	柱史（张苍）	1	[[2, 3, 4]]
柱史静开筵，所思何地偏。	无可	冬中与诸公会宿姚端公宅怀永乐殷侍御	柱史（张苍）	1	[[0, 1]]
正逢周柱史，来会鲁诸侯。	皎然	同颜使君真卿李侍御萼游法华寺登凤翅山望太湖	柱史（张苍）	2	[[3, 4], [2, 3, 4]]
多情柱史应相问，与话归心正浩然。	罗隐	送臧濆下第谒窦鄜州	柱史（张苍）	1	[[2, 3]]
家有青山近玉京，风流柱史早知名。	赵嘏	李侍御归山同宿华严寺	柱史（张苍）	1	[[10, 11]]
衣冠周柱史，才学我乡人。	钱起	送陆珽侍御使新罗	柱史（张苍）	2	[[3, 4], [2, 3, 4]]
归台新柱史，辞府旧英髦。	鲍溶	送罗侍御归西台	柱史（张苍）	1	[[3, 4]]
骑别章台晚，舟行洛水春。	储光羲	秦中送人觐省	章台（张敞）	1	[[2, 3]]
京兆归何处，章台空暮尘。	刘禹锡	再伤庞尹	章台（张敞）	1	[[6, 7]]
蹀躞朝驰过上苑，䟃𧽼暝走发章台。	乔知之	嬴骏篇	章台（张敞）	1	[[13, 14]]
章台折杨柳，春日路傍情。	崔国辅	长乐少年行	章台（张敞）	1	[[0, 1]]
驿使前日发章台，传道长安春早来。	崔颢	渭城少年行	章台（张敞）	1	[[5, 6]]
章台街里芳菲伴，且问宫腰损几枝。	李商隐	回中牡丹为雨所败二首之一	章台（张敞）	1	[[0, 1]]
梅花大庾岭头发，柳絮章台街里飞。	李商隐	对雪二首之一	章台（张敞）	1	[[10, 11]]
巴雷隐隐千山外，更作章台走马声。	李商隐	柳	章台（张敞）	2	[[10, 11, 12, 13], [10, 11]]
桃绶含情依露井，柳绵相忆隔章台。	李商隐	临发崇让宅紫薇	章台（张敞）	1	[[13, 14]]
章台从掩映，郢路更参差。	李商隐	赠柳	章台（张敞）	1	[[0, 1]]
青云年少子，挟弹章台左。	李白	少年子	章台（张敞）	1	[[8, 9]]
夫子红颜我少年，章台走马著金鞭。	李白	流夜郎赠辛判官	章台（张敞）	2	[[8, 9, 10, 11], [8, 9]]
近映章台骑，遥分禁苑春。	李观	御沟新柳	章台（张敞）	1	[[2, 3]]
空知有善相，不解走章台。	李贺	马诗二十三首之十九	章台（张敞）	1	[[9, 10]]
若教得似红儿貌，走马章台任道迟。	罗虬	比红儿诗之七十一	章台（张敞）	2	[[8, 9, 10, 11], [10, 11]]
寂寞想章台，始叹云泥隔。	钱起	离居夜雨奉寄李京兆	章台（张敞）	1	[[3, 4]]
今朝章台别，杨柳亦依依。	韦应物	赠别河南李功曹	章台（张敞）	1	[[2, 3]]
鸣鞭晓出章台路，叶叶春衣杨柳风。	韩翃	少年行	章台（张敞）	2	[[4, 5, 6], [4, 5]]
应须定取真知者，遣对明君说子虚。	吕温	道州酬送何山人之容州	子虚	1	[[13, 14]]
尽是忘言客，听君诵子虚。	姚伦	过章秀才洛阳客舍	子虚	1	[[9, 10]]
冥漠辞昭代，空怜赋子虚。	宋之问	故赵王属赠黄门侍郎上官公挽词二首	子虚	1	[[9, 10]]
双眸光照人，词赋凌子虚。	崔宗之	赠李十二白	子虚	1	[[9, 10]]
为报周多士，须怜楚子虚。	张南史	早春书事奉寄中书李舍人	子虚	1	[[9, 10]]
坚话长如此，何年献子虚。	张乔	题友人草堂	子虚	1	[[9, 10]]
好是一生事，无劳献子虚。	张子容	送孟八浩然归襄阳二首	子虚	1	[[9, 10]]
几时绵竹颂，拟荐子虚名。	李商隐	令狐舍人说昨夜西掖玩月因戏赠	子虚	1	[[8, 9]]
春风不见寻花伴，遥向青云泥子虚。	李山甫	贺友人及第	子虚	1	[[13, 14]]
汉庭文采有相如，天子通宵爱子虚。	温庭筠	送襄州李中丞赴从事	子虚	1	[[13, 14]]
染翰过草圣，赋诗轻子虚。	王维	戏赠张五弟諲三首	子虚	1	[[9, 10]]
沈忧敢望金门召，空愧巴歈并子虚。	卢纶	酬巴佶郎中览拙卷后见寄	子虚	1	[[13, 14]]
少年容易舍樵渔，曾辱明公荐子虚。	罗隐	新安投所知	子虚	1	[[13, 14]]
举酒常叹息，无人达子虚。	钱起	送沈仲	子虚	1	[[9, 10]]
雨露满儒服，天心知子虚。	钱起	送集贤崔八叔承恩括图书	子虚	1	[[9, 10]]
青云不识杨生面，天子何由问子虚。	韦庄	东游远归	子虚	1	[[13, 14]]
子虚词赋动君王，谁不期君入对扬。	黄滔	寄越从事林嵩侍御	子虚	1	[[0, 1]]
愤愤呕谗书，无人诵子虚。	齐己	寄钱塘罗给事	子虚	1	[[9, 10]]
何处先贤传，惟称庞德公。	孟浩然	题张野人园庐	庞公	1	[[8, 9, 10]]
岂望图麟阁，惟思卧鹿门。	李德裕	春日独坐思归	庞公	1	[[9, 10]]
尝闻庞德公，家住洞庭水。终身栖鹿门，不入襄阳市。夫君弄明月，灭景清淮里。高踪邈难追，可与古人比。	李白	寄弄月溪吴山人	庞公	2	[[2, 3, 4], [15, 16]]
他日云壑间，来寻幽居士。	李群玉	饭僧	庞公	0	[]
未因乘兴去，空有鹿门期。	杜甫	冬日有怀李白	庞公	2	[[8, 9, 10], [8, 9]]
汉阴有鹿门，沧海有灵查。	杜甫	喜晴	庞公	1	[[3, 4]]
刘表虽遗恨，庞公至死藏。	杜甫	寄彭州高三十五使君适虢州岑二十七长史参三十韵	庞公	1	[[6, 7]]
庞公隐时尽室去，武陵春树他人迷。	杜甫	寄从孙崇简	庞公	1	[[0, 1]]
庞公任本性，携子卧苍苔。	杜甫	昔游	庞公	1	[[0, 1]]
阮籍行多兴，庞公隐不还。	杜甫	秦州杂诗二十首	庞公	1	[[6, 7]]
庞公不浪出，苏氏今有之。	杜甫	苏大侍御访江浦赋八韵记异	庞公	1	[[0, 1]]
为于耆旧内，试觅姓庞人。	杜甫	赠别郑炼赴襄阳	庞公	0	[]
鹿门携不遂，雁足系难期。	杜甫	遣兴	庞公	1	[[0, 1]]
昔者庞德公，未曾入州府。	杜甫	遣兴五首	庞公	1	[[2, 3, 4]]
庞公竟独往，尚子终罕遇。	杜甫	雨	庞公	1	[[0, 1]]
庞公采药去，莱氏与妻行。	皇甫冉	赠郑山人	庞公	1	[[0, 1]]
渚边游汉女，桑下问庞公。	郑锡	襄阳乐	庞公	1	[[9, 10]]
庞公嘉遁所，浪迹难追攀。	阎防	夕次鹿门山作	庞公	1	[[0, 1]]
久欲追尚子，况兹怀远公。	孟浩然	彭蠡湖中望庐山	尚平（向长）	2	[[3, 4], [2, 3, 4]]
伏枕嗟公干，归山羡子平。	孟浩然	李氏园林卧疾	尚平（向长）	1	[[9, 10]]
五岳追向子，三湘吊屈平。	孟浩然	经七里滩	尚平（向长）	0	[]
陶公自放归，尚平去有依。	孟郊	隐士	尚平（向长）	1	[[6, 7]]
尚平今何在，此意谁与论。	岑参	缑山西峰草堂作	尚平（向长）	1	[[0, 1]]
尚子不可见，蒋生难再逢。胜惬只自知，佳趣为谁浓。	岑参	自潘陵尖还少室居止秋夕凭眺	尚平（向长）	1	[[0, 1]]
待我休官了婚嫁，桃源洞里觅仙兄。	张仲方	赠毛仙翁	尚平（向长）	1	[[4, 5, 6]]
尚平方毕娶，疏广念归期。	李德裕	思山居一十首忆种瓜时	尚平（向长）	2	[[3, 4], [0, 1]]
毕娶何时竟，消中得自由。	杜甫	西阁二首	尚平（向长）	1	[[0, 1]]
庞公竟独往，尚子终罕遇。	杜甫	雨	尚平（向长）	1	[[6, 7]]
欲追绵上隐，况近子平村。	林德裕	近于伊川卜山居将命者画图而至欣然有感聊赋此诗兼寄上浙东元相公大夫使求青田胎化鹤	尚平（向长）	1	[[8, 9]]
待学尚平婚稼毕，渚烟溪月共忘机。	权德舆	田家即事	尚平（向长）	1	[[2, 3]]
岂厌尚平婚嫁早，却嫌陶令去官迟。	王维	早秋山中作	尚平（向长）	1	[[2, 3]]
子平一去何时返，仲叔长游遂不来。	王绩	北山	尚平（向长）	1	[[0, 1]]
况无婚嫁累，应拍尚平肩。	王毂	赠苍溪王明府有文在手曰长生	尚平（向长）	2	[[2, 3, 4], [8, 9]]
万重云树下，数亩子平居。	钱起	东溪杜野人致酒	尚平（向长）	1	[[8, 9]]
毕娶愿已果，养恬志宁违。	钱起	酬陶六辞秩归旧居见柬	尚平（向长）	1	[[0, 1]]
如今便可尔，何用毕婚嫁。	韩愈	县斋有怀（阳山县斋作。时贞元二十一年顺宗新即位）	尚平（向长）	1	[[8, 9, 10]]
须知易水歌，至死无悔吝。	李咸用	猛虎行	易水寒（聂政，荆轲，燕丹）	1	[[2, 3, 4]]
击筑饮美酒，剑歌易水湄。	李白	少年行二首	易水寒（聂政，荆轲，燕丹）	0	[]
耻作易水别，临岐泪滂沱。	李白	留别于十一兄逖裴十三游塞垣	易水寒（聂政，荆轲，燕丹）	1	[[2, 3, 4]]
武安有振瓦，易水无寒歌。	李白	发白马	易水寒（聂政，荆轲，燕丹）	0	[]
羞道易水寒，从令日贯虹。	李白	结客少年场行	易水寒（聂政，荆轲，燕丹）	1	[[2, 3, 4]]
歌酣易水动，鼓震丛台倾。	李白	自广平乘醉走马六十里至邯郸登城楼览古书怀	易水寒（聂政，荆轲，燕丹）	0	[]
荆卿一去后，壮士多摧残。长号易水上，为我扬波澜。	李白	赠友人三首	易水寒（聂政，荆轲，燕丹）	1	[[12, 13, 14, 15]]
击筑向北燕，燕歌易水滨。	李白	鲁邵尧祠送张十四游河北	易水寒（聂政，荆轲，燕丹）	0	[]
旧说泾关险，犹闻易水寒。	皎然	送韦秀才	易水寒（聂政，荆轲，燕丹）	1	[[8, 9, 10]]
如何易水上，未歌先泪垂。	贾岛	壮士吟	易水寒（聂政，荆轲，燕丹）	0	[]
温辉凌爱日，壮气惊寒水。	骆宾王	在江南赠宋五之问	易水寒（聂政，荆轲，燕丹）	1	[[6, 7, 8, 9, 10]]
白雪梁山曲，寒风易水歌。	骆宾王	夏日游德州赠高四	易水寒（聂政，荆轲，燕丹）	2	[[8, 9, 10], [6, 7, 8, 9]]
客似秦川上，歌疑易水滨。	骆宾王	西行别东台详正学士	易水寒（聂政，荆轲，燕丹）	0	[]
徒歌易水客，空老渭川人。	骆宾王	咏怀古意上裴侍郎	易水寒（聂政，荆轲，燕丹）	0	[]
不学燕丹客，空歌易水寒。	骆宾王	送郑少府入辽共赋侠客远从戎	易水寒（聂政，荆轲，燕丹）	1	[[8, 9, 10]]
心知报恩处，对酒歌易水。	鲍溶	壮士行	易水寒（聂政，荆轲，燕丹）	0	[]
燕歌易水怨，剑舞蛟龙腥。	鲍溶	秋思三首	易水寒（聂政，荆轲，燕丹）	0	[]
翻嫌易水上，细碎动离魂。	齐己	剑客	易水寒（聂政，荆轲，燕丹）	0	[]
自逐定远侯，亦著短后衣。	岑参	北庭西郊候封大夫受降回军献上	定远（班超）	2	[[2, 3, 4], [2, 3]]
和戎因赏魏，定远莫辞班。	张说	送郑大夫唯忠从公主入蕃	定远（班超）	1	[[6, 7]]
早晚朝天去，亲随定远侯。	戎昱	桂州西山登高上陆大夫	定远（班超）	2	[[8, 9, 10], [8, 9]]
宁独锡和戎，更当封定远。	杜审言	送和西蕃使	定远（班超）	1	[[9, 10]]
定远功那比，平津策乃迂。	权德舆	建除诗	定远（班超）	1	[[0, 1]]
便令海内休戈矛，何用班超定远侯。	王昌龄	箜篌引	定远（班超）	2	[[12, 13, 14], [12, 13]]
不识阳关路，新从定远侯。	王维	送王澹然判官	定远（班超）	2	[[8, 9, 10], [8, 9]]
一枝何足解人愁，抛却还随定远侯。	罗隐	送秦州从事	定远（班超）	2	[[12, 13, 14], [12, 13]]
班超封定远，之子去思齐。	钱起	送张管书记	定远（班超）	1	[[3, 4]]
献凯多惭霍，论封几谢班。	骆宾王	在军中赠先还知己	定远（班超）	0	[]
中郎推贵婿，定远重时英。	李商隐	送千牛李将军赴阙五十韵	定远（班超）	1	[[6, 7]]
贾谊三年谪，班超万里侯。	李白	田园言怀	定远（班超）	1	[[8, 9, 10]]
何惭班定远，辛苦玉门关。	武元衡	元和癸巳余领蜀之七年奉诏征还二月二十八日清明途经百牢关因题石门洞	定远（班超）	2	[[2, 3, 4], [3, 4]]
寄言班定远，正是立功年。	王涯	从军词三首	定远（班超）	2	[[2, 3, 4], [3, 4]]
气劲三河卒，功全万户侯。	皇甫冉	送郑判官赴徐州	定远（班超）	0	[]
蓬莱每望平安火，应奏班超定远功。	许浑	献鄜坊丘常侍	定远（班超）	1	[[12, 13]]
他年必帅邯郸儿，与我杀轻班定远。	贯休	送越将归会稽	定远（班超）	2	[[12, 13, 14], [13, 14]]
宁知班定远，犹是一书生。	陈子昂	和陆明府赠将军重出塞	定远（班超）	2	[[2, 3, 4], [3, 4]]
南华在濠上，谁辩魏王瓠。	储光羲	贻王侍御出台掾丹阳	濠梁（惠施，庄子）	1	[[3, 4]]
但乐濠梁鱼，岂怨钟山鹄。	吴融	绵竹山西四十韵	濠梁（惠施，庄子）	2	[[2, 3, 4], [2, 3]]
已息汉阴诮，且同濠上观。	奚贾	严陵滩下寄常建	濠梁（惠施，庄子）	1	[[8, 9]]
独有蒙园吏，栖偃玩濠梁。	张文琮	咏水	濠梁（惠施，庄子）	1	[[9, 10]]
投汨笑古人，临濠得天和。	李白	书情题蔡舍人雄	濠梁（惠施，庄子）	1	[[6, 7]]
正作庄生蝶，谁知惠子鱼。	李群玉	昼寐	濠梁（惠施，庄子）	1	[[8, 9, 10]]
凭几看鱼乐，回鞭急鸟栖。	杜甫	白露	濠梁（惠施，庄子）	1	[[3, 4]]
谷口旧相得，濠梁同见招。	杜甫	陪郑广文游何将军山林十首之一	濠梁（惠施，庄子）	1	[[6, 7]]
鹿鸣验食野，鱼乐知观濠。	柳宗元	游南亭夜还叙志七十韵	濠梁（惠施，庄子）	2	[[9, 10], [6, 7]]
入鸟不乱行，观鱼还自乐。	权德舆	奉和李大夫题郑评事江楼	濠梁（惠施，庄子）	1	[[6, 7]]
归时自负花前醉，笑向鲦鱼问乐无。	独孤及	垂花坞醉后戏题	濠梁（惠施，庄子）	0	[]
濠梁庄惠谩相争，未必人情知物情。	白居易	池上寓兴二绝之一	濠梁（惠施，庄子）	1	[[0, 1]]
海边曾狎鸟，濠上正观鱼。	皇甫冉	和郑少尹祭中岳寺北访萧居士越上方	濠梁（惠施，庄子）	2	[[9, 10], [6, 7]]
不无濠上思，唯食圃中蔬。	贾岛	寄令狐绹相公	濠梁（惠施，庄子）	1	[[2, 3]]
濠梁时一访，庄叟亦吾徒。	钱起	山斋读书寄时校书杜叟	濠梁（惠施，庄子）	1	[[0, 1]]
肯想观鱼处，寒泉照发斑。	钱起	蓝溪休沐寄赵八给事	濠梁（惠施，庄子）	1	[[2, 3]]
故山期采菊，秋水忆观鱼。	韩翃	赠张五諲归濠州别业	濠梁（惠施，庄子）	1	[[9, 10]]
风吹一片叶，万物已惊秋。	杜牧	早秋客舍	一叶	0	[]
一叶忽离树，几人同入关。	于武陵	西归	一叶	1	[[0, 1]]
重门启曙关，一叶报秋还。	张南史	同韩侍郎秋朝使院	一叶	1	[[6, 7]]
露滴千家静，年流一叶催。	戎昱	宿桂州江亭呈康端公	一叶	1	[[8, 9]]
高梧一叶坠凉天，宋玉悲秋泪洒然。	李郢	早秋书怀	一叶	1	[[2, 3]]
风吹一片叶，万物已惊秋。	杜牧	早秋客舍	一叶	0	[]
独立千峰晓，频来一叶秋。	杜牧	留题李侍御书斋	一叶	2	[[8, 9, 10], [8, 9]]
孤鸿秋出塞，一叶暗辞林。	杜牧	秋梦	一叶	1	[[6, 7]]
青蝇纷营营，风雨秋一叶。	杜甫	八哀诗故司徒李公光弼	一叶	1	[[9, 10]]
玉树起凉烟，凝情一叶前。	柳中庸	秋怨	一叶	1	[[8, 9]]
一叶下前墀，淮南人已悲。	许浑	早秋三首	一叶	1	[[0, 1]]
淮南一叶下，自觉老烟波。	许浑	早秋三首	一叶	1	[[2, 3]]
莫言万木死，不因一叶秋。	邵谒	论政	一叶	2	[[8, 9, 10], [8, 9]]
长信萤来一叶秋，蛾眉泪尽九重幽。	钱起	长信怨	一叶	2	[[4, 5, 6], [4, 5]]
楚岫千峰翠，湘潭一叶黄。	韦迢	早发湘潭寄杜员外院长	一叶	1	[[8, 9]]
一叶落时空下泪，三春归尽复何情。	高蟾	落花	一叶	1	[[0, 1]]
百川赴海返潮易，一叶报秋归树难。	鲍溶	始见二毛	一叶	1	[[8, 9]]
欲共麻姑住，仙城半在空。	徐凝	武夷山仙城	麻姑	1	[[2, 3]]
曾于方外见麻姑，闻说君山自古无。	方干	题君山	麻姑	1	[[5, 6]]
恐是麻姑残米粒，不曾将与世人看。	施肩吾	洗丹砂词	麻姑	1	[[2, 3]]
青童传语便须回，报道麻姑玉蕊开。	曹唐	小游仙诗九十八首之八十一	麻姑	1	[[10, 11]]
海上桃花千树开，麻姑一去不知来。	曹唐	小游仙诗九十八首之四十六	麻姑	1	[[8, 9]]
辞我麻姑山畔去，蔡经踪迹必相亲。	李咸用	送李尊师归临川	麻姑	1	[[2, 3]]
好为麻姑到东海，劝栽黄竹莫栽桑。	李商隐	华山题王母祠	麻姑	1	[[2, 3]]
欲就麻姑买沧海，一杯春露冷如冰。	李商隐	谒山	麻姑	1	[[2, 3]]
西来青鸟东飞去，愿寄一书谢麻姑。	李白	有所思	麻姑	1	[[13, 14]]
麻姑垂两鬓，一半已成霜。	李白	短歌行	麻姑	1	[[0, 1]]
中有蓬海客，宛疑麻姑仙。	李白	赠嵩山焦炼师	麻姑	1	[[8, 9]]
吾曾弄海水，清浅嗟三变。果惬麻姑言，时光速流电。	李白	赠王汉阳	麻姑	1	[[14, 15]]
麻姑古貌上仙才，谪向莲峰管玉台。	皮日休	华山李炼师所居	麻姑	1	[[0, 1]]
疑是麻姑恼尘世，暂教微步下层城。	罗虬	比红儿诗之八十五	麻姑	1	[[2, 3]]
西江上，风动麻姑嫁时浪。	顾况	古离别	麻姑	1	[[6, 7]]
近得麻姑音信否，浔阳江上不通潮。	顾况	题叶道士山舴	麻姑	1	[[2, 3]]
青鸟更不来，麻姑断书信。	鲍溶	怀仙二首之一	麻姑	1	[[6, 7]]
草堂窗底漉春醅，山寺门前逢暮雨。	刘言史	葛巾歌	漉酒（陶潜）	0	[]
漉酒有巾无黍酿，负他黄菊满东篱。	司空图	五十	漉酒（陶潜）	1	[[0, 1]]
将正陶令巾，又盖姜肱被。	吴融	祝风三十二韵	漉酒（陶潜）	0	[]
永秘黄庭诀，高悬漉酒巾。	姚合	哭砚山孙道士	漉酒（陶潜）	2	[[8, 9, 10], [8, 9]]
头巾何所直，且漉瓮头糟。	姚合	秋日书事寄秘书窦少监	漉酒（陶潜）	0	[]
瓶开巾漉酒，地坼笋抽芽。	戎昱	闰春宴花溪严侍御庄	漉酒（陶潜）	2	[[2, 3, 4], [3, 4]]
且须共漉边城酒，何必陶家有白纶。	李频	和友人下第北游感怀	漉酒（陶潜）	0	[]
谢氏寻山屐，陶公漉酒巾。	杜甫	寄张十二山人彪三十韵	漉酒（陶潜）	2	[[8, 9, 10], [8, 9]]
只作披衣惯，常从漉酒生。	杜甫	漫成二首之一	漉酒（陶潜）	1	[[8, 9]]
宾朋争漉酒，徒御侍巾车。	权德舆	送许著作分司东都	漉酒（陶潜）	1	[[3, 4]]
栽成五柳吟归去，漉酒巾边伴菊闲。	汪遵	彭泽	漉酒（陶潜）	2	[[8, 9, 10], [8, 9]]
閒来欲著登山屐，醉里还披漉酒巾。	牟融	题孙君山亭	漉酒（陶潜）	2	[[12, 13, 14], [12, 13]]
野觞浮郑酌，山酒漉陶巾。	王绩	尝春酒	漉酒（陶潜）	1	[[8, 9, 10]]
高歌犹爱思归引，醉语惟誇漉酒巾。	卢纶	无题	漉酒（陶潜）	2	[[12, 13, 14], [12, 13]]
漉酒迎宾急，看花署字迟。	秦系	赠乌程杨苹明府	漉酒（陶潜）	1	[[0, 1]]
古县萧条秋景晚，昔年陶令亦如君。头巾漉酒临黄菊，手板支颐向白云。	雍陶	寄永乐殷尧藩明府	漉酒（陶潜）	2	[[17, 18, 19], [18, 19]]
空负漉酒巾，乞食形诸诗。	顾况	拟古三首之三	漉酒（陶潜）	2	[[2, 3, 4], [2, 3]]
使君匡岳近，终作社中人。	周贺	投江州张郎中	西方社（慧远，宗炳）	1	[[8, 9, 10]]
