sentence	author	title	allusion	variation_number	allusion_index	transformed_allusion
讵知方拥彗，逢子敬惟桑。	崔善为	答王无功冬夜载酒乡馆	桑梓	1	[[9, 10]]	[9, 10,桑梓]
泪闻横吹落，心逐去旌悬。	钱起	奉送户部李郎中充晋国副节度出塞	悬旌	1	[[9, 11]]	[9, 10, 11,悬旌]
六宫虽念相如赋，其那防边重武夫。	杜牧	重送	相如（司马相如）	1	[[4, 5]]	[4, 5,相如（司马相如）]
鞭鞘所拂三千里，多少诸侯合避骢。	章碣	浙西送杜晦侍御入关	骢马（桓典）	1	[[13, 14]]	[13, 14,骢马（桓典）]
昔为童稚不知愁，竹马閒乘绕县游。	韦庄	下邽感旧（太平广记云。庄又时常在华州下邽县侨居。多与邻巷诸儿会戏。及广明乱后。在经旧里。追思往事。但有遗踪。因赋施以记之。）	竹马	1	[[8, 9]]	[8, 9,竹马]
西园徒自赏，南飞终未安。	骆宾王	秋晨同淄川毛司马秋九咏之秋月	西园（曹丕）	1	[[0, 1]]	[0, 1,西园（曹丕）]
有待时未知，非关慕沮溺。	张碧	山居雨霁即事	沮溺（子路，孔子，桀溺，长沮）	1	[[9, 10]]	[9, 10,沮溺（子路，孔子，桀溺，长沮）]
闲居有亲赋，搔首忆潘安。	齐己	溪斋二首	闲居赋（潘岳）	1	[[0, 2]]	[0, 1, 2,闲居赋（潘岳）]
礼俗拘嵇喜，侯王忻戴逵。	李商隐	咏怀寄秘阁旧僚二十六韵	戴逵（戴逵）	1	[[9, 10]]	[9, 10,戴逵（戴逵）]
但使武皇心似烛，江充不敢作江充。	白居易	思子台有感二首	江充	1	[[8, 9]]	[8, 9,江充]
张旭三怀草圣传，脱帽露顶王公前。	杜甫	饮中八仙歌	草圣（张芝）	1	[[4, 5]]	[4, 5,草圣（张芝）]
诏宠金门策，官荣叶县凫。	高适	真定即事奉赠韦使君二十八韵	双凫（王乔）;金门（扬雄）	2	[[8, 9, 10]];[[2, 3]]	[8, 9, 10,双凫（王乔）];[2, 3,金门（扬雄）]
涉雪搴紫芳，濯缨想清波。	李白	答长安崔少府叔封游终南翠微寺太宗皇帝金沙泉见寄	沧浪（屈原）	1	[[6, 7]]	[6, 7,沧浪（屈原）]
太平天子念蒲东，又委星郎养育功。	罗隐	途中献晋州孟中丞	星郎	1	[[10, 11]]	[10, 11,星郎]
缑山之鹤，华顶之云。	司空图	诗品飘逸	子晋（王子乔）	1	[[0, 1]]	[0, 1,子晋（王子乔）]
论道齐鸳翼，题诗忆凤池。	皇甫曾	奉和杜相公移入长兴宅奉呈诸宰执	凤池（荀勖）	1	[[9, 10]]	[9, 10,凤池（荀勖）]
潘鬓年空长，齐竽艺本轻。	权德舆	奉酬张监阁老雪后过中书见赠加两韵简南省僚旧	二毛（潘岳）;齐竽（南郭先生）	2	[[0, 1]];[[6, 7]]	[0, 1,二毛（潘岳）];[6, 7,齐竽（南郭先生）]
动询黄阁老，肯虑白登围。	杜甫	送卢十四弟侍御报韦尚书（之晋）灵榇归上都二十韵	白登围（刘邦）	1	[[8, 9, 10]]	[8, 9, 10,白登围（刘邦）]
华亭鹤唳讵可闻，上蔡苍鹰何足道。	李白	行路难三首	上蔡（李斯，赵高）	2	[[8, 9, 10, 11]]	[8, 9, 10, 11,上蔡（李斯，赵高）]
沧洲自有趣，不便哭途穷。	皇甫曾	过刘员外长卿别墅	途穷（阮籍）	2	[[8, 9, 10]]	[8, 9, 10,途穷（阮籍）]
陶家五柳簇衡门，还有高情爱此君。	司空图	杨柳枝二首	五柳（陶潜）	1	[[2, 3]]	[2, 3,五柳（陶潜）]
献赋未为龙化去，除书犹喜凤衔来。	秦韬玉	送友人罢举授南陵令	献赋（刘彻，司马相如，扬雄，杨得意）;凤诏（石虎）	2	[[0, 1]];[[12, 14]]	[0, 1,献赋（刘彻，司马相如，扬雄，杨得意）];[12, 13, 14,凤诏（石虎）]
清高金茎露，正直朱丝弦。	杜甫	赠李十五丈别	直如弦	1	[[7, 8]]	[7, 8,直如弦]
为神讵比沟中断，遇赏还同爨下馀。	韩愈	题木居士二首之二	焦尾（蔡邕）	1	[[12, 13, 14]]	[12, 13, 14,焦尾（蔡邕）]
能邀五马送，自逐一星还。	刘长卿	奉陪使君西庭送淮西魏判官	五马;星使（李合）	2	[[2, 3]];[[8, 9]]	[2, 3,五马];[8, 9,星使（李合）]
才尽伤形体，病渴污官位。	杜甫	送顾八分文学适洪吉州	五色笔（张协，江淹，郭璞，丘迟）	1	[[0, 1]]	[0, 1,五色笔（张协，江淹，郭璞，丘迟）]
犬入五云音信绝，凤楼凝碧悄无声。	储嗣宗	胡山	云中鸡犬（刘安）	1	[[0, 1, 2, 3]]	[0, 1, 2, 3,云中鸡犬（刘安）]
怀沙有恨骚人往，鼓瑟无声帝子闲。	崔珏	岳阳楼晚望	鼓瑟（女英，娥皇，舜）	1	[[8, 9]]	[8, 9,鼓瑟（女英，娥皇，舜）]
乌几重重缚，鹑衣寸寸针。	杜甫	风疾舟中伏枕书怀三十六韵奉呈湖南亲友	鹑服	1	[[6, 7]]	[6, 7,鹑服]
何因浇得离肠烂，南浦东门恨不胜。	黄滔	断酒	南浦（江淹）	1	[[8, 9]]	[8, 9,南浦（江淹）]
阮公惟饮酒，陶令肯羞贫。	李颀	送乔琳	陶潜;步兵（阮籍）	2	[[6, 7]];[[3, 5]]	[6, 7,陶潜];[3, 4, 5,步兵（阮籍）]
燕然如可勒，万里愿从公。	戎昱	泾州观元戎出师	勒燕然（窦宪）	1	[[0, 2]]	[0, 1, 2,勒燕然（窦宪）]
千金笑里面，一搦掌中腰。	李百药	少年行	千金笑	1	[[0, 1, 2]]	[0, 1, 2,千金笑]
庾楼清赏处，吟彻曙钟看。	郑谷	京兆府试残月如新月	庾楼（庾亮，殷浩）	1	[[0, 1]]	[0, 1,庾楼（庾亮，殷浩）]
鹅归逸少宅，鹤满令威家。	李商隐	喜雪	令威（丁令威）;右军鹅（王羲之）	2	[[8, 9]];[[0, 1, 2, 3]]	[8, 9,令威（丁令威）];[0, 1, 2, 3,右军鹅（王羲之）]
不愧宝刀赠，维怀琼树枝。	刘长卿	别陈留诸官	琼树;佩刀（吕虔，王祥，王览）	2	[[8, 9]];[[2, 3, 4]]	[8, 9,琼树];[2, 3, 4,佩刀（吕虔，王祥，王览）]
梅真入仕提雄笔，阮瑀从军著采衣。	方干	寄台州孙从事百篇	梅福	1	[[0, 1]]	[0, 1,梅福]
终日望君休汝骑，愧无堪报起予篇。	独孤及	答李滁州见寄	起予（卜商，孔子）	2	[[12, 13, 14]]	[12, 13, 14,起予（卜商，孔子）]
嗷嗷万族中，唯农最辛苦。	白居易	夏旱		0		
金埒争开道，香车为驻轮。	司空曙	观猎骑	金埒（王济）	1	[[0, 1]]	[0, 1,金埒（王济）]
鹊语临妆镜，花飞落绣床。	权德舆	相思曲	鹊喜	1	[[0, 1]]	[0, 1,鹊喜]
行将十洲近，坐觉八极溢。	陆龟蒙	奉和袭美太湖诗二十首初入太湖	十洲	1	[[2, 3]]	[2, 3,十洲]
云山绕屋犹嫌浅，欲棹渔舟近钓台。	李郢	钱塘青山题李隐居西斋	子陵台（严光）	1	[[13, 14]]	[13, 14,子陵台（严光）]
谩费精神掉五侯，破琴孤剑是身雠。	罗隐	下第寄张坤	五侯	1	[[5, 6]]	[5, 6,五侯]
蓬莱紫气温如玉，唯予知尔阳春曲。	钱起	山中寄时校书	白雪（宋玉）	2	[[12, 13, 14]]	[12, 13, 14,白雪（宋玉）]
屡迁君擢桂，分尉我从梅。	王湾	哭补阙亡友綦母学士	梅福	1	[[10, 11]]	[10, 11,梅福]
华表柱头还有鹤，华歆名下别无龙。	黄滔	寄杨赞图学士	令威（丁令威）	1	[[0, 1, 2]]	[0, 1, 2,令威（丁令威）]
江左重诗篇，陆生名久传。凤城来已熟，羊酪不嫌膻。	刘禹锡	送陆侍御归淮南使府五韵（用年字）	千里莼（王济，陆机）	1	[[18, 19, 20, 21, 22]]	[18, 19, 20, 21, 22,千里莼（王济，陆机）]
虎帐谈高无客继，马卿官傲少人同。	罗隐	金陵寄窦尚书	相如（司马相如）	1	[[8, 9]]	[8, 9,相如（司马相如）]
幽深不让子真居，度日闲眠世事疏。	武元衡	春暮郊居寄朱舍人	谷口（郑朴）	1	[[4, 5]]	[4, 5,谷口（郑朴）]
带月轻帆疾，迎霜彩服新。	权德舆	送崔端公郎君入京觐省	老莱（老莱子）	1	[[8, 9]]	[8, 9,老莱（老莱子）]
知止惭先觉，归欤想故侯。	羊士谔	闲斋示一二道者	邵平（召平）	1	[[9, 10]]	[9, 10,邵平（召平）]
恐是潘安县，堪留卫玠车。	杜甫	花底	河阳（潘岳）;玉人（卫玠，裴楷）	2	[[2, 3, 4]];[[8, 9, 10]]	[2, 3, 4,河阳（潘岳）];[8, 9, 10,玉人（卫玠，裴楷）]
科随鹄箭频曾中，礼向侯弓以重招。	罗隐	寄渭北徐从事	鹄箭	1	[[2, 3]]	[2, 3,鹄箭]
嘶风重诉牵盐耻，伯乐何妨转眼看。	李咸用	投知	盐车（汗明，伯乐）;伯乐	2	[[4, 5]];[[8, 9]]	[4, 5,盐车（汗明，伯乐）];[8, 9,伯乐]
更闻公干病，一夜二毛新。	钱起	再得毕侍御书闻巴中卧病	公干病（刘桢）	1	[[2, 3, 4]]	[2, 3, 4,公干病（刘桢）]
终期白日青云路，休感鬓毛霜雪侵。	刘沧	长安逢友人	青云路	1	[[4, 5, 6]]	[4, 5, 6,青云路]
碧水鲈鱼思，青山鵩鸟悲。	许浑	途经李翰林墓	鲈鱼（张翰）;长沙鵩（贾谊）	2	[[2, 3]];[[8, 10]]	[2, 3,鲈鱼（张翰）];[8, 9, 10,长沙鵩（贾谊）]
愿借羲皇景，为人照覆盆。	李白	赠宣城赵太守悦	覆盆	1	[[9, 10]]	[9, 10,覆盆]
湘妃汉女出歌舞，金支翠旗光有无。	杜甫	渼陂行	湘妃（唐尧，女英，娥皇，舜，虞舜）	1	[[0, 1]]	[0, 1,湘妃（唐尧，女英，娥皇，舜，虞舜）]
联延掩四远，赫弈成洪炉。	刘禹锡	武陵观火诗	洪炉	1	[[9, 10]]	[9, 10,洪炉]
西来青鸟东飞去，愿寄一书谢麻姑。	李白	有所思	青鸟（刘彻，西王母）;麻姑	3	[[0, 1, 2, 3]];[[13, 14]]	[0, 1, 2, 3,青鸟（刘彻，西王母）];[13, 14,麻姑]
谢朓中书直，王祥别乘归。	李端	送别驾赴晋陵即舍人叔之兄	谢朓	1	[[0, 1]]	[0, 1,谢朓]
濯缨起江湖，缀佩杂兰麝。	韩愈	县斋有怀	沧浪（屈原）	1	[[0, 1]]	[0, 1,沧浪（屈原）]
金埒未登嘶若是，盐车犹驾瘦何惊。	韩琮	咏马	盐车（汗明，伯乐）;金埒（王济）	2	[[8, 9]];[[0, 1]]	[8, 9,盐车（汗明，伯乐）];[0, 1,金埒（王济）]
花下偶然吹一曲，人间因识董双成。	曹唐	小游仙诗九十八首	双成（董双成）	2	[[12, 13, 14]]	[12, 13, 14,双成（董双成）]
石崇留客醉，绿珠当座舞。	权德舆	八音诗	绿珠（石崇，绿珠）	1	[[6, 7]]	[6, 7,绿珠（石崇，绿珠）]
一顾承英达，多荣及子孙。	耿湋	奉和第五相公登鄱阳郡城西楼	一顾（伯乐，淳于髡，苏代）	1	[[0, 1]]	[0, 1,一顾（伯乐，淳于髡，苏代）]
濩落唯心在，平生有己知。	刘禹锡	罢郡归洛阳寄友人	濩落（惠子，庄子）	1	[[0, 1]]	[0, 1,濩落（惠子，庄子）]
不知山吏部，墓作石桥东。	顾况	经徐侍郎墓作	山涛	1	[[2, 3, 4]]	[2, 3, 4,山涛]
题此涕滋笔，以代投湘赋。	杜牧	李甘诗	吊屈（贾谊，屈原）	1	[[8, 9, 10]]	[8, 9, 10,吊屈（贾谊，屈原）]
莫隐深山去，君应到自嫌。	白居易	劝酒十四首 其一 不如来饮酒七首		0		
帝里诸亲别来久，岂知王粲爱樵渔。	卢纶	秋中过独孤郊居	王粲（王粲）	1	[[10, 11]]	[10, 11,王粲（王粲）]
巴曲谁堪听，秦台自有情。	刘长卿	至德三年春正月时谬蒙差摄海盐令闻王师收二京因书事寄上	白雪（宋玉）	1	[[0, 1]]	[0, 1,白雪（宋玉）]
解下佩刀无所惜，新闻天子付三刀。	姚合	裴大夫见过	刀州（王浚）	1	[[13, 14]]	[13, 14,刀州（王浚）]
仙梯难攀俗缘重，浪凭青鸟通丁宁。	韩愈	华山女	青鸟（刘彻，西王母）	1	[[10, 11]]	[10, 11,青鸟（刘彻，西王母）]
轩相推风后，周官重夏卿。	崔日用	奉和圣制送张说巡边	风后	1	[[3, 4]]	[3, 4,风后]
独向柏台为老吏，可怜林木响馀声。	崔元范	李尚书命妓歌钱有作奉酬	柏台;遏云（秦青，薛谭）	2	[[2, 3]];[[10, 12]]	[2, 3,柏台];[10, 11, 12,遏云（秦青，薛谭）]
城郭悲歌旧，池塘丽句新。	武元衡	和李中丞题故将军林亭	池塘生春草（谢惠连，谢灵运）	1	[[6, 8]]	[6, 7, 8,池塘生春草（谢惠连，谢灵运）]
今来未必非梁孟，却是无人断伯通。	陆龟蒙	和袭美咏皋桥	梁鸿（孟光，梁鸿）	1	[[5, 6]]	[5, 6,梁鸿（孟光，梁鸿）]
早晚朝宣室，归时道路光。	独孤及	奉和中书常舍人晚秋集贤院即事寄赠徐薛二侍御	宣室	1	[[3, 4]]	[3, 4,宣室]
山简醉高阳，唯闻倒接䍦。岂如公今日，馀力兼有之。	白居易	裴侍中晋公以集贤林亭即事诗三十六韵见赠猥蒙征和才拙词繁辄广为五百言以伸酬献	山简	1	[[0, 1]]	[0, 1,山简]
待看春榜来江外，名占蓬莱第几仙。	李频	即席送许曹南省兄	蓬莱	1	[[10, 11]]	[10, 11,蓬莱]
橘井旧地宅，仙山引舟航。	杜甫	入衡州	橘井（苏耽）	1	[[0, 1]]	[0, 1,橘井（苏耽）]
结阴既得地，何谢陶家时。	裴迪	辋川集二十首柳浪	五柳（陶潜）	1	[[8, 10]]	[8, 9, 10,五柳（陶潜）]
至竟朝昏谁主掌，好骑赪鲤问阳侯。	罗隐	钱塘江潮	阳侯	1	[[13, 14]]	[13, 14,阳侯]
王子白云仙去久，洛滨行路夜吹笙。	武元衡	缑山道中口号	子晋（王子乔）	1	[[13, 14]]	[13, 14,子晋（王子乔）]
上人飞锡杖，檀越施金钱。	王维	过卢四员外宅看饭僧共题七韵	飞锡	1	[[2, 3]]	[2, 3,飞锡]
谁令不解高飞去，破宅荒庭有网罗。	李频	黄雀行		0		
便拟寻溪弄花去，洞天谁更待刘郎。	薛逢	题春台观	阮郎（刘晨，阮肇）	1	[[13, 14]]	[13, 14,阮郎（刘晨，阮肇）]
无限少年非我伴，可怜清夜与谁同。	白居易	杪秋独夜		0		
若使重生太平日，也应回首哭涂穷。	秦韬玉	寄怀	途穷（阮籍）	1	[[14, 15]]	[14, 15,途穷（阮籍）]
归来华表上，应笑北邙尘。	于武陵	赠王道士	令威（丁令威）	1	[[1, 4]]	[1, 2, 3, 4,令威（丁令威）]
依然五柳在，况值百花残。	李商隐	大卤平后移家到永乐县居书怀十韵寄刘韦二前辈二公尝于此县寄居	五柳（陶潜）	1	[[2, 3]]	[2, 3,五柳（陶潜）]
缅思洪崖术，欲往沧海隔。	李白	日夕山中忽然有怀	洪崖（洪崖，郭璞）	1	[[2, 3]]	[2, 3,洪崖（洪崖，郭璞）]
幸随众宾末，得厕门馆间。	白居易	续古诗十首 其六		0		
桂枝攀尽贾家才，霄汉春风棣萼开。	李群玉	送唐侍御福建省兄	贾谊;棣萼	2	[[6, 7]];[[12, 13]]	[6, 7,贾谊];[12, 13,棣萼]
万里相逢欢复泣，凤巢西隔九重门。	李商隐	赠刘司户蕡	九重门	1	[[12, 13, 14]]	[12, 13, 14,九重门]
江调难再得，京尘徒满躬。	孟郊	送陆畅归湖州因凭题故人皎然塔陆羽坟	京洛尘	1	[[6, 7]]	[6, 7,京洛尘]
红儿若为回桃脸，岂比连催举五烽。	罗虬	比红儿诗	褒女（周幽王，褒姒）	1	[[14, 15]]	[14, 15,褒女（周幽王，褒姒）]
藁砧持玉斧，交结五陵儿。	李益	杂曲	藁砧	1	[[0, 1]]	[0, 1,藁砧]
五湖竟负他年志，百战空垂异代名。	韩偓	过临淮故里	五湖心（范蠡，勾践）	1	[[0, 2]]	[0, 1, 2,五湖心（范蠡，勾践）]
兴来下笔到奇景，瑶盘迸洒蛟人珠。	刘商	姑苏怀古送秀才下第归江南	鲛人	1	[[12, 13, 14]]	[12, 13, 14,鲛人]
服彩老莱并，侍车江革同。	孟郊	春日同韦郎中使君送邹儒立少府扶侍赴云阳	老莱（老莱子）	2	[[0, 1, 2, 3]]	[0, 1, 2, 3,老莱（老莱子）]
雪深迷郢路，云暗失阳台。	孟浩然	途次望乡	阳台（宋玉，楚襄王，瑶姬）	1	[[9, 10]]	[9, 10,阳台（宋玉，楚襄王，瑶姬）]
今日还珠守，何年执戟郎。	杜牧	春日言怀寄虢州李常侍十韵	还珠（孟尝）	1	[[2, 3]]	[2, 3,还珠（孟尝）]
南省恩深宾馆在，东山事往妓楼空。	李商隐	赠赵协律皙	东山妓（谢安）	1	[[8, 10]]	[8, 9, 10,东山妓（谢安）]
篱边老却陶潜菊，江上徒逢袁绍杯。	杜甫	秋尽	送酒（陶潜，王弘）;东篱（陶潜）	2	[[4, 6]];[[4, 5, 6]]	[4, 5, 6,送酒（陶潜，王弘）];[4, 5, 6,东篱（陶潜）]
道经今为写，不虑惜鹅群。	刘长卿	过包尊师山院	右军鹅（王羲之）	1	[[8, 9, 10]]	[8, 9, 10,右军鹅（王羲之）]
别杖留青竹，行歌蹑紫烟。	李白	奉饯高尊师如贵道士传道箓毕归北海	龙竹（费长房）	1	[[0, 1]]	[0, 1,龙竹（费长房）]
专城书素至留台，忽报张纲揽辔回。	权德舆	同陆太祝鸿渐崔法曹载华见萧侍御留后说得卫抚州报推事使张侍御却回前刺史戴员外无事喜而有作三首	专城	1	[[0, 1]]	[0, 1,专城]
人传访道沧海上，丁令王乔每往还。	任华	寄李白	令威（丁令威）;子晋（王子乔）	2	[[8, 9]];[[10, 11]]	[8, 9,令威（丁令威）];[10, 11,子晋（王子乔）]
兹焉得高趣，高步谢东山。	高铢	和太原张相公山亭怀古	东山（谢安）	1	[[9, 10]]	[9, 10,东山（谢安）]
昔年顾我长青眼，今日逢君尽白头。	许浑	赠河东虞押衙二首	青眼（阮籍）	1	[[5, 6]]	[5, 6,青眼（阮籍）]
欧冶子死千年后，精灵暗授张鸦九。	白居易	鸦九剑	欧冶子	1	[[0, 1, 2]]	[0, 1, 2,欧冶子]
燉煌耆旧鬓皓然，愿留太守更五年。	岑参	燉煌太守后庭歌		0		
不将高卧邀刘主，自吐清谈护汉储。	韦庄	寄从兄遵	苍生望（谢安）	1	[[2, 4]]	[2, 3, 4,苍生望（谢安）]
寡和真徒尔，殷忧动即来。	李商隐	江亭散席循柳路吟归官舍	白雪（宋玉）	1	[[0, 1]]	[0, 1,白雪（宋玉）]
理郡无异政，所忧在素餐。	韦应物	冬至夜寄京师诸弟兼怀崔都水	素餐	1	[[9, 10]]	[9, 10,素餐]
荆扉对麋鹿，应共尔为群。	杜甫	晓望	麋鹿群（伯夷）	1	[[3, 5]]	[3, 4, 5,麋鹿群（伯夷）]
千金岂不赠，五马空踯躅。	李彦远	采桑	五马	1	[[6, 7]]	[6, 7,五马]
贵贱交道绝，朱门叩不开。	白居易	效陶潜体诗十六首 其十四		0		
凭槛霏微松树烟，陶潜曾用道林钱。	杨巨源	题清凉寺	支公（支道林）	1	[[12, 13]]	[12, 13,支公（支道林）]
献亲冬集书，比橘复何如。	姚合	送雍陶及第归觐	怀橘（潘岳，陆绩）	1	[[6, 7]]	[6, 7,怀橘（潘岳，陆绩）]
唯有夜猿知客恨，峄阳溪路第三声。	李端	送刘侍郎	第三声	1	[[12, 13, 14]]	[12, 13, 14,第三声]
前荣后枯相翻覆，何惜馀光及棣华。	李白	豳歌行上新平长史兄粲	棣萼	1	[[13, 14]]	[13, 14,棣萼]
舟楫功须著，盐梅望匪疏。	李隆基	钱王晙巡边	盐梅（傅说，殷高宗）;济川（傅说，殷高宗）	2	[[6, 7]];[[0, 1]]	[6, 7,盐梅（傅说，殷高宗）];[0, 1,济川（傅说，殷高宗）]
如何飘梗处，又到采兰时。	李端	下第上薛侍郎	采兰	1	[[8, 9]]	[8, 9,采兰]
令弟字延陵，凤毛出天姿。	李白	感时留别从兄徐王延年从弟延陵	凤毛（王劭）	1	[[6, 7]]	[6, 7,凤毛（王劭）]
望夫登高山，化石竟不返。	李白	拟古十二首之十二	望夫	2	[[0, 1], [6, 7]]	[0, 1,望夫]; [6, 7,望夫]
从他笑轻事，独自忆庄周。	齐己	渚宫自勉二首	庄周	1	[[9, 10]]	[9, 10,庄周]
铜浑变秋节，玉律动年灰。	李元操	和从叔禄愔元日早朝	葭灰	1	[[10, 11]]	[10, 11,葭灰]
壮节初题柱，生涯独转蓬。	杜甫	投赠哥舒开府二十韵	题桥（司马相如）	1	[[3, 4]]	[3, 4,题桥（司马相如）]
抢榆念陵厉，覆篑图穹崇。	刘禹锡	送僧方及南谒柳员外	抢榆枋	1	[[0, 2]]	[0, 1, 2,抢榆枋]
三千客里宁无义，五百人中必有恩。	许浑	闻边将刘皋无辜受戮	三千客（田文，魏无忌，黄歇）	1	[[0, 1, 2]]	[0, 1, 2,三千客（田文，魏无忌，黄歇）]
巢树禽思越，嘶风马恋羌。	韦庄	和郑拾遗秋日感事一百韵	越鸟	1	[[4, 5]]	[4, 5,越鸟]
讵舍贫病域，不疲生死流。	王维	与胡居士皆病寄此诗兼示学人二首 其二		0		
种玉非求稔，烧金不为贫。	卢纶	送王尊师	种玉（杨伯雍）	1	[[0, 1]]	[0, 1,种玉（杨伯雍）]
三鸟别王母，衔书来见过。	李白	寄远十一首	王母（西王母）	1	[[3, 4]]	[3, 4,王母（西王母）]
我来登眺处，能有几閒人。	李翱	金山寺		0		
秦客何年驻，仙源此地深。	韩愈	同窦（牟）韦（执中）寻刘尊师不遇（以同寻三字为韵。愈分得寻字）	桃源（陶潜）;桃源（陶潜）	4	[[0, 1], [6, 7]];[[0, 1], [6, 7]]	[0, 1,桃源（陶潜）]; [6, 7,桃源（陶潜）];[0, 1,桃源（陶潜）]; [6, 7,桃源（陶潜）]
翠敛王孙草，荒诛宋玉茅。	罗隐	杜处士新居	王孙草	1	[[2, 3, 4]]	[2, 3, 4,王孙草]
楚踣争兕殪，秦亡角鹿愁。	李世民	冬狩	逐鹿（蒯通）	1	[[9, 10]]	[9, 10,逐鹿（蒯通）]
洪炉任铸千钧鼎，只在磻溪一缕悬。	司空图	杂题二首之一	磻溪（吕尚，周文王）	1	[[10, 11]]	[10, 11,磻溪（吕尚，周文王）]
借问高车与珠履，何如卑贱一书生。	皎然	咏史	珠履（黄歇）	1	[[5, 6]]	[5, 6,珠履（黄歇）]
莫遣桃花迷客路，千山万水访君难。	戎昱	送吉州阎使君入道二首	桃源（陶潜）	1	[[2, 5]]	[2, 3, 4, 5,桃源（陶潜）]
学稼功还弃，论边事亦沉。	卢纶	酬李端长安寓居偶咏见寄	学稼（孔子，樊迟）	1	[[0, 1]]	[0, 1,学稼（孔子，樊迟）]
杨公当此晨，省灾常旰食。	皎然	同薛员外谊久旱感怀寄兼呈上杨使君	旰食（伍奢）	1	[[9, 10]]	[9, 10,旰食（伍奢）]
家僮谙禁掖，厩马识金铃。	杜牧	分司东都寓都居履道叨承川尹刘侍郎大夫恩知上四十韵	存老马（管仲）	1	[[7, 8, 9, 10]]	[7, 8, 9, 10,存老马（管仲）]
翟回车少别，凫化舄遥驰。	宋之问	送合宫苏明府颋	双凫（王乔）	1	[[6, 8]]	[6, 7, 8,双凫（王乔）]
看著凤池相继入，都堂那肯滞关营。	丘上卿	和主司王起	凤池（荀勖）	1	[[2, 3]]	[2, 3,凤池（荀勖）]
路傍谁识郑公子，谷口应知汉逸人。	韩翃	送别郑明府	谷口（郑朴）	1	[[8, 9]]	[8, 9,谷口（郑朴）]
古县萧条秋景晚，昔年陶令亦如君。头巾漉酒临黄菊，手板支颐向白云。	雍陶	寄永乐殷尧藩明府	漉酒（陶潜）	2	[[17, 18, 19]]	[17, 18, 19,漉酒（陶潜）]
画像临仙阁，藏书入帝台。	李峤	麟	麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）	1	[[0, 2]]	[0, 1, 2,麟阁（丙吉，刘德，刘洵，张安世，杜延年，梁丘贺，萧望之，苏武，赵充国，霍光，韩增，魏相）]
子房推庙略，汉主托兵权。	钱起	奉送户部李郎中充晋国副节度出塞	子房（张良）	1	[[0, 1]]	[0, 1,子房（张良）]
刘郎马蹄疾，何处去不得。	曹邺	薄命妾	阮郎（刘晨，阮肇）	1	[[0, 1]]	[0, 1,阮郎（刘晨，阮肇）]
寒暑气均思白社，星辰位正忆皇都。	贾岛	巴兴作	白社	1	[[5, 6]]	[5, 6,白社]
高咏已劳潘岳思，醉欢惭道自车公。	张固	重阳宴东观山亭和从事卢顺之	不乐为车公（车胤）	1	[[13, 15]]	[13, 14, 15,不乐为车公（车胤）]
乘骢感遗迹，一吊清川湄。	李颀	二妃庙送裴侍御使桂阳	骢马（桓典）	1	[[0, 1]]	[0, 1,骢马（桓典）]
不矜轩冕爱林泉，许到池头一醉眠。	白居易	令狐尚书许过弊居先赠长句	轩冕	1	[[2, 3]]	[2, 3,轩冕]
人事伤蓬转，吾将守桂丛。	杜甫	自瀼西荆扉且移居东屯茅屋四首	小山（刘安，王逸）	2	[[8, 9, 10]]	[8, 9, 10,小山（刘安，王逸）]
君子识不浅，桂枝忧更多。	孟郊	送别崔寅亮下第	桂枝（郤诜）	1	[[6, 7]]	[6, 7,桂枝（郤诜）]
三春小苑游，千日中山醉。	张昌宗	少年行	千日醉（刘玄石）	1	[[8, 9, 10]]	[8, 9, 10,千日醉（刘玄石）]
妾家近隔凤凰池，粉壁纱窗杨柳垂。	崔颢	代闺人答轻薄少年	凤池（荀勖）	1	[[4, 5, 6]]	[4, 5, 6,凤池（荀勖）]
东山有归志，方接赤松游。	李德裕	奉和太原张尚书（一作相公）山亭书怀	东山（谢安）;赤松（刘邦，张良，王子乔，黄初平）	3	[[0, 1]];[[8, 9, 10]]	[0, 1,东山（谢安）];[8, 9, 10,赤松（刘邦，张良，王子乔，黄初平）]
不知王逸少，何处会群贤。	孟浩然	上巳洛中寄王九迥	逸少	1	[[3, 4]]	[3, 4,逸少]
系牒公侯裔，悬弧将相儿。	陈元光	太母魏氏半径题石	悬弧	1	[[6, 7]]	[6, 7,悬弧]
大则化龙骑，小可钓璜用。	李咸用	题友生丛竹	磻溪（吕尚，周文王）	1	[[8, 9]]	[8, 9,磻溪（吕尚，周文王）]
问津见鲁俗，怀古伤家丘。	高适	鲁西至东平	沮溺（子路，孔子，桀溺，长沮）;家丘（孔子）	2	[[0, 1]];[[9, 10]]	[0, 1,沮溺（子路，孔子，桀溺，长沮）];[9, 10,家丘（孔子）]
松菊寒香三径晚，桑榆烟景两淮秋。	牟融	沈存尚林亭夜宴	三径（求仲，羊仲，蒋诩）;桑榆	2	[[4, 5]];[[8, 9]]	[4, 5,三径（求仲，羊仲，蒋诩）];[8, 9,桑榆]
神女初离碧玉阶，彤云犹拥牡丹鞋。	范元凯	章仇公席上咏真珠姬	阳台（宋玉，楚襄王，瑶姬）	1	[[0, 1]]	[0, 1,阳台（宋玉，楚襄王，瑶姬）]
