sentence	author	title	allusion	variation_number	allusion_index
兰亭旧都讲，今日意如何。	温庭筠	赠越僧岳云（一作雪）二首	永和（王羲之）	1	[[0, 2]]
金粉为书重莫过，黄庭旧许右军多。请看今日酬恩德，何似当年为爱鹅。	景审	题所书黄庭经后（泥金正书）	右军鹅（王羲之）	1	[[8, 10]]
尚书旧用裁天诏，内史新将写道经。	柳宗元	杨尚书寄郴笔知是小生本样令更商榷使尽其功辄献长句	右军鹅（王羲之）	1	[[12, 15]]
咏雪因饶妹，书经为爱鹅。	卢纶	宴赵氏昆季书院因与会文并率尔投赠	右军鹅（王羲之）	1	[[6, 8]]
似君换得白鹅时，独凭阑干雪满池。	卢纶	赋得白鸥歌送李伯康归使	右军鹅（王羲之）	1	[[4, 6]]
阿母蟠桃香未齐，汉皇骨葬秋山碧。	张碧	惜花三首	王母桃（东方朔，汉武帝）	1	[[1, 4]]
唯应问王母，桃作几时花。	沈佺期	幸白鹿观应制	王母桃（东方朔，汉武帝）	1	[[3, 5]]
仙翁遗竹杖，王母留桃核。	刘禹锡	游桃源一百韵	王母桃（东方朔，汉武帝）	1	[[6, 8]]
紫阳宫女捧丹砂，王母令过汉帝家。	张继	上清词	王母桃（东方朔，汉武帝）	1	[[8, 10]]
仙女群中名最高，曾看王母种仙桃。	施肩吾	仙女词	王母桃（东方朔，汉武帝）	1	[[10, 13]]
王母移桃献天子，羲氏和氏迂龙辔。	李贺	河南府试十二月乐词闰月	王母桃（东方朔，汉武帝）	1	[[0, 2]]
仙人张内乐，王母献宫桃。	杜甫	千秋节有感二首	王母桃（东方朔，汉武帝）	1	[[6, 8]]
未知王母千年熟，且共刘郎一笑同。	温庭筠	反生桃花发因题	王母桃（东方朔，汉武帝）	1	[[2, 4]]
王母夭桃一度开，玉楼红粉千回变。	庄南杰	伤歌行	王母桃（东方朔，汉武帝）	1	[[0, 2]]
思量更有何堪比，王母新开一树桃。	薛能	赠韦氏歌人二首	王母桃（东方朔，汉武帝）	1	[[8, 10]]
王母摘桃海上还，感之西过聊问讯。	韦应物	汉武帝杂歌三首	王母桃（东方朔，汉武帝）	1	[[0, 2]]
终期王母摘，不羡武陵深。	韦处厚	盛山十二诗桃坞	王母桃（东方朔，汉武帝）	1	[[2, 4]]
王母欲过刘彻家，飞琼夜入云軿车。	顾况	梁广画花歌	王母桃（东方朔，汉武帝）	1	[[3, 6]]
其桃千年，始著花些。	顾况	朝上清歌	王母桃（东方朔，汉武帝）	1	[[1, 4]]
决胜无遗策，辞天便起缨。	钱起	送郑书记	长缨（终军）	1	[[10, 11]]
曾被桂树枝，寒光射林薮。	元稹	说剑	悬剑（季札，徐君）	1	[[3, 4]]
碑传门客建，剑是故人留。	崔堤	秦州薛都督挽词	悬剑（季札，徐君）	1	[[6, 7]]
徒悬一宝剑，何处访徐公。	张说	右侍郎集贤学士徐公挽词二首之一	悬剑（季札，徐君）	1	[[3, 5]]
素车犹恸哭，宝剑欲高悬。	杜甫	哭韦大夫之晋	悬剑（季札，徐君）	1	[[6, 8]]
心许留家树，辞直断佞臣。	窦群	题剑	悬剑（季札，徐君）	1	[[2, 3]]
陶令篱边菊，秋来色转佳。	公乘亿	赋得秋菊有佳色	东篱（陶潜）	1	[[0, 3]]
夕阳似照陶家菊，黄蝶无穷压故枝。	司空图	歌者十二首之十二	东篱（陶潜）	1	[[4, 6]]
清诗既名朓，金菊亦姓陶。	孟郊	秋怀	东篱（陶潜）	1	[[9, 11]]
陶诗只采黄金实，郢曲新传白雪英。	李商隐	和马郎中移白菊见示	东篱（陶潜）	1	[[4, 7]]
陶令篱边色，罗含宅里香。	李商隐	菊	东篱（陶潜）	1	[[0, 3]]
朝走安公枥上驹，暮伦陶令篱边菊。	李渤	喜淑弟再至为长歌	东篱（陶潜）	1	[[10, 13]]
更爱疏篱下，繁霜湿菊丛。	李端	夜宴虢县张明府宅逢宇文评事	东篱（陶潜）	1	[[3, 5]]
陶令门前菊，馀花可赠君。	郎士元	盩厔县郑礒宅送钱大	东篱（陶潜）	1	[[0, 2]]
故山期采菊，秋水忆观鱼。	郎士元	赠张五諲归濠州别业	东篱（陶潜）	1	[[4, 5]]
砧杵寥寥秋色长，绕枝寒鹊客情伤。	刘沧	秋日夜怀	鹊南飞（曹操）	1	[[8, 10]]
还同月下鹊，三绕未安枝。	李白	赠柳圆	鹊南飞（曹操）	1	[[6, 8]]
斗斜人更望，月细鹊休飞。	杜甫	夜二首之二	鹊南飞（曹操）	1	[[8, 9]]
白屋藩魏主，苍生期谢公。	宋之问	伤王七秘书监	苍生望（谢安）	1	[[6, 8]]
每劳苍生念，不以黄屋尊。	张九龄	奉和圣制赐诸州刺史以题座右	苍生望（谢安）	1	[[2, 4]]
谢公终一起，相与济苍生。	李白	送裴十八图南归嵩山二首之二	苍生望（谢安）	1	[[9, 11]]
汉主追韩信，苍生起谢安。	杜甫	宴王使君宅题二首之一	苍生望（谢安）	1	[[6, 8]]
犹有九华知己在，羡君高卧早回头。	杜荀鹤	献钱塘县罗著作判官	苍生望（谢安）	1	[[10, 12]]
毕世唯高卧，无人说是非。	王贞白	忆张处士	苍生望（谢安）	1	[[3, 5]]
不将高卧邀刘主，自吐清谈护汉储。	韦庄	寄从兄遵	苍生望（谢安）	1	[[2, 4]]
苍生谢安石，天子富平侯。	高适	古乐府飞龙曲留上陈左相	苍生望（谢安）	1	[[0, 2]]
借问景阳台下客，谢家谁更卧东山。	储嗣宗	春怀寄秣陵知友	苍生望（谢安）	1	[[12, 15]]
一卧东山三十春，岂知书剑老风尘。	高适	人日寄杜二拾遗	苍生望（谢安）	1	[[1, 4]]
楚冠怀钟仪，越吟比庄舄。	李白	淮南卧病书怀寄蜀中赵征君蕤	南冠（钟仪）	1	[[3, 5]]
鲍叔幸相知，田苏颇同游。	刘长卿	送裴四判官赴河西军试	管鲍（管仲，鲍叔牙）	1	[[0, 2]]
惭愧故人同鲍叔，此心江柳尚依依。	孟迟	寄浙右旧幕僚	管鲍（管仲，鲍叔牙）	1	[[5, 7]]
叔牙忧我应相痛，回首天涯寄所思。	李山甫	赴举别所知	管鲍（管仲，鲍叔牙）	1	[[0, 2]]
托意在经济，结交为弟兄。毋令管与鲍，千古独知名。	李白	读诸葛武侯传书怀赠长安崔少府叙封昆季	管鲍（管仲，鲍叔牙）	1	[[14, 15]]
昔为管将鲍，中奔吴隔秦。	李白	赠张相镐二首之一	管鲍（管仲，鲍叔牙）	1	[[2, 3]]
千载得鲍叔，末契有所及。	杜甫	送率府程录事还乡	管鲍（管仲，鲍叔牙）	1	[[3, 5]]
不以我为贪，知我家内贫。	白居易	初除户曹喜而言志	管鲍（管仲，鲍叔牙）	1	[[6, 8]]
橘怀三个去，桂折一枝将。	岑参	送滕亢擢第归苏州拜亲	怀橘（潘岳，陆绩）	1	[[0, 2]]
怀中江橘熟，倚处戟门秋。	岑参	送裴校书从大夫淄川觐亲	怀橘（潘岳，陆绩）	1	[[0, 1]]
馀橘期相及，门生有陆郎。	李端	奉和元丞侍从游南城别业	怀橘（潘岳，陆绩）	1	[[9, 11]]
归时每爱怀朱橘，戏处常闻佩紫囊。	卢纶	酬赵少尹戏示诸侄元阳等因以见赠	怀橘（潘岳，陆绩）	1	[[4, 5]]
橘怀乡梦里，书去客愁中。	钱起	同邬戴关中旅寓	怀橘（潘岳，陆绩）	1	[[0, 2]]
承颜陆郎去，携手谢娘归。	韩翃	送李舍人携家归江东觐省	怀橘（潘岳，陆绩）	1	[[2, 4]]
自非随氏掌，明月安能持。	孟郊	答友人	报恩珠（曹植）	1	[[6, 8]]
隋侯恩未报，犹有夜珠圆。	崔备	和武相公中秋锦楼玩月	报恩珠（曹植）	1	[[9, 10]]
苦摇求食尾，常曝报恩腮。	杜甫	秋日荆南述怀三十韵	报恩珠（曹植）	1	[[8, 10]]
山川去接汉江东，曾伴隋侯醉此中。	罗隐	商于驿楼东望有感	报恩珠（曹植）	1	[[10, 11]]
夜光失隋掌，骥騄伏盐车。	钱起	送沈仲	报恩珠（曹植）	1	[[3, 5]]
岂能得路陪先达，却拟还家望少微。	张蠙	言怀	少微星	1	[[13, 15]]
安用簪进贤，少微斯可必。	权德舆	星名诗	少微星	1	[[6, 8]]
清朝尽道无遗逸，当路谁曾访少微。	牟融	送沈翔	少微星	1	[[13, 15]]
中年未识从军乐，虚近三茅望少微。	许浑	祗命许昌自郊居移就公馆秋日寄茅山高拾遗	少微星	1	[[13, 15]]
恶嚣慕嘉遁，几夜瞻少微。	钱起	天门谷题孙逸人石壁	少微星	1	[[9, 11]]
他日相思处，天边望少微。	陈润	送骆征君	少微星	1	[[9, 11]]
子云应寂寞，公叔为吹嘘。	张九龄	初发道中赠王司马兼寄诸公	扬雄宅（扬雄）	1	[[0, 2]]
朝忆相如台，夜梦子云宅。	李白	淮南卧病书怀寄蜀中赵征君蕤	扬雄宅（扬雄）	1	[[8, 10]]
寂寂寥寥扬子居，年年岁岁一床书。	卢照邻	长安古意	扬雄宅（扬雄）	1	[[4, 6]]
谢公楼上晚花盛，杨子宅前春草深。	许浑	寄阳陵处士（一作寄昭亭杨处士。一作寄陵阳元处士）	扬雄宅（扬雄）	1	[[9, 11]]
烟深杨子宅，云断越王台。	许浑	王秀才自越见寻（一作访）不遇题诗而回因以酬寄	扬雄宅（扬雄）	1	[[3, 5]]
目极魂断望不见，猿啼三声泪沾衣。	孟郊	巫山曲	第三声	1	[[10, 12]]
猿鸣孤月夜，再使泪沾裳。	张说	和朱使欣道峡似巫山之作	第三声	1	[[8, 11]]
画人心到啼猿破，欲作三声出树难。	徐凝	观钓台画图	第三声	1	[[10, 12]]
猿叫三声断，江流一水通。	戴叔伦	次下牢韵	第三声	1	[[2, 5]]
相思岭上相思泪，不到三声合断肠。	常建	岭猿	第三声	1	[[10, 12]]
三声欲断疑肠断，饶是少年今白头。	杜牧	猿	第三声	1	[[0, 2]]
听猿实下三声泪，奉使虚随八月槎。	杜甫	秋兴八首	第三声	1	[[4, 7]]
不及巴山听猿夜，三声中有不愁声。	杜荀鹤	秋夜闻砧	第三声	1	[[8, 10]]
入耳便能生百恨，断肠何必待三声。	韦庄	黄滕山下闻猿	第三声	1	[[13, 15]]
悲鸣五里无人问，肠断三声谁为续。	骆宾王	艳情代郭氏答卢照邻	第三声	1	[[9, 12]]
十年紫竹溪南住，迹同玄豹依深雾。	刘言史	葛巾歌（贝州漳南县赠杨炯𤏐）	豹隐（陶答子，陶荅子妻）	1	[[10, 12]]
遥知玄豹在深处，下笑羁绊泥涂间。	柳宗元	雨中赠仙人山贾山人（即贾鹏也）	豹隐（陶答子，陶荅子妻）	1	[[2, 4]]
势惬宗萧相，材非一范雎。	杜甫	秋日荆南送石首薛明府辞满告奉寄薛尚书颂德怀斐然之作三十韵	酂侯（刘邦，萧何）	1	[[3, 5]]
白发今非老，青云数有奇。	李嘉祐	故吏部郎中赠给事中韦公挽歌二首之一	未封侯（李广）	1	[[8, 9]]
江山非久适，命数未终奇。	李频	送于生入蜀	未封侯（李广）	1	[[8, 9]]
诸将封侯尽，论功独不成。	卢象	杂诗二首	未封侯（李广）	1	[[2, 4]]
李将军自嘉声在，不得封侯亦自闲。	罗隐	韦公子	未封侯（李广）	1	[[10, 12]]
贡喜音容间，冯招病疾缠。	杜甫	哭韦大夫之晋	弹冠（王吉，贡禹）	1	[[0, 1]]
须把头冠弹尽日，怜君不与故人疏。	黄滔	翁文尧员外捧金紫还乡之命雅发篇章将原交情远为嘉贶	弹冠（王吉，贡禹）	1	[[3, 5]]
赋料扬雄敌，诗看子建亲。	杜甫	奉赠韦左丞丈二十二韵（韦济。天宝七载为河南尹。迁尚书左丞。）	子云（扬雄）	1	[[2, 4]]
潘岳叙年因鬓发，扬雄托谏在文章。	卢纶	和王员外冬夜寓直	子云（扬雄）	1	[[8, 10]]
看取年年金榜上，几人才气似扬雄。	郑谷	赠杨夔二首	子云（扬雄）	1	[[13, 15]]
终日路岐归未得，秋来空羡雁成行。	刘沧	怀汶阳兄弟	雁行	1	[[12, 13]]
也知人惜别，终美雁成行。	戎昱	送王端公之太原归觐相公	雁行	1	[[8, 9]]
半岭残阳衔树落，一行斜雁向人来。	李群玉	九日	雁行	1	[[11, 12]]
不如天边雁，南北皆成行。	李群玉	自澧浦东游江表途出巴丘投员外从公虞	雁行	1	[[4, 5]]
南望仍垂泪，天边雁一行。	杜牧	寄兄弟	雁行	1	[[8, 9]]
断云无定处，归雁不成行。	权德舆	和河南罗主簿送校书兄归江南	雁行	1	[[7, 8]]
鸾从阙下虽辞侣，雁到江都却续行。	章碣	赠婺州苏员外	雁行	1	[[8, 9]]
讵知韩长孺，无复重然灰。	袁朗	和洗掾登城南坂望京邑	寒灰（韩安国）	1	[[9, 11]]
芳桂君应折，沉灰我不然。	顾况	送韦秀才赴举	寒灰（韩安国）	1	[[9, 11]]
使君自有妇，莫学野鸳鸯。	杜甫	数陪李梓州泛江有女乐在诸舫戏为艳曲二首赠李	罗敷	1	[[0, 2]]
东方千马骑，出望使君时。	韩翃	赠郓州马使君	罗敷	1	[[0, 3]]
榼小非由榼，星朗是酒星。	李益	答窦二曹长留酒还榼	星郎	1	[[6, 7]]
绰绰夫君，是膺柱下。	元希声	赠皇甫侍御赴都八首	柱史（张苍）	1	[[7, 9]]
柱下闻周史，书中慰越吟。	张谓	寄李侍御	柱史（张苍）	1	[[0, 2]]
他日云壑间，来寻幽居士。	李群玉	饭僧	庞公	1	[[9, 11]]
为于耆旧内，试觅姓庞人。	杜甫	赠别郑炼赴襄阳	庞公	1	[[9, 10]]
五岳追向子，三湘吊屈平。	孟浩然	经七里滩	尚平（向长）	1	[[3, 5]]
击筑饮美酒，剑歌易水湄。	李白	少年行二首	易水寒（聂政，荆轲，燕丹）	1	[[7, 10]]
武安有振瓦，易水无寒歌。	李白	发白马	易水寒（聂政，荆轲，燕丹）	1	[[6, 8]]
歌酣易水动，鼓震丛台倾。	李白	自广平乘醉走马六十里至邯郸登城楼览古书怀	易水寒（聂政，荆轲，燕丹）	1	[[2, 4]]
击筑向北燕，燕歌易水滨。	李白	鲁邵尧祠送张十四游河北	易水寒（聂政，荆轲，燕丹）	1	[[7, 10]]
如何易水上，未歌先泪垂。	贾岛	壮士吟	易水寒（聂政，荆轲，燕丹）	1	[[2, 4]]
客似秦川上，歌疑易水滨。	骆宾王	西行别东台详正学士	易水寒（聂政，荆轲，燕丹）	1	[[8, 10]]
徒歌易水客，空老渭川人。	骆宾王	咏怀古意上裴侍郎	易水寒（聂政，荆轲，燕丹）	1	[[1, 4]]
心知报恩处，对酒歌易水。	鲍溶	壮士行	易水寒（聂政，荆轲，燕丹）	1	[[8, 11]]
燕歌易水怨，剑舞蛟龙腥。	鲍溶	秋思三首	易水寒（聂政，荆轲，燕丹）	1	[[1, 4]]
翻嫌易水上，细碎动离魂。	齐己	剑客	易水寒（聂政，荆轲，燕丹）	1	[[2, 4]]
献凯多惭霍，论封几谢班。	骆宾王	在军中赠先还知己	定远（班超）	1	[[10, 11]]
气劲三河卒，功全万户侯。	皇甫冉	送郑判官赴徐州	定远（班超）	1	[[8, 9]]
归时自负花前醉，笑向鲦鱼问乐无。	独孤及	垂花坞醉后戏题	濠梁（惠施，庄子）	1	[[11, 12]]
风吹一片叶，万物已惊秋。	杜牧	早秋客舍	一叶	1	[[9, 11]]
风吹一片叶，万物已惊秋。	杜牧	早秋客舍	一叶	1	[[9, 11]]
草堂窗底漉春醅，山寺门前逢暮雨。	刘言史	葛巾歌	漉酒（陶潜）	1	[[4, 6]]
将正陶令巾，又盖姜肱被。	吴融	祝风三十二韵	漉酒（陶潜）	1	[[2, 4]]
头巾何所直，且漉瓮头糟。	姚合	秋日书事寄秘书窦少监	漉酒（陶潜）	1	[[7, 8]]
且须共漉边城酒，何必陶家有白纶。	李频	和友人下第北游感怀	漉酒（陶潜）	1	[[3, 4]]
西方知有社，未得与师还。	崔子向张署归登	送惟详律师自越之义兴	西方社（慧远，宗炳）	1	[[0, 2]]
如今再结林中社，可羡当年会里人。	李涉	游西林寺	西方社（慧远，宗炳）	1	[[4, 6]]
青楼邻里妇，终年画长眉。自倚对良匹，笑妾空罗帏。	于濆	古别离	画眉（张敞）	1	[[8, 9]]
新人应笑此，何如画蛾眉。	刘驾	弃妇	画眉（张敞）	1	[[8, 9]]
张尹将眉学，班姬取扇俦。	宋之问	望月有怀	画眉（张敞）	1	[[0, 2]]
梳洗凭张敞，乘骑笑稚恭。	李商隐	垂柳	画眉（张敞）	1	[[3, 5]]
遥想双眉待人画，行看五马送潮归。	李嘉祐	送郑正则汉阳迎妇	画眉（张敞）	1	[[2, 4]]
歌舞初承恩宠时，六宫学妾画蛾眉。	段成式	汉宫词二首	画眉（张敞）	1	[[12, 13]]
蓬莱才子即萧郎，彩服青书卜凤皇。	李群玉	送萧十二校书赴郢州婚姻	蓬山	1	[[0, 2]]
羽翼商山起，蓬莱汉阁连。	杜甫	秋日夔府咏怀奉寄郑监李宾客一百韵	蓬山	1	[[6, 8]]
双阙薄烟笼菡萏，九成初日照蓬莱。	杨巨源	早朝	蓬山	1	[[13, 15]]
甲乙科攀桂，图书阁践蓬。	武元衡	长安秋夜怀陈京昆季	蓬山	1	[[10, 11]]
蓬莱时入梦，知子忆贫交。	钱起	东皋早春寄郎四校书	蓬山	1	[[0, 2]]
褒德符新换，怀仁道并遮。	柳宗元	同刘二十八院长述旧言怀感时书事奉寄澧州张员外使君五十二韵之作因其韵增至八十通赠二君子	借寇（寇恂）	1	[[10, 11]]
野老竞遮官道拜，沙鸥遥避隼旟飞。	罗珦	行县至浮查山寺	借寇（寇恂）	1	[[3, 4]]
网已袪三面，歌因守四方。	常衮	奉和圣制麟德殿燕百僚应制	解网（汤）	1	[[2, 5]]
旌旗四望合，罝罗一面求。	李世民	冬狩	解网（汤）	1	[[7, 10]]
舜韶同舞日，汤祝尽飞时。	苏颋	扈从凤泉和崔黄门喜恩旨解严罢围之作	解网（汤）	1	[[6, 8]]
涸鳞去辙还游海，幽禽释网便翔空。	骆宾王	畴昔篇	解网（汤）	1	[[11, 12]]
清文动哀玉，见道发新硎。	杜甫	奉酬薛十二丈判官见赠	无全牛（庖丁）	1	[[6, 7]]
掘剑知埋狱，提刀见发硎。	杜甫	秦州见敕（一作除）目薛三璩（一作据）授司议郎毕四曜除监察与二子有故远喜迁官兼述索居凡三十韵	无全牛（庖丁）	1	[[7, 8]]
畴昔切玉刃，应如新发硎。	独孤及	代书寄上裴六冀刘二颍	无全牛（庖丁）	1	[[4, 5]]
盘根傥相值，试用发硎刀。	独孤及	送虢州王录事之任	无全牛（庖丁）	1	[[10, 11]]
雅论冰生水，雄材刃发硎。	窦庠	酬韩愈侍郎登岳阳楼见赠（时子权知岳州事）	无全牛（庖丁）	1	[[8, 9]]
昆池明月满，合浦夜光回。	李峤	珠	还珠（孟尝）	1	[[6, 8]]
合浦无明珠，龙洲无木奴。	李贺	感讽五首	还珠（孟尝）	1	[[0, 2]]
不是灵蛇吐，非缘合浦还。	独孤绶	投珠于泉	还珠（孟尝）	1	[[8, 11]]
明珠归合浦，应逐使臣星。	王维	送邢桂州	还珠（孟尝）	1	[[3, 5]]
合浦当还日，恩威信已敷。	莫宣卿	赋得水怀珠	还珠（孟尝）	1	[[0, 2]]
老少悲颜驷，盈虚悟翟公。	王适	蜀中言怀	雀罗（翟公）	1	[[9, 11]]
只应汉武金盘上，泻得珊珊白露珠。	韦庄	白樱桃	金掌（汉武帝）	1	[[4, 6]]
恨乏平戎策，惭登拜将坛。	高骈	言怀	登坛（刘邦，萧何，韩信）	1	[[9, 11]]
惯识江南春早处，长惊蓟北梦回时。谢家园里成吟久，只欠池塘一句诗。	吴融	莺	池塘生春草（谢惠连，谢灵运）	1	[[26, 28]]
随梦入池塘，无心在金谷。	唐彦谦	春草	池塘生春草（谢惠连，谢灵运）	1	[[3, 5]]
秪应宵梦里，诗兴属池塘。	严维	送舍弟	池塘生春草（谢惠连，谢灵运）	1	[[9, 11]]
宋玉谩誇云雨会，谢连宁许梦魂通。	李咸用	和友人喜相遇十首之二	池塘生春草（谢惠连，谢灵运）	1	[[12, 13]]
昨梦见惠连，朝吟谢公诗。东风引碧草，不觉生华池。	李白	书情寄从弟邠州长史昭	池塘生春草（谢惠连，谢灵运）	1	[[3, 5]]
谢公池塘上，春草飒已生。	李白	游谢氏山亭	池塘生春草（谢惠连，谢灵运）	1	[[2, 4]]
诗应有神助，吾得及春游。	杜甫	游修觉寺	池塘生春草（谢惠连，谢灵运）	1	[[2, 5]]
如何北楼望，不得共池塘。	武元衡	八月十五酬从兄常望月有怀	池塘生春草（谢惠连，谢灵运）	1	[[9, 11]]
城郭悲歌旧，池塘丽句新。	武元衡	和李中丞题故将军林亭	池塘生春草（谢惠连，谢灵运）	1	[[6, 8]]
靡草知节换，含葩向新阳。不嫌三径深，为我生池塘。	独孤及	山中春思	池塘生春草（谢惠连，谢灵运）	1	[[21, 23]]
天意资厚养，贤人肯相违。	孟郊	立德新居	中圣（徐邈）	1	[[6, 8]]
莳药闲庭延国老，开樽虚室值贤人。	柳宗元	从崔中丞过卢少尹郊居	中圣（徐邈）	1	[[13, 15]]
泛菊贤人至，烧丹姹女飞。	权德舆	晚秋陪崔阁老张秘监阁老苗考功同游昊天观时杨阁老新直未满以诗见寄斐然酬和有愧芜音	中圣（徐邈）	1	[[2, 4]]
唯将酒作圣，不厌谷名愚。	权德舆	过隐者湖上所居	中圣（徐邈）	1	[[4, 5]]
美禄与贤人，相逢自可亲。	权德舆	醉后	中圣（徐邈）	1	[[3, 5]]
莱子真为少，相如未免穷。	孟郊	赠转运陆中丞	当垆（卓文君，司马相如）	1	[[6, 8]]
卜肆至今多寂寞，酒垆从古擅风流。	李商隐	送崔珏往西川	当垆（卓文君，司马相如）	1	[[8, 10]]
唯见相如宅，蓬门度岁华。	皇甫冉	长安路	当垆（卓文君，司马相如）	1	[[2, 4]]
酒醲花一树，何暇卓文君。	许浑	春醉	当垆（卓文君，司马相如）	1	[[6, 11]]
白日闲吟为道侣，青山遥指是生涯。	刘沧	晚春宿僧院	白社	1	[[0, 1]]
璧从全赵去，鹏自北溟抟。	刘长卿	瓜洲驿奉钱张侍御公拜膳部郎中却复宪台充贺兰大夫留后使之岭南时侍御先在淮南幕府	连城（秦昭王，蔺相如）	1	[[2, 4]]
秦欺赵氏璧，却入邯郸宫。	李白	将游衡岳过汉阳双松亭留别族弟浮屠谈皓	连城（秦昭王，蔺相如）	1	[[8, 10]]
玉尘销欲尽，穷巷起袁安。	姚康	礼部试早春残雪	卧袁安（袁安）	1	[[9, 11]]
红楼知有酒，谁肯学袁安。	无可	雪	卧袁安（袁安）	1	[[9, 11]]
借问袁安舍，翛然尚闭关。	王维	冬晚对雪忆胡居士家	卧袁安（袁安）	1	[[2, 4]]
袁公方卧雪，尺素及柴荆。	皇甫曾	酬郑侍御秋夜见寄	卧袁安（袁安）	1	[[3, 5]]
全吴缥瓦十万户，惟君与我如袁安。	皮日休	奉和鲁望早春雪中作吴体见寄	卧袁安（袁安）	1	[[13, 15]]
已闻三径好，犹可访袁安。	裴虔馀	早春残雪	卧袁安（袁安）	1	[[9, 11]]
三年婴酒渴，高卧似袁安。	许浑	病中二首	卧袁安（袁安）	1	[[6, 8]]
红楼知有酒，谁肯学袁安。	许浑	看雪	卧袁安（袁安）	1	[[9, 11]]
挂缨守贫贱，积雪卧郊园。	韦应物	奉酬处士叔见示	卧袁安（袁安）	1	[[6, 9]]
无为掩扉卧，独守袁生辙。	韦应物	对雪赠徐秀才	卧袁安（袁安）	1	[[8, 10]]
履敝行偏冷，门扃卧更羸。	韩愈	喜雪献裴尚书	卧袁安（袁安）	1	[[6, 7]]
惠连发清兴，袁安念高卧。	高适	苦雪四首	卧袁安（袁安）	1	[[9, 11]]
看毕初为局，归逢几世孙。	耿湋	仙山行	烂柯（王质）	1	[[0, 1]]
新秋爱月愁多雨，古观逢仙看尽棋。	贾岛	欲游嵩岳留别李少尹益	烂柯（王质）	1	[[10, 12]]
屈平君莫吊，肠断洞庭波。	刘长卿	同姜浚题裴式微余干东斋	吊屈（贾谊，屈原）	1	[[4, 5]]
更怜湘水赋，还是洛阳才。	张九龄	酬王六霁后书怀见示	吊屈（贾谊，屈原）	1	[[2, 3]]
赋怀湘浦吊，碑想汉川沉。	张九龄	陪王司马登薛公逍遥台	吊屈（贾谊，屈原）	1	[[4, 5]]
薄宦梗犹泛，故园芜已平。	李商隐	蝉	泛梗（苏秦）	1	[[2, 3]]
生类梗萍泛，悲无金石坚。	贾岛	洛阳道中寄弟	泛梗（苏秦）	1	[[2, 4]]
浅忆觞堪泛，深思杖可投。	吴融	御沟十六韵	龙竹（费长房）	1	[[10, 11]]
别易会难君且住，莫交青竹化为龙。	施肩吾	遇李山人	龙竹（费长房）	1	[[11, 13]]
尔之生也甚正直，慎勿见水踊跃学变化为龙。	杜甫	桃竹杖引赠章留后	龙竹（费长房）	1	[[15, 17]]
白银双阙恋，青竹一龙骑。	綦毋诚	同韦夏卿送顾况归茅山	龙竹（费长房）	1	[[9, 10]]
仙杖正惊龙化，美实当随凤熟。	韦式	一字至七字诗竹	龙竹（费长房）	1	[[4, 6]]
葛水雾中龙乍变，缑山烟外鹤初飞。	韦庄	放榜日作	龙竹（费长房）	1	[[0, 2]]
高价人争重，行当早着鞭。	高适	河西送李十七	著鞭（祖逖）	1	[[10, 11]]
亦是封侯地，期君早着鞭。	高适	独孤判官部送兵	著鞭（祖逖）	1	[[10, 11]]
方知乐彦辅，自有鉴人才。	李峤	鉴	披云（乐广，卫瓘）	1	[[2, 3]]
每逢群盗息，或遇云雾披。	白居易	寄唐生	披云（乐广，卫瓘）	1	[[8, 10]]
王珣作簿公曾喜，刘表为邦客尽依。	许浑	陪宣城大夫崔公泛后池兼北楼宴二首	依刘（王粲，刘表）	1	[[8, 10]]
奇峰一见惊魂魄，意想洪垆始开辟。	刘禹锡	九华山歌	洪炉	1	[[10, 11]]
洪垆作高山，元气鼓其橐。	刘禹锡	华山歌	洪炉	1	[[0, 1]]
谁能假羽翼，直上言红炉。	吴融	平望蚊子二十六韵	洪炉	1	[[10, 11]]
火入天地垆，南方正何剧。	杨巨源	夏日苦热同长孙主簿过仁寿寺纳凉	洪炉	1	[[2, 4]]
须知天地为炉意，尽取黄金铸作波。	裴夷直	同乐天中秋夜洛河玩月二首	洪炉	1	[[2, 4]]
壅应边尽北，填合海无东。	吴融	雪十韵	精卫	1	[[6, 7]]
三月唯残一日春，玉山倾倒白鸥驯。	令狐楚	三月晦日会李员外座中频以老大不醉见讥因有此赠	玉山颓（嵇康）	1	[[8, 10]]
玉山那惜醉，金谷已无春。	李端	送黎少府赴阳翟	玉山颓（嵇康）	1	[[0, 2]]
公卿共惜取，莫遣玉山崩。	卢仝	常州孟谏议座上闻韩员外职方贬国子博士有感五首	玉山颓（嵇康）	1	[[8, 10]]
早称眉最白，何事绶仍黄。	严维	送舍弟	黄绶	1	[[10, 11]]
仰视骢花白，多惭绶色黄。	钱起	清泥驿迎献王侍御	黄绶	1	[[10, 11]]
侏儒应共饱，渔父忌偏醒。	杜甫	秦州见敕目薛三璩授司议郎毕四曜除监察与二子有故远喜迁官兼述索居凡三十韵	独醒（屈原）	1	[[10, 11]]
世人只向簪裾老，芳草空馀麋鹿闲。	令狐楚	赋山	麋鹿群（伯夷）	1	[[12, 14]]
烟霄惭暮齿，麋鹿愧初心。	吴融	和杨侍郎	麋鹿群（伯夷）	1	[[6, 8]]
然后恣逍遥，独往群麋鹿。	吴融	绵竹山西四十韵	麋鹿群（伯夷）	1	[[8, 11]]
自量麋鹿分，只合在山林。	崔道融	元日有题	麋鹿群（伯夷）	1	[[2, 4]]
