sentence	allusion	variation_number	allusion_index	transformed_allusion
管弦喧夜景，灯烛掩寒蟾。	蟾蜍	1	[[9, 10]]	[9, 10, 蟾蜍]
月姊曾逢下彩蟾，倾城消息隔重帘。	蟾蜍	1	[[5, 6]]	[5, 6, 蟾蜍]
三五彩蟾明夜是，屈曲栏干，断肠千里。	蟾蜍	1	[[2, 3]]	[2, 3, 蟾蜍]
朝看桂蟾晚，夜闻鸿雁度。鸿度何时还?桂晚不同攀。	蟾蜍	1	[[2, 3]]	[2, 3, 蟾蜍]
海上琼蟾浴已过，天边玉蓂叶还多。	蟾蜍	1	[[2, 3]]	[2, 3, 蟾蜍]
三五明月满，四五蟾兔缺。	蟾蜍	1	[[8, 9]]	[8, 9, 蟾蜍]
出门聊一望，蟾桂向人斜。	蟾蜍	1	[[6, 7]]	[6, 7, 蟾蜍]
凭阑挥手问世俗，何人得到蟾蜍宫?	蟾蜍	1	[[12, 14]]	[12, 13, 14, 蟾蜍]
应是蟾宫别有情，每逢秋半倍澄清。	蟾蜍	1	[[2, 3]]	[2, 3, 蟾蜍]
岁月易推迁，倏尔经年，又是秋之半，蟾宫几缺圆。	蟾蜍	1	[[17, 18]]	[17, 18, 蟾蜍]
已为蟾阙彦，仍就鹄山居。	蟾蜍	1	[[2, 3]]	[2, 3, 蟾蜍]
禁漏声稀蟾魄冷，纱厨筠簟波光净。	蟾蜍	1	[[4, 5]]	[4, 5, 蟾蜍]
吁辜赊盖幕，照覆隔蟾踆。	蟾蜍	1	[[9, 10]]	[9, 10, 蟾蜍]
蟾轮何事色合微，赚得佳人出绣帏。	蟾蜍	1	[[0, 1]]	[0, 1, 蟾蜍]
无云世界秋三五，共看蟾盘上海涯。	蟾蜍	1	[[10, 11]]	[10, 11, 蟾蜍]
蟾逃兔遁漠无踪，璧陨珠沉一何疾!	蟾蜍	1	[[0, 3]]	[0, 1, 2, 3, 蟾蜍]
风流推宋玉，更有乌衣门第旧琅琊。珠帘碧月，宾徒盛，多少繁华。	乌衣门第	1	[[8, 11]]	[8, 9, 10, 11, 乌衣门第]
德也狂生耳，偶然间缁尘京国，乌衣门第。	乌衣门第	1	[[14, 17]]	[14, 15, 16, 17, 乌衣门第]
绛帐恩如昨，乌衣事莫寻。诸生空会葬，旧掾已华簪。	乌衣门第	1	[[6, 8]]	[6, 7, 8, 乌衣门第]
闹端阳，正纷纭，水阁含春，便有那乌衣子弟伴红裙。	乌衣门第	1	[[16, 19]]	[16, 17, 18, 19, 乌衣门第]
朱雀桥边野草花，乌衣巷口夕阳斜。旧时王谢堂前燕，飞入寻常百姓家。	乌衣门第	1	[[8, 10]]	[8, 9, 10, 乌衣门第]
乌衣巷口青芜路，认依稀、王谢旧邻里。	乌衣门第	1	[[0, 2]]	[0, 1, 2, 乌衣门第]
乌巷招邀谢墅中，紫囊香佩更临风。	乌衣门第	1	[[0, 1]]	[0, 1, 乌衣门第]
寂寞古豪华，乌衣日又斜。说兴亡、燕入谁家?	乌衣门第	1	[[6, 7]]	[6, 7, 乌衣门第]
邂逅山翁行乐处，何似乌衣旧里。叹芳草、舞台歌地。百岁光阴如梦断，算古今、兴废都如此。	乌衣门第	1	[[10, 13]]	[10, 11, 12, 13, 乌衣门第]
乌衣旧宅犹能认，粉竹金松一两枝。	乌衣门第	1	[[0, 3]]	[0, 1, 2, 3, 乌衣门第]
甲族向来多不居宪台，王氏以分枝居乌衣者，位官微减。僧虔为此官，乃曰：‘此是乌衣诸郎坐处，我亦可试为耳。’	乌衣门第	1	[[37, 40]]	[37, 38, 39, 40, 乌衣门第]
王谢诸名族住此(指乌衣巷)，时谓其子弟为乌衣诸郎。	乌衣门第	1	[[20, 23]]	[20, 21, 22, 23, 乌衣门第]
王谢乌衣六代同，名家龙虎盛江东。	乌衣门第	1	[[0, 3]]	[0, 1, 2, 3, 乌衣门第]
君不见，王亭谢馆，冷烟寒树啼乌。	乌衣门第	1	[[4, 7]]	[4, 5, 6, 7, 乌衣门第]
春秋但记往来路，兴废已非王谢家。	乌衣门第	1	[[12, 14]]	[12, 13, 14, 乌衣门第]
门第乌衣笑王谢，文章蝉噪薄梁陈。	乌衣门第	1	[[0, 3]]	[0, 1, 2, 3, 乌衣门第]
乌衣宴会，远追王谢高躅。	乌衣门第	1	[[0, 3]]	[0, 1, 2, 3, 乌衣门第]
介性高简，少交游，惟与族兄琛、从兄眎素及洽、从弟淑等文酒赏会，时人以比谢氏乌衣之游。	乌衣门第	1	[[37, 40]]	[37, 38, 39, 40, 乌衣门第]
乌衣之游，惟余最密;青青子衿，劳思何极!	乌衣门第	1	[[0, 3]]	[0, 1, 2, 3, 乌衣门第]
虞歌诀别知亡楚，燕酒初酣待报秦。	虞歌诀别	1	[[0, 3]]	[0, 1, 2, 3, 虞歌诀别]
是以楼中对酒，而绿珠前去;帐里悲歌，而虞姬永别。	虞歌诀别	1	[[19, 22]]	[19, 20, 21, 22, 虞歌诀别]
当时夜闻楚歌，叹乌骓不逝，恨满山河。	虞歌诀别	1	[[8, 11]]	[8, 9, 10, 11, 虞歌诀别]
王霸业成破釜日，英雄泪尽别骓时。	虞歌诀别	1	[[12, 13]]	[12, 13, 虞歌诀别]
到今吞岸涛声壮，呜咽如闻垓下歌。	虞歌诀别	1	[[12, 14]]	[12, 13, 14, 虞歌诀别]
时时常歌拔山曲，醉倒聊慰穷途艰。	虞歌诀别	1	[[4, 6]]	[4, 5, 6, 虞歌诀别]
谁言气盖世，晨起帐中歌。	虞歌诀别	1	[[8, 10]]	[8, 9, 10, 虞歌诀别]
楚歌一夜四面发，泣别虞姬歌数阕。	虞歌诀别	1	[[8, 11]]	[8, 9, 10, 11, 虞歌诀别]
若乃项王虎斗，白日争辉。拔山力尽，盖世心违。	虞歌诀别	1	[[17, 20]]	[17, 18, 19, 20, 虞歌诀别]
这些同志如果不改，最后要垮台的。不是有一出戏叫《霸王别姬》吗?这些同志如果总是不改，难免有一天要‘别姬’就是了。	虞歌诀别	1	[[24, 27]]	[24, 25, 26, 27, 虞歌诀别]
度关形未改，过隙影难追。念倍燕来骏，情深项别骓。	虞歌诀别	1	[[20, 22]]	[20, 21, 22, 虞歌诀别]
项籍顾骓犹解叹，乐天别骆岂无情?	虞歌诀别	1	[[0, 3]]	[0, 1, 2, 3, 虞歌诀别]
武王得兵钤，谋东观，白鱼入舟，俯取以燎。	白鱼入舟	1	[[10, 13]]	[10, 11, 12, 13, 白鱼入舟]
盖六鶂退飞，逆也;白鱼登舟，顺也。	白鱼入舟	1	[[9, 12]]	[9, 10, 11, 12, 白鱼入舟]
周王伐纣，遇乌鱼之瑞。	白鱼入舟	1	[[6, 9]]	[6, 7, 8, 9, 白鱼入舟]
火者阳也，乌有孝名。武王卒父业，故乌瑞臻。	白鱼入舟	1	[[17, 18]]	[17, 18, 白鱼入舟]
尧、舜、禹、汤、文、武，皆以正德为受命之符，至于陈大电、大虹、巨迹、白狼、流火之乌，皆诡谲阔淡，甚可羞也。’所言大概如此。	白鱼入舟	1	[[37, 40]]	[37, 38, 39, 40, 白鱼入舟]
火乌日暗崩腾云，秦王虎视苍生群。	白鱼入舟	1	[[0, 1]]	[0, 1, 白鱼入舟]
焚鱼斩蛇，异功同符，岂非精灵之感哉!	白鱼入舟	1	[[0, 1]]	[0, 1, 白鱼入舟]
夫凤麟之来，与白鱼赤乌之至无以异也。	白鱼入舟	1	[[7, 10]]	[7, 8, 9, 10, 白鱼入舟]
白鱼赤乌之符，黄金紫玉之瑞。	白鱼入舟	1	[[0, 3]]	[0, 1, 2, 3, 白鱼入舟]
命旅致屯云之应，登坛有降火之祥。	白鱼入舟	1	[[11, 12]]	[11, 12, 白鱼入舟]
马驰未觉西南远，乌哺何辞日夜飞?	乌哺	1	[[8, 9]]	[8, 9, 乌哺]
尽乌鸟之至情，竭欢敬于膝下。	乌哺	1	[[1, 2]]	[1, 2, 乌哺]
斜日催乌鸟，清江照彩衣。	乌哺	1	[[3, 4]]	[3, 4, 乌哺]
臣密今年四十有四，祖母刘今年九十有六，是臣尽节于陛下之日长，报刘之日短也。乌鸟私情，愿乞终养。	乌哺	1	[[37, 40]]	[37, 38, 39, 40, 乌哺]
臣一念乌鸟私情，若非圣慈曲体，何由得遂?	乌哺	1	[[3, 6]]	[3, 4, 5, 6, 乌哺]
只馀六载循陔处，稍慰乌私一片情。	乌哺	1	[[10, 11]]	[10, 11, 乌哺]
顾臣昔者急切求归，只欲遂乌鸟私亲之念。	乌哺	1	[[12, 15]]	[12, 13, 14, 15, 乌哺]
雏既壮而能飞兮，乃衔食而反哺。	乌哺	1	[[12, 13]]	[12, 13, 乌哺]
嗷嗷臣乌，其子反哺。	乌哺	1	[[7, 8]]	[7, 8, 乌哺]
奴便与系书胡雁，怎教驸马不报慈乌?	乌哺	1	[[14, 15]]	[14, 15, 乌哺]
帘户每宜通乳燕，儿童莫信打慈鸦。	乌哺	1	[[13, 14]]	[13, 14, 乌哺]
江夏千年有故家，至今乔木哺慈鸦。	乌哺	1	[[13, 14]]	[13, 14, 乌哺]
不然应是，洞庭张乐，湘灵来去。	洞庭张乐	1	[[5, 8]]	[5, 6, 7, 8, 洞庭张乐]
张乐洞庭野，采药黟山巅。	洞庭张乐	1	[[0, 3]]	[0, 1, 2, 3, 洞庭张乐]
端可张洞庭，寥阔世未信。	洞庭张乐	1	[[2, 4]]	[2, 3, 4, 洞庭张乐]
仙如伊水驾，乐似洞庭张。	洞庭张乐	1	[[6, 10]]	[6, 7, 8, 9, 10, 洞庭张乐]
顾非《咸池》奏，庶协南风熏。	洞庭张乐; 洞庭张乐	2	[[3, 4], [6, 6]]	[3, 4, 洞庭张乐]; [6, 洞庭张乐]
作诗三百首，窅默《咸池》音。	洞庭张乐; 洞庭张乐	2	[[9, 10], [12, 12]]	[9, 10, 洞庭张乐]; [12, 洞庭张乐]
臣等并预钧天，同观张乐，轩墀弘敞，栏槛眺听。	洞庭张乐	1	[[9, 10]]	[9, 10, 洞庭张乐]
犹疑帝轩辕，张乐就空旷。	洞庭张乐	1	[[6, 10]]	[6, 7, 8, 9, 10, 洞庭张乐]
洞庭九奏，始识《咸池》之音;灵岳三呼，共献后天之祝。	洞庭张乐	1	[[0, 3]]	[0, 1, 2, 3, 洞庭张乐]
轩皇张乐虽已矣，此地至今朝百灵。	洞庭张乐	1	[[0, 3]]	[0, 1, 2, 3, 洞庭张乐]
洞庭叶稀秋声歇，黄帝乐罢川杲杲。	洞庭张乐	1	[[8, 10]]	[8, 9, 10, 洞庭张乐]
太常刘贞公一代伟人也。特相赏异，申以婚姻。佥谓冰清玉润，复在兹日。	冰清玉润	1	[[23, 26]]	[23, 24, 25, 26, 冰清玉润]
知今日会两婿，清虚阴森，正好剧饮，坐无狂客，冰玉相对，得无少澹否?	冰清玉润	1	[[22, 23]]	[22, 23, 冰清玉润]
将仰止于乐冰，冀参差于卫玉。	冰清玉润	1	[[4, 5]]	[4, 5, 冰清玉润]
朅从冰叟来游宦，肯伴臞仙亦号儒。	冰清玉润	1	[[2, 3]]	[2, 3, 冰清玉润]
又二里，有亭曰辅龙，乃先兄之冰翁董讳&#55376;&#57019;字季兴所创。	冰清玉润	1	[[14, 15]]	[14, 15, 冰清玉润]
前许州司马宋公，蕴冰清之姿，重傅侯玉润之德，妻以其子。	冰清玉润	1	[[9, 10]]	[9, 10, 冰清玉润]
郁文条而擢彩，藻逸潘花;晔词锋而衒奇，光浮卫玉。	冰清玉润	1	[[21, 22]]	[21, 22, 冰清玉润]
将仰止于乐冰，冀参差于卫玉。	冰清玉润	1	[[11, 12]]	[11, 12, 冰清玉润]
谢舅何甥一沆瀣，卫郎乐令双翱翔。	冰清玉润	1	[[8, 11]]	[8, 9, 10, 11, 冰清玉润]
自笑狂疏，尊前起寿，不似卫郎温润。	冰清玉润	1	[[12, 15]]	[12, 13, 14, 15, 冰清玉润]
婿玉翁冰相映，看紫薇花发。	冰清玉润	1	[[0, 3]]	[0, 1, 2, 3, 冰清玉润]
承台命，我心中敬领，定搜寻一双润玉配清冰。	冰清玉润	1	[[18, 19]]	[18, 19, 冰清玉润]
请从玉润之诉，无过桃夭之时。	冰清玉润	1	[[2, 3]]	[2, 3, 冰清玉润]
华堂燕喜，流霞觞满，彩戏衣轻。要识他年荣贵，从来玉润冰清。	冰清玉润	1	[[24, 27]]	[24, 25, 26, 27, 冰清玉润]
尝作酒家语，自言中圣人。	中圣人	1	[[8, 10]]	[8, 9, 10, 中圣人]
醉月频中圣，迷花不事君。	中圣人	1	[[3, 4]]	[3, 4, 中圣人]
春撩狂兴，香迷痛饮，中圣中贤。	中圣人	1	[[10, 13]]	[10, 11, 12, 13, 中圣人]
何人可复间季孟，与子不妨中圣贤。	中圣人	1	[[12, 14]]	[12, 13, 14, 中圣人]
醉乡虽咫尺，乐事亦须臾。若不中贤圣，何由外智愚?	中圣人	1	[[14, 16]]	[14, 15, 16, 中圣人]
万事不醒中酒圣，一贫无奈讼钱神。	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
避贤初罢相，乐圣且衔杯。	中圣人	1	[[6, 7]]	[6, 7, 中圣人]
雅集喜倾圣人酒，尘客惭对隐逸花。	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
圣人枉索方兄价，我与贤人也一中。	中圣人	1	[[0, 1]]	[0, 1, 中圣人]
九酝备圣贤，八珍穷水陆。	中圣人	1	[[3, 4]]	[3, 4, 中圣人]
庭菊兼黄白，村醪杂圣贤。	中圣人	1	[[9, 10]]	[9, 10, 中圣人]
日高犹苦圣贤中，门外谁酣蛮触战?	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
开尊且醉圣贤酒，理棹时乘旦暮风。	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
君得徐邈中，寒热不增缩。	中圣人	1	[[2, 4]]	[2, 3, 4, 中圣人]
且倾徐邈圣贤酒，不问陈登上下床。	中圣人	1	[[2, 6]]	[2, 3, 4, 5, 6, 中圣人]
时复中之徐邈圣，无多酌我次公狂。	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
离堂驻驺驭，且尽樽中圣。	中圣人	1	[[8, 10]]	[8, 9, 10, 中圣人]
今日羁愁破，始知浊酒贤。	中圣人	1	[[8, 10]]	[8, 9, 10, 中圣人]
遣闷凭清圣，忘情付黑甜。	中圣人	1	[[3, 4]]	[3, 4, 中圣人]
闲携清圣浊贤酒，重试朝南莫北风。	中圣人	1	[[2, 5]]	[2, 3, 4, 5, 中圣人]
已闻清比圣，复道浊如贤。	中圣人	1	[[2, 4]]	[2, 3, 4, 中圣人]
在昔浊世贤，徒知清酒圣。	中圣人	1	[[8, 10]]	[8, 9, 10, 中圣人]
盏里圣贤，壶中天地，高兴更谁同?	中圣人	1	[[0, 3]]	[0, 1, 2, 3, 中圣人]
赖有杯中神圣物，百忧无奈十分何。	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
且衔杯，称贤乐圣，度兹岁晚。	中圣人	1	[[4, 7]]	[4, 5, 6, 7, 中圣人]
喜清时、衔杯乐圣，未饶绿野堂边。	中圣人	1	[[4, 7]]	[4, 5, 6, 7, 中圣人]
莳药闲庭延国老，开樽虚室值贤人。	中圣人	1	[[13, 14]]	[13, 14, 中圣人]
座对贤人酒，门听长者车。	中圣人	1	[[2, 4]]	[2, 3, 4, 中圣人]
室有贤人酒，门无长者车。	中圣人	1	[[2, 4]]	[2, 3, 4, 中圣人]
贤圣既已饮，何必求神仙?	中圣人	1	[[0, 1]]	[0, 1, 中圣人]
东西客到四千里，贤圣酒倾三百杯。	中圣人	1	[[8, 10]]	[8, 9, 10, 中圣人]
烦子神仙御，尽余贤圣杯。	中圣人	1	[[8, 10]]	[8, 9, 10, 中圣人]
应是世间贤圣物，与君还往拟终身。	中圣人	1	[[4, 6]]	[4, 5, 6, 中圣人]
江南也有新丰市，未羡宾王酌圣贤。	中圣人	1	[[12, 14]]	[12, 13, 14, 中圣人]
唯将酒作圣，不厌谷名愚。	中圣人	1	[[2, 4]]	[2, 3, 4, 中圣人]
衰极睡魔殊有力，愁多酒圣弥无功。	中圣人	1	[[10, 11]]	[10, 11, 中圣人]
雨多厌听鸠夫妇，病起全疏酒圣贤。	中圣人	1	[[12, 14]]	[12, 13, 14, 中圣人]
妾闻钧天广乐，空传帝所之游。	钧天广乐	1	[[2, 5]]	[2, 3, 4, 5, 钧天广乐]
广乐钧天谁闲作，溪畔芦笙。	钧天广乐	1	[[0, 3]]	[0, 1, 2, 3, 钧天广乐]
调出广寒，声同钧乐。	钧天广乐	1	[[7, 8]]	[7, 8, 钧天广乐]
通宵客梦闻钧吹，几日朝衣滞御霜。	钧天广乐	1	[[5, 6]]	[5, 6, 钧天广乐]
小儒未得随冠冕，遥听钧天隔彩霞。	钧天广乐	1	[[10, 11]]	[10, 11, 钧天广乐]
苍颜华发鹓行里，也听钧天九奏声。	钧天广乐	1	[[10, 13]]	[10, 11, 12, 13, 钧天广乐]
坐听钧天仙乐后，起看珠斗上阑东。	钧天广乐	1	[[2, 5]]	[2, 3, 4, 5, 钧天广乐]
醉翁回首，丹台梦觉，钧天声杳。	钧天广乐	1	[[10, 12]]	[10, 11, 12, 钧天广乐]
钧天奏，流韵满空明。	钧天广乐	1	[[0, 2]]	[0, 1, 2, 钧天广乐]
自聆钧天奏，旷然起遐瞩。	钧天广乐	1	[[2, 4]]	[2, 3, 4, 钧天广乐]
更传宣锡坐，钧天妙乐，声遏行云飘渺。	钧天广乐	1	[[6, 9]]	[6, 7, 8, 9, 钧天广乐]
蕊宫阆苑，听钧天帝乐，知他几遍。	钧天广乐	1	[[6, 9]]	[6, 7, 8, 9, 钧天广乐]
钧天张乐如洞庭，十二参差鸾凤鸣。	钧天广乐	1	[[0, 3]]	[0, 1, 2, 3, 钧天广乐]
云和经奏钧天曲，乍听宝琴遥嗣续。	钧天广乐	1	[[4, 6]]	[4, 5, 6, 钧天广乐]
太平时，朝野多欢，遍锦街香陌，钧天歌吹，阆苑神仙。	钧天广乐	1	[[15, 18]]	[15, 16, 17, 18, 钧天广乐]
簪笏盈朝，听静里乐奏钧天调。	钧天广乐	1	[[10, 12]]	[10, 11, 12, 钧天广乐]
金殿箫韶备设。锵钧奏留云，舞容回雪。	钧天广乐	1	[[8, 9]]	[8, 9, 钧天广乐]
夜又更传仙鹤语，为延钧曲与民娱。	钧天广乐	1	[[10, 11]]	[10, 11, 钧天广乐]
乐奏钧天梦里过，瀛台缥缈隔星河。	钧天广乐	1	[[0, 3]]	[0, 1, 2, 3, 钧天广乐]
身尊河砥柱，班侍乐钧天。	钧天广乐	1	[[8, 10]]	[8, 9, 10, 钧天广乐]
千年华表人非是，九奏钧天乐未终。	钧天广乐	1	[[8, 11]]	[8, 9, 10, 11, 钧天广乐]
圣酒千钟洽，宸章七曜悬。微臣从此醉，还似梦钧天。	钧天广乐	1	[[20, 22]]	[20, 21, 22, 钧天广乐]
如游钧天还，至乐不可追。	钧天广乐	1	[[1, 3]]	[1, 2, 3, 钧天广乐]
游钧广乐人疑梦。仙声共，日转旗光动。	钧天广乐	1	[[0, 3]]	[0, 1, 2, 3, 钧天广乐]
赵梦钧天，秦游帝阍。	钧天广乐	1	[[0, 3]]	[0, 1, 2, 3, 钧天广乐]
海内芝兰忾臭味，钧天丝竹奏《箫韶》。	钧天广乐	1	[[8, 11]]	[8, 9, 10, 11, 钧天广乐]
犹忆侍，钧天广宴，万红舞袖披披。	钧天广乐	1	[[4, 7]]	[4, 5, 6, 7, 钧天广乐]
梦断钧天宴。怪人间，曲吹别调，局翻新面。	钧天广乐	1	[[2, 4]]	[2, 3, 4, 钧天广乐]
笑语。知何许?旆卷青霓，来自钧天所。	钧天广乐	1	[[14, 16]]	[14, 15, 16, 钧天广乐]
依旧钧天梦，玉殿东头。	钧天广乐	1	[[2, 4]]	[2, 3, 4, 钧天广乐]
闭门却扫谁与语，昼梦时作钧天游。	钧天广乐	1	[[12, 14]]	[12, 13, 14, 钧天广乐]
高情帝女慕乘鸾，绀发初簪玉叶冠。	乘鸾	1	[[5, 6]]	[5, 6, 乘鸾]
风光满眼宛如昨，故人乘鸾独腾骞。	乘鸾	1	[[10, 11]]	[10, 11, 乘鸾]
孙息乘鸾，大儿荐鹗，翁已恩袍绿。	乘鸾	1	[[2, 3]]	[2, 3, 乘鸾]
有多少官媒押定在乌纱后，不到乘鸾也死不休。	乘鸾	1	[[14, 15]]	[14, 15, 乘鸾]
乘凤仙人降此时，‘玉篇’才罢到文词。	乘鸾	1	[[0, 3]]	[0, 1, 2, 3, 乘鸾]
俺不是秦楼娇客，乘凤吹箫。	乘鸾	1	[[8, 11]]	[8, 9, 10, 11, 乘鸾]
一声一字，万种悠扬，高山流水相倾赏，欲乘秦凤共翱翔。	乘鸾	1	[[19, 21]]	[19, 20, 21, 乘鸾]
夜深风露娟娟，抱琴谁和流泉。只有乘鸾仙子，见人愁绝无眠。	乘鸾	1	[[16, 19]]	[16, 17, 18, 19, 乘鸾]
何须更觅乘鸾侣，花下吹箫本自仙。	乘鸾	1	[[4, 6]]	[4, 5, 6, 乘鸾]
青林枕上关山路。卧想乘鸾处。	乘鸾	1	[[10, 12]]	[10, 11, 12, 乘鸾]
上有乘鸾女，苍苍网虫遍。	乘鸾	1	[[2, 4]]	[2, 3, 4, 乘鸾]
宝扇重寻明月影，暗尘侵，上有乘鸾女。	乘鸾	1	[[14, 16]]	[14, 15, 16, 乘鸾]
犹胜汉宫悲婕妤，网虫不见乘鸾子。	乘鸾	1	[[12, 14]]	[12, 13, 14, 乘鸾]
乘鸾秦女底处，网虫从遍了，空认双鬓。	乘鸾	1	[[0, 3]]	[0, 1, 2, 3, 乘鸾]
乘鸾弄玉千年久，耻说人间有誓盟。	乘鸾	1	[[0, 3]]	[0, 1, 2, 3, 乘鸾]
一场好事天来到，指日乘鸾吹凤箫。	乘鸾	1	[[10, 14]]	[10, 11, 12, 13, 14, 乘鸾]
见说秦楼夫妇好，乘龙骑凤也参差。	乘鸾	1	[[8, 11]]	[8, 9, 10, 11, 乘鸾]
仙凤楼台，映浮云而写盖。	乘鸾	1	[[0, 1]]	[0, 1, 乘鸾]
彩凤随仙史，斑骓侍陆郎。	乘鸾	1	[[3, 4]]	[3, 4, 乘鸾]
凤凰台上凤凰游，凤去台空江自流。	乘鸾	1	[[8, 11]]	[8, 9, 10, 11, 乘鸾]
英雄老矣，对江山、莫遣泪珠成斛……凤去台空，鹭飞洲冷，几度斜木。欲书往事，南山应恨无竹。	乘鸾	1	[[17, 20]]	[17, 18, 19, 20, 乘鸾]
鹤辞吴市，凤去秦台，神光离合，灯影徘徊。	乘鸾	1	[[5, 8]]	[5, 6, 7, 8, 乘鸾]
月暗西厢，凤去秦楼，云敛巫山，你也赸，我也赸。	乘鸾	1	[[5, 8]]	[5, 6, 7, 8, 乘鸾]
凤台吹箫女，亦引长庚游。	乘鸾	1	[[0, 4]]	[0, 1, 2, 3, 4, 乘鸾]
怎能勾重合凤台箫，多应是耽误巫山雨。	乘鸾	1	[[5, 7]]	[5, 6, 7, 乘鸾]
台前镜影伴仙娥，楼上箫声随凤史。	乘鸾	1	[[13, 14]]	[13, 14, 乘鸾]
那堪将凤女，还以嫁乌孙。	乘鸾	1	[[3, 4]]	[3, 4, 乘鸾]
凤女颠狂成久别，月娥孀独好同游。	乘鸾	1	[[0, 1]]	[0, 1, 乘鸾]
龙舟下瞰鲛人室，羽节高临凤女台。	乘鸾	1	[[12, 14]]	[12, 13, 14, 乘鸾]
舞袖飘金谷，歌声绕凤台。	乘鸾	1	[[9, 10]]	[9, 10, 乘鸾]
凤台无还驾，箫管有遗声。	乘鸾	1	[[0, 1]]	[0, 1, 乘鸾]
鸾辂已辞乌鹊渚，箫声犹绕凤皇台。	乘鸾	1	[[12, 14]]	[12, 13, 14, 乘鸾]
未夕阳先着归鞭，只盼着箫台凤鸟，天边鸾鹤，云中鸡犬。	乘鸾	1	[[11, 12]]	[11, 12, 乘鸾]
平白地凤婿过门，好似半青天鹊影成桥。	乘鸾	1	[[3, 4]]	[3, 4, 乘鸾]
自有神仙鸣凤曲，并将歌舞报恩晖。	乘鸾	1	[[5, 6]]	[5, 6, 乘鸾]
来时兔月照，去后凤楼空。	乘鸾	1	[[8, 9]]	[8, 9, 乘鸾]
荡子从征久，凤楼箫管闲。	乘鸾	1	[[6, 7]]	[6, 7, 乘鸾]
几度凤楼同饮宴，此夕相逢，却胜当时见。	乘鸾	1	[[2, 3]]	[2, 3, 乘鸾]
接鹄驭于后乘，追凤箫于前侣。	乘鸾	1	[[8, 9]]	[8, 9, 乘鸾]
凤箫歇，镜尘生。辽塞音书绝，梦魂长暗惊。	乘鸾	1	[[0, 1]]	[0, 1, 乘鸾]
一曲凤箫同去，倦人间丝竹。	乘鸾	1	[[2, 3]]	[2, 3, 乘鸾]
隔烟遥望见云水，弹璈吹凤清珑珑。	乘鸾	1	[[10, 11]]	[10, 11, 乘鸾]
思尔箫声当静夜，时时吹凤碧山头。	乘鸾	1	[[10, 11]]	[10, 11, 乘鸾]
选吹箫之匹，虽则未获真人;预傅粉之郎，岂可滥收庶子?	乘鸾	1	[[1, 2]]	[1, 2, 乘鸾]
记铜驼载酒，翠陌吹箫，曾听相呼。	乘鸾	1	[[8, 9]]	[8, 9, 乘鸾]
吹箫人去玉楼空，肠断与谁同倚。	乘鸾	1	[[0, 2]]	[0, 1, 2, 乘鸾]
吹箫仙子，骖鸾归路，一襟清兴。	乘鸾	1	[[0, 3]]	[0, 1, 2, 3, 乘鸾]
今宵有梦归何处，那里也吹箫伴侣。	乘鸾	1	[[11, 14]]	[11, 12, 13, 14, 乘鸾]
云衢不要吹箫伴，只拟乘鸾独自飞。	乘鸾	1	[[4, 6]]	[4, 5, 6, 乘鸾]
试敛听琴心，来访吹箫伴。为语玉蟾蜍，清光今夜满。	乘鸾	1	[[8, 10]]	[8, 9, 10, 乘鸾]
几回暗忆吹箫侣，背立东风咏凤凰。	乘鸾	1	[[4, 6]]	[4, 5, 6, 乘鸾]
拂镜蛾眉先与画，吹箫凤侣引将飞。	乘鸾	1	[[8, 11]]	[8, 9, 10, 11, 乘鸾]
若非载笔登麟阁，定是吹箫伴凤台。	乘鸾	1	[[10, 14]]	[10, 11, 12, 13, 14, 乘鸾]
重城傍水，中有吹箫俦侣。	乘鸾	1	[[7, 10]]	[7, 8, 9, 10, 乘鸾]
凭阑听，吹箫凤鸣，人在雪香亭。	乘鸾	1	[[4, 7]]	[4, 5, 6, 7, 乘鸾]
秋风月冷凤凰来，与郎同上吹箫台。	乘鸾	1	[[12, 14]]	[12, 13, 14, 乘鸾]
人去后，吹箫声断，倚楼人独。	乘鸾	1	[[4, 7]]	[4, 5, 6, 7, 乘鸾]
秦楼不见吹箫女，空馀上苑风光。	乘鸾	1	[[4, 6]]	[4, 5, 6, 乘鸾]
当时相见恨晚，彼此萦心目。别后空忆仙姿，路隔吹箫玉。	乘鸾	1	[[22, 24]]	[22, 23, 24, 乘鸾]
空悬念，怎得那吹箫秦女，跨凤乘鸾。	乘鸾	1	[[7, 10]]	[7, 8, 9, 10, 乘鸾]
飘如出尘笼，想望吹箫客。	乘鸾	1	[[8, 10]]	[8, 9, 10, 乘鸾]
那‘萧史’两个字，不必讲，用的是‘吹箫引凤’的故事。	乘鸾	1	[[17, 20]]	[17, 18, 19, 20, 乘鸾]
无复秦楼上，吹箫下凤皇。	乘鸾	1	[[6, 10]]	[6, 7, 8, 9, 10, 乘鸾]
荐枕楚台，吹箫秦苑，未似而今称美。	乘鸾	1	[[5, 8]]	[5, 6, 7, 8, 乘鸾]
