allusion	variation_list
月桂	['月桂', '月中桂', '近月', '桂兔', '桂宫', '桂丛', '桂堂1', '桂窟2', '桂阙', '桂影']
五桂联芳	['桂枝', '五桂联芳', '五桂重芳', '椿桂重芳', '燕山桂', '燕桂']
望夫石	['化石', '望夫石', '望夫台', '望夫山', '似人石', '北山女', '望夫女石', '一上青山便化身', '化石妇']
望尘而拜	['望尘', '望尘而拜', '车尘', '拜尘', '望尘2', '车尘马足', '望梁尘', '望尘迎', '望拜马蹄', '望车尘', '迎尘拜', '拜车尘', '拜后尘', '拜尘2']
望尘莫及	['望尘', '望尘不及', '望尘莫及', '望尘靡及', '望尘1', '前尘之拜']
楚筵辞醴	['设醴', '穆生机', '穆生醴', '置醴', '申公', '钳市', '楚筵辞醴', '市钳', '暂忘设醴', '楚人钳', '楚钳', '楚元设醴', '楚醴筵', '申公钳', '穆生酒']
望帝啼鹃	['鹃啼', '杜宇', '蜀魄', '蜀帝', '子规啼', '望帝', '杜魄', '子规', '杜鹃无血可续泪', '望帝啼鹃', '古帝魂', '哀鹃啼', '啼血', '啼魂', '子规啼血', '帝鹃', '怨魄', '怨鸟', '恨魄', '春鹃啼血', '望帝化鹃', '望帝化', '望帝啼魂', '望帝魂', '杜宇魂', '杜鹃啼蜀', '杜鹃啼血', '杜宇啼红', '杜鹃血', '流离蜀天子', '蜀冤', '蜀帝啼鹃']
望梅止渴	['望梅', '望梅止渴', '渴望梅', '望梅消渴', '思梅', '战渴望梅酸', '望林止渴', '止渴思梅', '止渴望梅', '渴心', '说梅止渴']
木人石心	['石心', '铁石心肠', '金石心', '木人石心', '木作肠', '木心石腹', '木石心肠']
木雁	['不材', '木雁', '不材木', '不鸣烹', '喑雁', '庄叟', '悲雁', '才与不才间', '才疑', '材不材', '材不材间', '木尽天年为不才', '木雁之间', '木雁两不居', '木雁中']
未雨绸缪	['绸缪', '未雨绸缪', '桑土绸缪', '绸缪之至计', '绸缪未雨', '绸缪桑土']
侯嬴抱关	['抱关', '抱关击柝', '夷门道', '侯嬴', '东门抱关', '侯嬴报恩', '侯嬴重一言']
朱衣点头	['朱衣', '点头', '朱衣官', '朱衣点', '朱衣点额', '头点朱衣', '暗点头']
朽索驭马	['朽索', '驭朽', '朽索之驭', '驭朽索', '驭朽悬旌', '驭马']
李广难封	['李广数奇', '李广未封侯', '李广不侯', '李广难封', '李蔡下中', '猿臂不侯', '不侯', '侯印不闻封李广', '广不侯', '李广难侯', '白首未封', '百战', '苦战']
李斯溷鼠	['仓中鼠', '太仓鼠', '溷鼠', '悟仓鼠', '丞相叹', '李斯溷鼠']
李郭同舟	['仙侣', '李郭', '仙舟', '李膺仙', '元礼同舟', '李郭可同船', '郭李', '同舟', '李郭同舟', '仙侣同舟', '李郭游', '共载比神仙', '同舟仙侣', '同舟元礼', '李仙', '李膺棹', '李膺舟', '元礼舟', '李膺船', '膺舟', '李郭仙名', '李郭小船', '李郭神仙', '仙舟郭李', '李郭仙']
杖头钱	['杖头', '杖头资', '杖百钱', '百钱游', '杖钱沽酒', '杖头钱', '杖头沽酒物', '杖头百钱', '杖钱', '一百杖头钱', '挂杖钱', '有钱挂杖', '杖挂青蚨', '杖挂青钱', '青钱挂', '杖端', '挂百钱', '百钱挂杖', '百钱', '挂竹杖']
杜预沉碑	['岘山碑', '沉碑', '岘首碑', '汉水沉碑', '元凯碑', '杜预沉碑', '万山碑', '岘首沉碑', '汉川沉']
杞人忧天	['杞人之忧', '杞国天', '杞人', '杞国忧', '杞忧', '忧天', '忧天坠', '杞国之忧', '杞天崩', '弥天忧患', '杞人忧天', '天堕忧', '杞人忧', '杞人思', '杞国忧天', '杞天之虑', '杞天忧', '杞忧天', '杞虑', '人忧杞国天', '天忧']
废寝忘食	['废寝与食']
杞妇崩城	['崩城', '杞妇', '杞梁妻', '杞妻城毁', '杞妇崩城', '杞妻哭梁', '杞妻崩雉', '哭倒长城', '哭坏杞梁城', '城崩', '崩杞妇城', '崩城之妇']
束之高阁	['置之高阁', '高阁', '束之高阁', '束阁', '阁束', '束高阁', '束之高屋', '束在高阁']
馀光	['分灯', '馀照', '借馀光', '矍铄翁', '余光', '馀光', '馀明', '东壁辉', '借光', '分光', '分辉', '挹馀烈', '照东邻']
束缊请火	['束缊', '乞火', '束蕴', '乞邻', '请火', '束缊举火', '束缊乞']
歧路亡羊	['多歧', '亡羊', '多歧亡羊', '多岐', '亡羊路', '岐路多亡羊', '多歧道益亡', '歧路亡羊', '亡羊歧路', '亡羊多歧']
杯渡	['杯渡', '浮杯', '乘杯', '杯度', '度杯', '浮杯渡', '杯中渡', '杯浮野渡', '乘度杯', '乘杯渡', '木杯能渡水']
青精饭	['青精', '青精饭']
林宗折巾	['折角巾', '垫巾', '垫角巾', '折巾郭', '垫角', '林宗垫角', '角巾折', '林宗折巾', '垫角风标', '垫雨巾', '巾角垫', '折', '巾角', '折巾', '林宗垫雨巾', '林宗巾', '介休巾', '林宗帽']
柏梁宴	['柏梁台', '柏梁', '柏台', '高宴柏梁', '柏梁殿', '栢梁', '柏殿赋诗', '柏梁宴', '宴柏梁', '柏树台', '柏殿', '柏梁天灾']
柯亭笛	['柯亭', '柯笛', '柯亭笛', '中郎竹', '中郎笛', '柯亭椽', '竹']
柳惠三黜	['三黜', '直道', '柳季', '柳惠三黜', '展禽', '柳下', '三宜黜']
柳生左肘	['肘生柳', '垂杨生左肘', '柳生左肘', '枯杨生肘', '柳生肘间']
桀犬吠尧	['吠尧', '桀犬', '桀犬吠尧', '吠非其主', '狗吠非主', '桀之狗可使吠尧', '吠犬', '桀犬尚吠尧', '桀犬吠']
羿射九日	['九乌', '射日', '后羿', '九日落', '羿射九日', '羿中九乌', '羿毙十日', '羿落', '应弦', '九乌死', '九乌落', '十日', '出', '十日出']
桃叶桃根	['桃叶', '桃根', '桃根桃叶', '桃叶渡', '桃叶桃根', '传情', '桃叶妓', '桃叶歌']
桃李不言，下自成蹊	['桃李', '桃李无言', '桃李树', '桃李蹊', '下自成蹊。']
庄生梦蝶	['梦为蝴蝶']
桐乡归葬	['桐乡', '桐乡爱', '千秋朱邑祠', '桐乡归葬', '朱邑祀桐乡', '朱邑葬桐', '桐乡置祠', '遗烈', '葬桐']
桐叶之封	['桐圭', '剪圭', '剪桐', '桐封', '桐叶之信', '桐叶戏', '桐叶之封', '天子分桐叶', '剪叶封弟兄', '剪叶藩封']
椒房	['椒房', '椒房之亲', '椒华之房', '椒第', '椒寝之位', '椒德', '椒房亲']
桑榆	['桑榆', '桑榆暮景', '桑榆景', '榆景', '桑榆之晩绩', '日薄桑榆', '桑榆之景', '桑榆年', '桑榆暖']
桓公柳	['树犹如此', '人何以堪', '金城柳', '汉南春', '枝条如此', '桓公柳', '桓温柳', '司马树', '太息', '攀树', '杨柳金城', '柳老悲桓', '树下攀条']
桓山之悲	['四鸟', '桓山四凤', '桓山之悲', '桓山之泣', '四鸟悲异林']
田家荆合	['三荆', '紫荆', '田家', '田家荆合', '田氏荆枝', '三枝荆并', '同株', '分荆', '田氏紫荆', '田荆', '紫荆兄弟']
梁狱上书	['梁狱', '囚梁', '邹阳狱', '狱中书', '梁狱上书']
梁鸿赁庑	['赁庑', '赁舂', '鸿舂', '梁鸿赁庑', '伯鸾赁庑', '梁鸿庑下', '梁鸿杵臼', '伯通庑下', '伯通庑', '伯通隐', '伯鸾舂', '伯鸾', '寄食', '伯鸾鬻舂', '梁舂', '依人庑', '孟庑', '庑下梁鸿', '庑下赁舂', '庑下舂', '庑下齐眉', '操舂举案', '杵臼梁鸿']
梅妻鹤子	['西湖处士', '孤山鹤', '处士梅', '妻梅子鹤', '梅鹤', '鹤子梅妻', '鹤梅当妻子', '梅妻鹤子', '妻梅', '两鹤相随', '处士妻', '孤山处士', '梅花处士']
梅花妆	['寿阳', '梅妆', '寿阳妆', '点额', '花五出', '宫梅巧样妆', '梅花面', '公主花', '呵梅弄妆', '妆学寿', '妆梅朵', '妆额', '妆面', '寿阳公主面', '寿阳公主额', '寿妆', '寿阳妆面', '寿阳妆额', '寿阳脂粉', '寿阳宫额', '寿阳点', '寿阳眉', '寿阳红', '寿阳额', '梅花点额']
梦幻泡影	['幻泡', '泡影', '梦幻泡影', '泡幻', '梦泡理', '如泡', '如电', '电沫', '电泡身']
梦熊罴	['梦熊', '梦熊罴', '梦叶熊罴', '熊罴呈瑞', '《斯干》之梦', '熊罴', '梦维熊', '协熊罴梦', '协熊占', '占熊虺', '吉梦灵蛇', '未卜熊蛇', '梦协熊罴', '梦符熊']
乘龙佳婿	['乘龙快婿', '乘龙', '乘龙佳壻', '乘龙佳婿', '乘龙2']
管城子	['管城', '陈玄', '毛颖', '泓颖', '管城子', '管城侯', '管城公', '管城君']
云台画像	['云台', '云台画像', '中天', '云台像', '云台画', '中兴榜', '二十八将', '云阁', '云台主帅', '云台使']
图像麒麟	['麟阁', '麟台', '麒麟阁', '麒麟', '图画麒麟', '画麟阁', '黄阁画麒麟', '图像麒麟', '图麒麟', '图麟阁', '不书名', '丹青上麟阁', '登麟阁', '功', '麒麟图画', '麒麟像', '麒麟画', '麒阁', '麒麟画阁', '麒麟高阁', '麟阁像', '麟阁功名']
一丘一壑	['丘壑', '一丘一壑', '一壑一丘', '一丘2', '一丘壑', '一丘自足', '丘壑之念', '丘壑心', '丘壑志']
萼绿华	['萼绿华', '绿华', '萼绿', '萼华']
梨园弟子	['梨园', '梨园弟子', '梨园子弟']
椒花颂	['椒花', '颂椒', '椒花丽句', '椒颂', '椒花入颂', '椒花欲颂', '椒盘已颂花']
蟾蜍	['蟾宫', '蟾桂', '寒蟾', '蟾魄', '乌蟾', '圆蟾', '彩蟾', '蜍蟾', '蟾蜍', '桂蟾', '琼蟾', '蟾兔']
椿年	['灵椿', '椿庭', '椿龄', '椿年', '椿寿', '大椿', '漆园椿', '椿菌', '椿岁', '椿算', '仙椿', '千椿', '大椿年', '松椿', '椿庭萱草堂', '椿期']
楚宫腰	['楚腰', '细腰', '楚宫细腰', '细腰宫', '楚宫', '舞姬腰', '楚宫腰', '宫腰', '楚国宫人', '楚国细腰', '楚女纤腰', '楚女腰肢', '楚国纤腰', '楚宫腰细']
金莲步	['金莲', '三寸金莲', '步金莲', '金莲步', '莲步', '金试步', '步步金莲', '步稳金莲', '步莲']
班姬咏扇	['团扇', '班扇', '班女扇', '班姬扇', '纨扇秋风', '婕妤怨', '月扇', '班家扇', '秋风扇', '秋扇', '婕妤孱', '悲画扇', '班姬咏扇', '班姬题扇', '咏扇', '团扇妾', '团扇怨秋', '团扇悲秋', '团扇恩情', '团扇恩浅', '团扇诗', '团扇悲歌', '迎秋', '团扇秋风去', '团扇送秋风', '妾扇经秋掩', '婕妤咏', '婕妤团扇', '婕妤悲', '婕妤悲色', '宠衰纨扇', '悲秋扇', '悲团扇', '悲纨扇', '扇归秋箧', '收团扇', '汉宫纨扇', '泣团扇', '泣秋扇', '班女怨', '班姬团扇', '班姬纨扇', '班姬', '扇']
楚弓楚得	['遗弓', '楚弓得失', '楚弓', '楚人弓', '楚弓楚得', '楚亡弓', '楚弓得丧', '亡弓', '楚泽', '亡楚弓', '人亡弓，人得之', '人失', '人得', '人得人弓']
楚材晋用	['楚材晋用', '楚才晋用', '杞梓', '收杞梓', '晋用楚材', '晋得楚材', '楚材']
楚江萍	['楚萍', '楚江萍', '萍实', '楚后江萍', '楚昭萍实', '楚江萍实', '楚王萍', '江萍']
庖丁解牛	['中肯綮', '游刃', '肯綮', '中肯', '目牛无全', '批隙导窾', '中窾', '全牛', '无全牛', '目无全牛', '窾郤', '馀刃', '绝全牛', '庖丁解牛', '丁解牛', '不见全牛', '刀解牛', '刃有馀', '庖丁', '庖丁刀', '庖刃', '恢恢', '有余', '批郤导窾', '批砉导窾']
榆枋之见	['抢榆', '榆枋', '斥鷃', '鹏鷃', '鷃鹏', '学鸠', '蜩鸠', '枪榆', '篱鷃', '蜩鷽', '鷃羽', '鷃雀', '九万里扶摇', '抟扶', '榆枋之见', '低飞蓬蒿', '决枋榆', '尺鷃', '抢榆枋', '枪榆枋', '抢榆鸟', '斥鷃乐蓬蒿', '斥鷃樊篱', '枋榆', '榆枋斥鷃', '蓬蒿翼', '蓬间雀']
槐花黄，举子忙	['槐黄', '槐花黄，举子忙', '举子踏槐花', '京国槐花', '槐催举子', '槐花']
玉堂金马	['金马玉堂', '金马', '金马门', '金闺', '玉堂金马', '金门步', '金马署', '金门客', '玉堂仙', '金门策', '金闺国士', '金籍', '金门籍', '金马客', '金门', '玉堂', '升金马', '历金门上玉堂', '玉堂人物', '玉堂学步', '玉堂客', '玉堂手', '玉堂麻']
橘中戏	['橘中叟', '橘隐', '橘里商山叟', '橘中仙', '橘内仙翁', '橘中', '玉尘', '商山橘叟棋', '橘中之遗叟', '橘中之叟', '橘中局', '橘', '中戏', '戏', '橘中戏', '橘中乐', '橘中二老', '一橘两衰翁']
云泥	['云泥', '云泥之别', '云泥之差', '云泥异路', '判若云泥']
韩家五鬼	['五鬼', '五穷']
紫气东来	['青牛', '紫气', '关门令尹', '紫气东来', '驾青牛', '东来紫气', '东来', '东来望气', '乘牛老子', '伺关', '关令', '出关周史', '函关柱史', '函关紫', '函关紫气', '函关气', '函谷气', '函谷骑牛', '尹叟', '度关老子', '真气临关', '紫氛', '紫气关', '老人骑牛', '西去青牛']
张绪风流	['张绪', '张绪风流', '风流', '灵和柳', '杨柳', '张绪当年', '灵和张绪', '张柳风垂', '张绪风度', '张绪风情', '少年张绪', '张家绪', '张绪何如柳', '张绪少年']
歌五袴	['襦袴', '歌来暮', '歌襦袴', '袴襦', '廉公袴', '叔度新歌', '歌五袴', '歌袴', '歌袴襦', '一襦五袴', '万家襦袴', '万户衣襦', '五袴手', '五袴谣', '五袴咏', '五袴', '曲', '五袴歌', '五袴民歌', '五袴讴', '千里袴襦', '咏袴襦', '增襦袴', '廉袴', '廉叔度', '怀袴襦', '来暮', '来', '何暮', '来暮歌', '来暮之叹', '歌叔度', '歌廉', '民心襦袴', '民有袴襦', '民五袴', '袴襦恩']
绨袍惠	['范叔寒', '范叔袍', '绨袍恋恋', '绨袍', '恋绨袍', '绨袍赠', '赠袍', '一寒如此', '绨袍故', '绨袍惠', '怜', '绨袍怜', '绨袍情', '意', '赠', '寒范叔', '寒范', '有意袍', '望绨袍', '绨袍信', '绨袍范叔', '绨袍高义', '绨袍义', '绨袍高谊', '范叔僵', '范叔衣寒']
檄医头疾	['愈头风', '陈琳檄', '孔璋旧檄', '檄医头疾', '头风愈', '头风痊', '头风檄', '头风笔下痊', '孔璋书檄', '孔璋才', '愈风', '曹风', '檄手', '檄笔', '琳檄', '陈琳愈风']
歌落梁尘	['梁尘', '落梁尘', '绕空梁', '坠梁尘', '声落梁尘', '尘落雕梁', '微尘舞画梁', '惊动', '惊落梁尘', '惊起梁尘', '歌尘', '歌梁', '尘飞', '清歌拂梁尘', '落尘', '飞梁尘', '梁尘飞', '梁尘扑簇']
歌骊驹	['骊歌', '骊驹', '歌骊', '唱', '骊唱', '歌', '赋', '狗曲']
武城弦	['牛刀', '弦歌', '割鸡焉用牛刀', '牛刀小试', '武城弦', '武城化', '武城声', '武城', '武城弹', '武城歌', '割鸡之政', '割鸡笑', '堂上五弦', '小邑试牛刀', '弦歌为县', '弦歌政', '弦歌学子游', '弦歌宰', '弦歌试宰', '杀鸡焉用牛刀', '武城宰', '武城鸡', '武城禽', '牛刀割鸡', '牛刀一试', '牛刀小施']
武昌柳	['武昌柳', '武昌官柳', '武昌春柳', '官柳', '武昌', '官杨柳', '新种']
竹林七贤	['竹林贤', '七贤', '竹林', '贤竹林', '竹林人', '山阳会', '摘阮', '擘阮', '竹林游', '竹林会', '竹林宴', '竹林贤者', '竹林七贤', '竹林七子', '竹林名士', '仲容', '咸籍', '大小阮', '小阮', '山阳䜩', '拨阮', '晋贤林', '晋贤醉', '林中酒', '竹林兴', '竹林宴赏', '竹林得阮', '竹林欢']
臧谷亡羊	['牧竖亡羊', '亡羊臧谷', '舍策追羊', '均亡其羊', '挟策亡羊', '二俱亡羊', '藏谷虽殊竟两亡']
残锦	['胸中锦绣', '残锦', '胸中锦', '丘迟锦', '丘锦', '丘锦小才', '收残锦', '文通残锦', '江郎制锦', '文通笔砚枯']
殷浩书空	['书空', '咄咄书空', '向空咄咄', '咄咄怪事', '书空咄咄', '书咄咄', '咄咄书', '殷浩书空', '书空殷浩', '向空书字']
毛义捧檄	['捧檄', '毛义檄', '毛生檄', '毛义捧檄', '毛义持书', '毛子檄']
一诺千金	['千金诺', '一诺', '千金', '季布', '无二诺', '一诺千金', '一诺重', '千金一诺', '千金轻一言', '千钧诺', '季布一言', '季布一诺', '诺', '季布诺', '季布金', '季氏千金诺', '季布重然诺', '季心然诺', '季诺', '季诺如金', '曹丘']
禹鼎	['九鼎', '禹鼎', '移鼎', '铸鼎', '禹王', '神鼎', '卜鼎', '禹鼎秦镜', '禹鼎铸魅魑']
汉武横汾	['横汾', '横汾唱', '汉家箫鼓', '横汾赏', '汉武横汾', '汉武济汾', '横汾什', '济汾篇', '横汾宴', '横汾宴镐']
汉皋解佩	['汉女', '解珮', '解佩', '汉皋佩', '汉皋珮失', '汉皋珮', '汉皋解佩', '佩解汉皋', '双娥解佩', '汉娥留佩', '汉浦遗玦', '汉皋委珮', '汉皋捐珮', '汉皋珮解', '汉皋留佩', '汉皋遗佩', '江皋珮解', '解佩江头', '江滨', '解佩江皋', '丧珮', '二妃佩', '交佩解', '交甫佩', '交甫解佩', '仙佩悬珠', '双佩', '投珮', '汉佩', '汉珮']
汗牛充栋	['充栋', '汗牛充栋', '汗牛', '汗牛马', '充栋汗牛', '充栋宇', '充栋盈车', '汗牛书', '汗牛充屋']
汝南月旦	['月旦评', '月旦', '许劭', '汝南月旦', '乡评月旦', '居乡月旦', '旦评', '汝南评', '汝月', '汝颍', '评月旦', '高谈旦月', '月旦堂', '月旦持评']
江夏黄童	['黄童', '国士无双', '名高江夏', '江夏黄童', '无双江夏', '江夏无双', '江夏黄', '无双国士', '无双士']
沂水舞雩	['浴沂', '咏归', '风雩', '沂咏', '雩风', '春服舞雩', '沂水舞雩', '五六六七', '咏雩', '咏浴', '春风沂水', '春风沂曲', '春风浴沂']
沐猴而冠	['沐猴', '沐冠', '猴冠', '沐猴而冠', '冠沐猴', '沐冠猴', '沐猴冠', '沐猴冠冕', '沐猴衣冠']
沧海桑田	['桑田', '沧桑', '东海', '桑海', '沧海成田', '蓬莱清浅', '沧海变田', '沧海变桑田', '沧海成桑田', '东海之扬尘', '沧海桑田', '扬尘', '扬尘沧海', '桑栽海', '桑沧更变', '桑海变', '桑田东海', '桑田变', '桑田变海', '桑田成海', '桑田沧海', '桑田海水', '桑田清浅', '桑田碧海', '桑陆', '沧海变', '沧海成尘', '沧海成陆', '沧海扬尘', '沧海桑枯', '沧海生桑', '沧海飞尘', '沧田', '沧田桑海', '海变桑田', '海底飞尘', '海成田', '海桑', '海桑陵谷', '海水', '成尘', '海水桑田', '海浅蓬莱', '海田']
沮溺耦	['耦耕', '沮溺', '沮溺耦', '溺沮耕养', '津难问', '耦耕身']
河东狮子吼	['河东狮吼', '河东狮子吼', '季常之惧', '狮吼堂', '河东狮子', '河东之吼', '河东吼', '河东性']
河图洛书	['洛书', '不出图', '河图洛书', '河图雒书', '河洛', '河洛之书', '河洛图书']
河山带砺	['带砺', '带砺河山', '带砺山河', '山河带砺', '砺山带河', '砺带河山', '誓带', '黄河如带山如砺', '砺带之盟']
经纶	['经纶', '经纶手']
纶綍	['丝纶', '綍纶', '丝言', '纶命', '纶言', '龙綍', '龙纶', '纶綍', '出纶之命', '纶书', '纶章', '纶册', '纶恩', '纶旨', '纶翰']
金城汤池	['金汤', '金城', '金城汤池', '金城千里', '汤池铁城', '石城汤池', '金垒汤池', '固若金汤', '固金汤']
拂衣	['拂衣', '拂袖', '鲁男', '拂衣归去']
河阳一县花	['花县', '满县花', '河阳桃李', '满县栽花', '潘令', '潘岳花', '种花手似河阳县令', '潘子县', '河阳一县花', '一县繁花', '河阳景', '河阳花', '河阳花作县', '河阳花县', '河阳花满', '河阳花满县', '河阳', '花飞', '繁花一县', '安仁花县', '安仁县', '官舍栽花', '栽花成县', '栽花潘岳', '栽花潘令', '桃李满县', '桃李河阳', '桃李河阳县', '河阳潘令', '河阳宰', '河阳潘', '河阳种花', '一县栽花', '河阳栽花', '河阳色']
陶潜三径	['三径菊', '菊径', '松菊荒', '渊明径', '三径荒', '陶径', '三径', '彭泽菊松', '陶家', '陶潜三径', '陶公径', '陶家三径', '荒', '松荒三径', '松菊主人', '松菊径']
泉石膏肓	['烟霞志', '烟霞侣', '泉石膏肓', '烟霞痼疾', '烟霞痼', '烟霞癖', '烟霞心', '烟霞疾', '膏肓', '烟霞', '烟露痼疾', '泉石', '膏肓泉石']
泰否	['否泰', '否极泰来', '泰否', '否终则亨', '否去泰来', '否往泰来', '否极泰回', '否极生泰', '否极阳回', '否终则泰', '否终斯泰', '否终而泰']
泾渭分明	['泾渭', '泾渭不分', '泾渭自分', '浊泾清渭', '泾渭分明', '浊清', '泾渭自明']
南辕北辙	['南辕北辙', '北辙南辕', '北辕将适楚']
金铜仙人	['承露掌', '金掌露', '仙掌', '承露', '承露盘', '露掌', '露盘', '金掌', '铜仙泪', '铅泪', '金茎', '金铜仙人', '汉铜仙人', '仙泪下金铜', '仙盘', '仙露', '倾泪移盘', '承露杯', '汉武金盘', '汉宫仙掌', '泣铜盘', '盘泣铜仙', '盘泣露', '秋露泣铜仙', '辞汉金仙', '辞汉泪', '辞汉盘', '金人秋泪', '金茎露', '仙掌露', '仙茎露', '铜人辞汉']
饭颗山	['饭颗', '饭颗山', '嘲饭颗', '饭山', '嘲饭', '杜甫山', '杜瘦']
羲和驭日	['羲娥', '日驭', '日御', '日轮', '羲舒', '龙驭', '羲和鞭日', '六龙', '日辔', '羲和', '羲御', '羲阳', '羲和车', '羲和辔', '羲车', '羲轮', '六龙舆', '羲和驭日', '羲和御车', '羲和持鞭', '羲和敲日', '羲和走驭', '羲和迁辔', '羲和驭', '羲和驱日月', '六螭', '六龙回日', '六龙飞辔', '天车', '日车', '日驭六龙', '曦车']
洛阳耆英会	['洛社', '洛英图', '洛下同盟', '耆英社', '耆英会', '洛阳耆英会', '洛社1']
洛阳社	['白社', '洛社', '白社人', '洛阳社']
黄粱梦	['一枕黄粱', '邯郸梦', '黄', '粱梦', '黄粱梦', '磁枕', '荣枯黄梁', '一枕邯郸', '青霄里', '梦黄粱', '黄粱', '黄粱一梦', '黄粱枕', '黄粱炊', '黄粱高枕', '一邯郸', '一梦炊黄粱', '一梦觉黄粱', '一梦黄粱', '一觉黄粱熟', '一梦成炊黍', '一梦黄粱熟', '卢生梦', '卢生枕', '卢生逐梦', '吕公枕', '吕翁床', '客窗炊黍', '拜卢生', '旅枕梦', '枕上黄粱', '枕上邯郸', '枕中梦', '梦熟黄粱', '梦觉黄粱', '梦里荣华', '梦里说邯郸', '梦邯郸', '梦里黄粱', '炊熟黄粱', '炊粱梦', '炊粱', '炊黍', '炊黍梦', '炊黍枕', '百年炊未熟', '粱炊', '邯郸入梦', '邯郸吕公枕', '邯郸富贵', '邯郸景', '邯郸幻境', '邯郸']
流霞	['霞觞', '酌流霞', '流霞', '霞浆', '一杯霞', '斥仙', '流霞杯', '酌霞', '霞影入仙杯', '霞杯', '霞盏']
海屋添筹	['添筹', '海屋筹添', '海屋', '筹添海屋', '筹添海', '海屋添筹', '海添筹']
三箭定天山	['三箭天山', '三箭定天山', '定天山', '三发定边', '三矢平虏', '一箭歌', '三箭取侯封', '三箭功名', '三羽箭', '功收三箭', '天山', '三箭取']
涣然冰释	['冰释', '涣解', '涣若冰释', '涣然冰释']
涸辙之鲋	['波臣', '涸鲋', '涸辙之鲋', '辙鲋', '斗水', '枯涸', '枯鱼之肆', '滞涸', '困鳞', '失水鲋', '庄子鲋', '庄鲋', '枯鱼', '枯鲋', '枯鳞', '涸辙之枯', '涸辙枯鱼', '涸辙穷鱼', '涸辙鱼', '涸辙鲋', '涸辙鳞', '涸鱼', '涸鳞', '辙中涸鲋', '辙中鱼', '辙中鳞', '辙涸羁臣', '牛蹄中鱼', '牛蹄之鱼', '东溟臣', '救涸', '斗升水', '斗水活鳞', '枯肆', '枯鱼涸辙', '波臣守辙', '波臣槁', '泥辙', '涸辙', '枯辙']
渐入佳境	['啖蔗', '渐入佳境', '蔗境', '蔗尾', '蔗倒餐', '倒餐蔗', '倒餐甘蔗', '到尾蔗']
满城风雨	['满城风雨', '催租', '风雨重阳', '满城风雨近重阳', '催租人', '催租人到', '催租断句']
渔阳掺挝	['渔阳', '渔阳挝', '渔阳掺', '渔阳曲', '击鼓', '丞相', '渔阳掺挝', '渔阳三叠', '渔阳三弄', '渔阳操', '渔阳鼓', '三下', '击狂节']
铁板铜琶	['铜琶铁板', '铜琵琶', '铁板', '铜琵铁板', '铁板铜弦', '铁板铜琵', '铁绰铜琶']
玉树后庭花	['玉树', '玉树后庭花', '玉树花', '《后庭》遗曲', '《玉树庭花》曲', '后庭花', '商歌', '庭花', '遗曲']
渡虎	['渡虎', '猛兽奔', '江渡虎', '河渡虎', '浮虎', '渡河之兽', '虎去', '虎夜浮', '负子渡河', '刘昆']
温席扇枕	['扇枕', '温席', '扇枕席', '温被', '温席扇枕', '扇枕温衾', '温床扇席', '黄香', '温扇', '温枕扇席']
渭城	['阳关', '渭城', '渭城三叠', '阳关三叠', '第四声', '歌渭城', '泣', '清渭咽', '渭城烟柳', '诗', '渭城朝雨', '四叠阳关']
谷口子真	['耕岩', '谷口', '谷口子真', '谷口真', '谷口耕夫', '子真', '子真耕谷口', '岩耕', '归谷口']
湘妃竹	['湘妃', '湘竹', '湘灵', '湘娥竹', '楚竹', '江娥啼竹', '湘妃竹', '湘筠', '斑竹', '班竹', '江君', '湘君', '湘妃泪', '湘妃庙', '潇湘竹', '筠斑', '湘君竹', '湘女竹', '湘斑', '湘江竹', '湘筠斑', '九疑泪竹', '哭重华', '娥英泣', '帝子痕', '染竹成斑', '泪竹', '湘夫人', '湘娥', '湘波仙子', '湘神', '湘陵妃子', '湘妃怨']
滕公佳城	['佳城', '马立葬滕公', '闭滕公', '滕公宅', '滕公长住', '滕城']
滥竽充数	['滥竽', '吹竽', '滥吹', '齐竽', '窃吹', '滥尸', '混吹于齐竽', '滥竽充数', '滥充', '伎同南郭', '南郭之吹', '南郭先生', '南郭2', '南郭处士', '吹竽已滥', '混真', '混吹']
滹沱麦饭	['滹沱饭', '芜蒌豆粥', '滹沱麦饭', '芜蒌粥', '公孙粥', '呼沱饭', '芜亭麦饭']
漆园吏	['漆园', '蒙庄', '漆园吏', '蒙庄子', '漆园人', '漆园书']
漆室忧葵	['漆室', '漆室女', '倚楹啸歌', '漆室忧葵', '漆室忧', '漆室悲', '漆室悲吟', '漆室愁', '倚楹之戚', '忧葵', '之叹', '忧葵之叹']
漆身吞炭	['吞炭', '漆身', '豫让吞炭', '漆身吞豫炭', '吞炭复漆身', '豫让心', '豫让桥', '漆身吞炭', '吞炭漆身']
许由洗耳	['巢许', '洗耳', '许由', '巢父洗耳', '巢夷', '巢由', '由巢', '洗耳弃由瓢', '临河思洗耳', '许由匿尧', '洗耳高人', '许由洗耳', '许由事', '许由心', '许由遁', '不饮牛', '临流洗耳', '尧年隐', '巢涧', '巢繇', '巢由志', '巢由洗耳', '巢父洗', '巢由耳', '巢父耳']
漱石枕流	['漱石', '枕石', '枕石漱流', '漱石枕流', '漱流', '潄石枕流', '枕碧流', '漱流枕石', '孙公漱石', '枕流意', '枕流耳', '枕瀑流']
东华软尘	['红尘', '东华软尘', '东华尘', '娇尘软雾', '尘软', '软尘红', '软红尘']
