sentence	allusion	variation_number	allusion_index	transformed_allusion
汉王不好相如赋，方朔谁知是岁星。	东方朔岁星化身; 东方朔岁星化身	2	[[8, 9], [13, 14]]	[8, 9, 东方朔岁星化身]; [13, 14, 东方朔岁星化身]
齐手不知书，目不识字，而在郡有清政，吏事甚修。	不识一丁	1	[[6, 9]]	[6, 7, 8, 9, 不识一丁]
赐我如琼玖，将何报所亲?	投木报琼	1	[[3, 4]]	[3, 4, 投木报琼]
海翁自是忘机者，头白昏昏只醉眠。	鸥鹭忘机; 鸥鹭忘机	2	[[0, 1], [4, 5]]	[0, 1, 鸥鹭忘机]; [4, 5, 鸥鹭忘机]
婚嫁累苟轻，耕钓吾已补。	向平之愿	1	[[0, 2]]	[0, 1, 2, 向平之愿]
〔韦皋〕拜谒张公延赏，夫人相留作东床。	坦腹东床	1	[[16, 17]]	[16, 17, 坦腹东床]
名士风流原自喜，狂奴故态任人讥。	狂奴故态	1	[[8, 11]]	[8, 9, 10, 11, 狂奴故态]
彩凤齐驾初成辇，雕鹊填河已作梁。	乌鹊填桥	1	[[8, 11]]	[8, 9, 10, 11, 乌鹊填桥]
舞疑回雪态，歌转遏云声。	响遏行云	1	[[8, 10]]	[8, 9, 10, 响遏行云]
昔闻牛渚吟五章，今来何谢袁家郎。	咏史船	1	[[2, 4]]	[2, 3, 4, 咏史船]
喜晴行漂零踪迹客囊空，迅𫘝光阴岁律穷。	阮囊羞涩	1	[[7, 9]]	[7, 8, 9, 阮囊羞涩]
不随猿鹤化，甘作贾胡留。	猿鹤沙虫	1	[[2, 4]]	[2, 3, 4, 猿鹤沙虫]
龙文已远，轻图剸兕之功;鱼目滥持，自拟灵蛇之色。	隋侯之珠	1	[[19, 20]]	[19, 20, 隋侯之珠]
何时入宣室，更问洛阳才。	宣室召	1	[[2, 4]]	[2, 3, 4, 宣室召]
骥伏盐车不称情，轻车肥马凤凰城。	骥伏盐车	1	[[0, 3]]	[0, 1, 2, 3, 骥伏盐车]
且男党多于女党者，则以妇女知识恒较男子为低下，易受欺骗，见有熏香剃面美如冠玉之少年，谄笑逢迎，初诱以卑靡之辞，继被以内媚之术，挟其种种魔力以摄之，自无不入其彀中，而倾吐肝胆，愿共生死也。	英雄入彀	1	[[78, 79]]	[78, 79, 英雄入彀]
酒巡未止。听说二疏归可喜。	二疏还乡	1	[[7, 9]]	[7, 8, 9, 二疏还乡]
买山归卧谈何易，始觉巢由是盛时。	支遁买山	1	[[0, 3]]	[0, 1, 2, 3, 支遁买山]
我亦北阮穷途，鲛人泪尽，双鬓多添白。	鲛人泣珠	1	[[7, 9]]	[7, 8, 9, 鲛人泣珠]
关心事，省可的翠绡封泪，锦字挑思。	织锦回文	1	[[12, 15]]	[12, 13, 14, 15, 织锦回文]
痛饮黄龙雪旧耻，平吞鸭绿报新君。	痛饮黄龙	1	[[0, 3]]	[0, 1, 2, 3, 痛饮黄龙]
辅车相依，况总是楚弓得丧。	楚弓楚得	1	[[8, 11]]	[8, 9, 10, 11, 楚弓楚得]
汉节从来纵真赏，谢庭兰玉载芳音。	谢庭兰玉	1	[[8, 11]]	[8, 9, 10, 11, 谢庭兰玉]
屈原沈江死，扬雄投阁生。	扬雄投阁	1	[[6, 9]]	[6, 7, 8, 9, 扬雄投阁]
听出塞琵琶，风沙淅沥，寄书鸿雁，烟月微茫。	昭君出塞	1	[[1, 4]]	[1, 2, 3, 4, 昭君出塞]
邑绅蔡翁招饮，以予少年喜谈风月，谓某之雏女甫破瓜，艳而善歌，将召侑觞。	破瓜	1	[[22, 23]]	[22, 23, 破瓜]
他如代命代死，求母寻母，刻木庐墓，感盗感兽，息火退水，召祥致瑞，访药梦药，吮痈尝粪，不能枚举，历历可考，当置一册座右。	座右铭; 丁兰刻木	2	[[56, 57], [12, 13]]	[56, 57, 座右铭]; [12, 13, 丁兰刻木]
桂折应同树，莺迁各异年。	郤诜丹桂	1	[[0, 1]]	[0, 1, 郤诜丹桂]
诗狂他日笑遗山，饭颗不妨嘲杜甫。	饭颗山; 饭颗山	2	[[8, 9], [12, 14]]	[8, 9, 饭颗山]; [12, 13, 14, 饭颗山]
由今观之，冬老致身云霄之上，某亦岂无半面之雅，而辱在泥涂，邈之如路人。	半面不忘	1	[[18, 21]]	[18, 19, 20, 21, 半面不忘]
薄暮一番微雨后，江州司马湿青衫。	司马青衫	1	[[8, 11]]	[8, 9, 10, 11, 司马青衫]
此生忧患中，一饷安闲处。飞鸢悔前笑，黄犬悲晚悟。	跕鸢	1	[[12, 14]]	[12, 13, 14, 跕鸢]
安石能来问许询，相逢绝少元规尘。	庾公尘	1	[[12, 14]]	[12, 13, 14, 庾公尘]
会合之难，如次组绣。翻然失去，覆水何救?	覆水难收	1	[[15, 18]]	[15, 16, 17, 18, 覆水难收]
归来无产业，生事如转蓬。一朝乌裘敝，百镒黄金空。弹剑徒激昂，出门悲路穷。	季子貂敝	1	[[14, 16]]	[14, 15, 16, 季子貂敝]
盖闻穴蚁冲泉，未知远虑;玄禽巢幕，何能支久?	燕巢于幕	1	[[12, 15]]	[12, 13, 14, 15, 燕巢于幕]
此行羞伏枥，何必较夔蚿。	老骥伏枥	1	[[3, 4]]	[3, 4, 老骥伏枥]
霜鹘空拳知有命，溟鱼竭水恐伤神。	涸辙之鲋	1	[[8, 11]]	[8, 9, 10, 11, 涸辙之鲋]
屐折围棋千帐静，檄成横槊万山低。	横槊赋诗; 喜折屐	2	[[10, 11], [0, 3]]	[10, 11, 横槊赋诗]; [0, 1, 2, 3, 喜折屐]
这个却不是世谛情见，如明镜当台，明珠在掌，胡来胡现，汉来汉见，是他知有向上事，所以如此，如今只管做无事会。	掌上明珠	1	[[16, 19]]	[16, 17, 18, 19, 掌上明珠]
万里勤劳，也等是壮年，绣衣持节。	绣衣持斧	1	[[11, 14]]	[11, 12, 13, 14, 绣衣持斧]
荆卿适秦时，白虹贯阳精。	燕市悲歌	1	[[0, 3]]	[0, 1, 2, 3, 燕市悲歌]
都中薪桂米珠，勿忧资斧，舍后有窖镪，可以发用。	食玉炊桂	1	[[2, 5]]	[2, 3, 4, 5, 食玉炊桂]
玉导纤长，顿化作，云英香荚，风弄影，绿鬟撩乱，搔头斜插，璞小还思钗燕并，丛幽略比蕉心狭，看柔须、点缀半开时，微烘蜡。	玉燕钗	1	[[32, 33]]	[32, 33, 玉燕钗]
却敌吹笳刘越石，弯弓饮羽李将军。	射石饮羽	1	[[8, 11]]	[8, 9, 10, 11, 射石饮羽]
长幡绣佛祝三多。	华封三祝	1	[[5, 6]]	[5, 6, 华封三祝]
文人夸诞骋虚辞，多少缁尘浼素丝。	京洛尘	1	[[10, 11]]	[10, 11, 京洛尘]
此花不逐溪流出，晋客无因入洞来。	桃花源; 桃花源	2	[[8, 9], [12, 13]]	[8, 9, 桃花源]; [12, 13, 桃花源]
不见鹿门翁，全家事潜遁。	鹿门采药	1	[[2, 4]]	[2, 3, 4, 鹿门采药]
臣家本儒素，时无令名，滥竽宏博之科，税驾清华之地，瀛山抱椠，郎省握兰。	怀铅提椠	1	[[27, 28]]	[27, 28, 怀铅提椠]
新人迎来旧人弃，掌上莲花眼中刺。	掌上明珠; 眼中钉	2	[[8, 11], [12, 14]]	[8, 9, 10, 11, 掌上明珠]; [12, 13, 14, 眼中钉]
金榜荣名俱失尽，病身为庶更投魑。	四凶	1	[[13, 14]]	[13, 14, 四凶]
魏末，何晏他们以外，又有一个团体兴起，叫做‘竹林名士’，也是七个，所以又称‘竹林七贤’。	竹林七贤	1	[[22, 25]]	[22, 23, 24, 25, 竹林七贤]
笑吐张仪舌，愁为庄舄吟。	庄舄越吟; 张仪舌	2	[[8, 10], [2, 4]]	[8, 9, 10, 庄舄越吟]; [2, 3, 4, 张仪舌]
翟回车少别，凫化舄遥驰。	王乔凫舄	1	[[6, 8]]	[6, 7, 8, 王乔凫舄]
借问景阳台下客，谢家谁更卧东山?	东山再起	1	[[12, 14]]	[12, 13, 14, 东山再起]
难逢正似玉杵臼，易散便成风马牛。	蓝桥	1	[[4, 6]]	[4, 5, 6, 蓝桥]
眼青宾礼重，眉白众情高。	马良白眉	1	[[6, 7]]	[6, 7, 马良白眉]
施颦托倾园，《金缕》尊前劝客。	东施效颦	1	[[0, 1]]	[0, 1, 东施效颦]
白雪《梁山曲》，寒风《易水歌》。	燕市悲歌	1	[[11, 13]]	[11, 12, 13, 燕市悲歌]
君行直到蓝桥处，一见云英便爱卿。	蓝桥	1	[[10, 11]]	[10, 11, 蓝桥]
夫子之不竭兮，三黜终不弊兮，岂弟君子，永能厉兮。	柳惠三黜	1	[[7, 8]]	[7, 8, 柳惠三黜]
有多少官媒押定在乌纱后，不到乘鸾也死不休。	乘鸾	1	[[14, 15]]	[14, 15, 乘鸾]
堪笑翰林陶学士，一生依样画葫芦。	依样画葫芦	1	[[10, 14]]	[10, 11, 12, 13, 14, 依样画葫芦]
旧忝簪裾侣，新联车笠盟。	乘车戴笠	1	[[8, 10]]	[8, 9, 10, 乘车戴笠]
恨个侬无赖，卖娇眼、春心偷掷……休问望宋墙高，窥韩路隔。	东墙窥宋	1	[[18, 21]]	[18, 19, 20, 21, 东墙窥宋]
朝衣欲脱换轻衫，无恙西风旧布帆。	布帆无恙; 布帆无恙	2	[[8, 9], [13, 14]]	[8, 9, 布帆无恙]; [13, 14, 布帆无恙]
逍遥自得意，鼓腹醉中游。	击壤歌	1	[[6, 7]]	[6, 7, 击壤歌]
小时双钩学楷法，至今儿子憎家鸡。	家鸡野雉	1	[[12, 14]]	[12, 13, 14, 家鸡野雉]
魂蝶乱，梦鸾孤，知他睡也无?	庄周梦蝶	1	[[0, 1]]	[0, 1, 庄周梦蝶]
我欲弃官重问道，寸莛何以得舂容?	以莛撞钟	1	[[8, 9]]	[8, 9, 以莛撞钟]
雨时肠若，海宴河清；五星联珠，两曜合璧。	黄河千年一清	1	[[7, 8]]	[7, 8, 黄河千年一清]
草衔秋火，树抱春霜。书剑俱没，人琴并亡。	人琴俱亡	1	[[15, 18]]	[15, 16, 17, 18, 人琴俱亡]
凤台吹箫女，亦引长庚游。	乘鸾	1	[[0, 4]]	[0, 1, 2, 3, 4, 乘鸾]
塞门扫轨，邻右莫窥其面。	闭门却扫	1	[[0, 3]]	[0, 1, 2, 3, 闭门却扫]
卷六金主亮词孙何帅钱塘，柳耆卿作望海潮赠之，有“三秋桂子，十里荷花”之语，金主亮闻之，遂起投鞭渡江之志。	投鞭断流	1	[[45, 46]]	[45, 46, 投鞭断流]
臣幸以常才，文武兼阙。始年十八，投笔从戎。	投笔从戎	1	[[16, 19]]	[16, 17, 18, 19, 投笔从戎]
少卿泣曰：“可怜儿坐破寒窗，磨穿铁砚，只望播一功名，扬名显亲，谁知受父之累。	磨穿铁砚	1	[[14, 17]]	[14, 15, 16, 17, 磨穿铁砚]
仁者过其侧，拾之归青箱。	青箱传学	1	[[9, 10]]	[9, 10, 青箱传学]
绿树长维书画船，青门频倒逢迎屣。	米家书画船	1	[[4, 6]]	[4, 5, 6, 米家书画船]
卫青天幸辄有功，李广数奇竟何益?	李广难封	1	[[8, 11]]	[8, 9, 10, 11, 李广难封]
书牍人方尊狱吏，溺冠世久厌儒生。	牍背千金	1	[[4, 6]]	[4, 5, 6, 牍背千金]
困穷谁要卿料理，举头看山笏拄颊。	拄笏看山	1	[[10, 14]]	[10, 11, 12, 13, 14, 拄笏看山]
虽则是姓名未向榜头登，出由也不比终南径。	终南捷径	1	[[16, 18]]	[16, 17, 18, 终南捷径]
以管窥天，以蠡酌海，盛德形容，岂陈梗概?	管窥蠡测	1	[[0, 3]]	[0, 1, 2, 3, 管窥蠡测]
身随一鹤官如水，赋卖千金道不穷。	长门赋	1	[[8, 11]]	[8, 9, 10, 11, 长门赋]
无锥可卓香岩地，有柱难擎杞国天。	杞人忧天	1	[[12, 14]]	[12, 13, 14, 杞人忧天]
欹枕有时成雨梦，隔帘无处说春心，一从灯夜到如今。	巫山云雨	1	[[5, 6]]	[5, 6, 巫山云雨]
登高，聊尔耳，何须蜡屐，谁暇膏车。	阮孚蜡屐	1	[[9, 10]]	[9, 10, 阮孚蜡屐]
游子叹《黍离》，处者歌《式微》。	黍离愁	1	[[4, 5]]	[4, 5, 黍离愁]
忆昔卧冰求鲤，泣竹笋生，第恐难成。	孟宗泣笋	1	[[7, 10]]	[7, 8, 9, 10, 孟宗泣笋]
鹤驾何冥冥，鳌洲去浩浩。	龙伯钓鳌	1	[[6, 7]]	[6, 7, 龙伯钓鳌]
黄鸟哀时良士尽，碧鸡飞去霸图空。	秦穆杀三良	1	[[0, 2]]	[0, 1, 2, 秦穆杀三良]
舜发于畎亩之中，傅说举于版筑之下。	拔才岩穴	1	[[12, 13]]	[12, 13, 拔才岩穴]
叹残年、抚髀生肉，郁郁谁能堪此!	髀肉复生	1	[[4, 7]]	[4, 5, 6, 7, 髀肉复生]
熊经鸟申之士，抗步不还;漱流枕石之人，拂衣长往。	漱石枕流	1	[[12, 15]]	[12, 13, 14, 15, 漱石枕流]
生无一斗之才，慵开书卷;坐受五穷之累，羞掷莺花。	八斗才	1	[[2, 5]]	[2, 3, 4, 5, 八斗才]
昉（任昉）又曰：‘酒有千日醉，当是虚言。’杳云：‘桂阳程乡有千里酒，饮之至家而醉，亦其例也。’	千日酒	1	[[11, 13]]	[11, 12, 13, 千日酒]
倾城倾国难再得，行雨行云无定踪。	倾城倾国	1	[[0, 3]]	[0, 1, 2, 3, 倾城倾国]
汝将闭门却扫欤?不知缄口而内修也。	三缄其口	1	[[10, 11]]	[10, 11, 三缄其口]
闻说东山丝竹尽，谁恸西州门路。翁矍铄，依然如故。	马援据鞍	1	[[15, 17]]	[15, 16, 17, 马援据鞍]
我愁远谪夜郎去，何日金鸡放赦回?	金鸡放赦	1	[[10, 13]]	[10, 11, 12, 13, 金鸡放赦]
延津龙剑沉渊久，出匣依然百炼钢。	丰城剑气	1	[[0, 3]]	[0, 1, 2, 3, 丰城剑气]
白马怒涛人共恨，黄龙痛饮事皆空。	伍胥潮	1	[[0, 3]]	[0, 1, 2, 3, 伍胥潮]
我提到案下问时，那罗荣统呆似木鸡，一句话也说不出来。	纪渻木鸡	1	[[12, 15]]	[12, 13, 14, 15, 纪渻木鸡]
我思穴处避入地，陵谷变迁难定计。	陵谷	1	[[8, 11]]	[8, 9, 10, 11, 陵谷]
更倩南窗书妳味，不妨来伴太常斋。	太常斋	1	[[12, 14]]	[12, 13, 14, 太常斋]
中郎无愧至今称，因忆昌黎岂近名。	郭泰碑铭	1	[[0, 3]]	[0, 1, 2, 3, 郭泰碑铭]
白头共论胜事，须偿五湖深愿。	范蠡扁舟; 范蠡扁舟	2	[[9, 10], [12, 12]]	[9, 10, 范蠡扁舟]; [12, 范蠡扁舟]
又何须着意，求田问舍，生须宦达，死要名传。	元龙高卧	1	[[6, 9]]	[6, 7, 8, 9, 元龙高卧]
幸穿杨远叶，谬折桂高枝。	百步穿杨; 百步穿杨	2	[[1, 2], [4, 4]]	[1, 2, 百步穿杨]; [4, 百步穿杨]
杏树坛边渔父，桃花源里人家。	董奉杏成林	1	[[0, 2]]	[0, 1, 2, 董奉杏成林]
胸中故有青藜焰，梦里从渠墨水浑。	青藜照阁	1	[[4, 6]]	[4, 5, 6, 青藜照阁]
今日还珠守，何年执戟郎?	合浦珠还	1	[[2, 4]]	[2, 3, 4, 合浦珠还]
奈天教，垓下风寒，滹沱兵冻。	四面楚歌	1	[[4, 5]]	[4, 5, 四面楚歌]
辍耕垅上鸿鹄志，长啸山中鸾凤音。	鸿鹄之志	1	[[4, 6]]	[4, 5, 6, 鸿鹄之志]
孔龟效印，未议于酬恩;杨雀衔环，徒闻于报惠。	黄雀报	1	[[11, 14]]	[11, 12, 13, 14, 黄雀报]
拂龟亡决策，借箸昧前图。	留侯借箸	1	[[6, 7]]	[6, 7, 留侯借箸]
汉妃翠被娇无奈，吴娃粉阵恨谁知?	吴宫教阵	1	[[8, 11]]	[8, 9, 10, 11, 吴宫教阵]
丹井犹清浅，神钟又寂寥。	丹砂井	1	[[0, 1]]	[0, 1, 丹砂井]
衮绣元臣门户盛，童孙今日悬弧庆。	悬弧射矢	1	[[12, 14]]	[12, 13, 14, 悬弧射矢]
莫笑尘生甑，由来掘地炊。	甑尘釜鱼	1	[[2, 4]]	[2, 3, 4, 甑尘釜鱼]
今二君墓木已拱，而玉于、容斋又能起而继其传，吾不知其法之果有合于三君否耶？	墓木已拱	1	[[3, 6]]	[3, 4, 5, 6, 墓木已拱]
你大家便卖了战马，买头牛儿;丢下兵器，拿把锄儿，学那古人‘卖刀买犊’的故事，岂不是绿林中一段佳话!	卖剑买牛	1	[[29, 32]]	[29, 30, 31, 32, 卖剑买牛]
谁将清夜桓伊笛，吹入山阳向秀心?	闻筝堕泪	1	[[4, 6]]	[4, 5, 6, 闻筝堕泪]
元宰亲加豆，诸生肃咏雩。	沂水舞雩	1	[[9, 10]]	[9, 10, 沂水舞雩]
拂藤床两袖烟霞。道童能唱，村醪当茶，仙枣如瓜。	枣大如瓜	1	[[18, 21]]	[18, 19, 20, 21, 枣大如瓜]
今挈眷来此，米珠薪桂，并日而食，因纂《饮食谱》以掳怀，易字曰梦隐。	食玉炊桂	1	[[6, 9]]	[6, 7, 8, 9, 食玉炊桂]
桐圭帝子旧封都，参宿光中治一隅。	桐叶之封	1	[[0, 1]]	[0, 1, 桐叶之封]
喜画堂红烛，正芳辰俊赏，卷起扶风绛帐。	绛帐	1	[[14, 17]]	[14, 15, 16, 17, 绛帐]
我私心，还自忖，怕遇着多才女伴联闺运，那时节有技难藏郢氏斤。	郢匠挥斤	1	[[26, 28]]	[26, 27, 28, 郢匠挥斤]
仲宣楼头春色深，青眼高歌望吾子。	青白眼	1	[[8, 9]]	[8, 9, 青白眼]
且跖狗吠尧，吠非其主。	桀犬吠尧	1	[[1, 4]]	[1, 2, 3, 4, 桀犬吠尧]
鲁酒、邓邺，以况非相因而相因。	鲁酒薄而邯郸围	1	[[0, 1]]	[0, 1, 鲁酒薄而邯郸围]
征兰梦，记五苗丝绣，玉叶金柯。	燕梦征兰	1	[[0, 2]]	[0, 1, 2, 燕梦征兰]
任彦升刘先生夫人墓志既称莱妇，亦号鸿妻，复有令德，一与之齐。	莱妻	1	[[12, 13]]	[12, 13, 莱妻]
自秦台箫咽，汉皋珮冷，断雨零云难觅。	乘鸾	1	[[1, 4]]	[1, 2, 3, 4, 乘鸾]
床头百钱，杖头百钱，张公万选青钱，选刘公大钱。	杖头钱	1	[[5, 8]]	[5, 6, 7, 8, 杖头钱]
相逢既若旧，忧来伤人，片言代纻缟。	缟纻	1	[[14, 15]]	[14, 15, 缟纻]
千里追奔两蜗角，百年得意大槐宫。	南柯梦	1	[[12, 14]]	[12, 13, 14, 南柯梦]
乃援今而议古，焉得不圆凿而方枘乎?	方枘圆凿; 方枘圆凿	2	[[10, 11], [13, 14]]	[10, 11, 方枘圆凿]; [13, 14, 方枘圆凿]
谁知仙吏去，宛与世尘遥。	吴市隐	1	[[2, 3]]	[2, 3, 吴市隐]
官职郎君行马贵，功名厮养烂羊侯。	羊胃羊头	1	[[12, 14]]	[12, 13, 14, 羊胃羊头]
一枝春信到孤山，冰雪肌肤不觉寒。	陆凯传情	1	[[0, 3]]	[0, 1, 2, 3, 陆凯传情]
自怜春色罢，团扇复迎秋。	班姬咏扇; 班姬咏扇	2	[[6, 7], [9, 10]]	[6, 7, 班姬咏扇]; [9, 10, 班姬咏扇]
潭州四通馆梁间有云：“蜗角名，蝇头利。	蛮触交争	1	[[11, 12]]	[11, 12, 蛮触交争]
攀鳞直遂英雄志，殉节难忘国土风。	攀龙附凤	1	[[0, 1]]	[0, 1, 攀龙附凤]
德(刘德)字路叔，修黄老术，有智略。少时数言事，召见甘泉宫，武帝谓之‘千里驹’。	千里驹	1	[[35, 37]]	[35, 36, 37, 千里驹]
玉振金声，水增川涌，德兼才贵。	金声玉振	1	[[0, 3]]	[0, 1, 2, 3, 金声玉振]
仲尼麟史，不令游夏措辞。	绝麟	1	[[2, 3]]	[2, 3, 绝麟]
腰肢瘦几分，便梦儿长久，黄粱一瞬。年华如箭，人共好花都尽。	黄粱梦	1	[[12, 15]]	[12, 13, 14, 15, 黄粱梦]
急雨残红绝可怜，花如鸡肋雨如拳。	食鸡肋	1	[[10, 11]]	[10, 11, 食鸡肋]
缃帙缥囊，数起看何止一万卷;牙签犀轴，乘将来彀有三十车。	邺侯书	1	[[14, 17]]	[14, 15, 16, 17, 邺侯书]
封燔茅社，抱弄荃荪。陔兰始茂，隙驷俄奔。	南陔	1	[[10, 11]]	[10, 11, 南陔]
问张仪舌在，何难定霸;班生笔好，有日封侯。	张仪舌	1	[[1, 4]]	[1, 2, 3, 4, 张仪舌]
吴门白马望依稀，沧溟一掬堆琉璃。	吴练	1	[[0, 3]]	[0, 1, 2, 3, 吴练]
今兄弟三人，真豚犊耳！”	景升豚犬	1	[[7, 8]]	[7, 8, 景升豚犬]
作云作雨手翻覆，得马失马心清凉。	翻云覆雨	1	[[0, 3]]	[0, 1, 2, 3, 翻云覆雨]
寂寥相呴沫，浩荡报恩珠。	隋侯之珠	1	[[8, 10]]	[8, 9, 10, 隋侯之珠]
绕阶皆为谢氏树，依庭共拟窦家郎。	谢庭兰玉	1	[[4, 6]]	[4, 5, 6, 谢庭兰玉]
汝初得断凫续胫，遂欲一箭双雕耶?	一箭双雕	1	[[10, 13]]	[10, 11, 12, 13, 一箭双雕]
山中夜归戏作短歌骏马不用换美妾，名酒不用博凉州。	斗酒博凉州	1	[[20, 22]]	[20, 21, 22, 斗酒博凉州]
胡笛湾知鹾云：考《墨客挥犀》，欧阳公尝得一古画《牡丹丛》，其下有一猫，永叔未知其精妙，丞相正肃吴公一见曰：此正午牡丹也，何以明之？	麈尾清谈	1	[[11, 12]]	[11, 12, 麈尾清谈]
虽然是一时间花残月缺，休猜做瓶坠簪折。	瓶沉簪折	1	[[14, 17]]	[14, 15, 16, 17, 瓶沉簪折]
又曰：越王念吴欲复承之，乃中夜抱柱而哭，讫，复承之以啸。	尾生抱柱	1	[[15, 16]]	[15, 16, 尾生抱柱]
钧天张乐如洞庭，十二参差鸾凤鸣。	钧天广乐	1	[[0, 3]]	[0, 1, 2, 3, 钧天广乐]
圣朝光御极，残孽驻艰虞。才淑随厮养，名贤隐锻炉。	嵇康锻	1	[[20, 22]]	[20, 21, 22, 嵇康锻]
窗中问谈鸡，长夜何时旦?	谈鸡	1	[[3, 4]]	[3, 4, 谈鸡]
莫是沧浪子，悠悠一钓船。	沧浪濯缨	1	[[2, 4]]	[2, 3, 4, 沧浪濯缨]
教知蔡妇潸然意，可比神仙噀酒神。	栾巴噀酒	1	[[12, 13]]	[12, 13, 栾巴噀酒]
五岳看山，百城拥卷，豪语犹能说。	坐拥百城	1	[[5, 8]]	[5, 6, 7, 8, 坐拥百城]
怕难消受，怎能勾华封三祝，继美千秋。	华封三祝	1	[[8, 11]]	[8, 9, 10, 11, 华封三祝]
朝游翔凤池，暮直中书省。无由见颜色，况乃当畏景。	赵日	1	[[21, 22]]	[21, 22, 赵日]
固穷须学力，不敢废经锄。	带经锄	1	[[9, 10]]	[9, 10, 带经锄]
问陇头人，音容万里，待凭谁寄?	陆凯传情	1	[[1, 3]]	[1, 2, 3, 陆凯传情]
且取备实难，举长或易，小大之用，明言所施，勿得南箕北头，名而非实。	南箕北斗	1	[[23, 26]]	[23, 24, 25, 26, 南箕北斗]
何日请缨提锐旅，一鞭直渡清河洛。	终军请缨	1	[[2, 3]]	[2, 3, 终军请缨]
夫燔林而田则麒麟不至，覆巢破卵则凤凰不翔。	巢倾卵破	1	[[11, 14]]	[11, 12, 13, 14, 巢倾卵破]
手抄书半淡，巾漉酒微浑。	酒漉纱巾	1	[[6, 8]]	[6, 7, 8, 酒漉纱巾]
满县栽花祗悦目，桑麻雨露是公真。	河阳一县花	1	[[0, 3]]	[0, 1, 2, 3, 河阳一县花]
虚无指点骑鲸路，是骚人不凡处。	骑鲸	1	[[4, 5]]	[4, 5, 骑鲸]
余聆其方，谓其如生公说法，当是确有所得，非仅习口头禅者比，而且舌妙莲花，亦复才工柳絮，问诸近世比邱中，固是得未曾有。	生公点石头	1	[[8, 11]]	[8, 9, 10, 11, 生公点石头]
七步八叉，具有成例，古人击钵催诗，我要击钵了。	击钵催诗	1	[[12, 15]]	[12, 13, 14, 15, 击钵催诗]
易水离歌阕，齐纨怨思新。	燕市悲歌	1	[[0, 3]]	[0, 1, 2, 3, 燕市悲歌]
三峡却为行雨客，九天曾是散花人。	天女散花	1	[[12, 14]]	[12, 13, 14, 天女散花]
记得瓢泉快活时，长年耽酒更吟诗。蓦地捉将来，断送老头皮。	断送老头皮	1	[[22, 26]]	[22, 23, 24, 25, 26, 断送老头皮]
欲酹鸱夷西子，未办当年功业，空系五湖船。	范蠡扁舟	1	[[16, 18]]	[16, 17, 18, 范蠡扁舟]
泰去否来何足论，宫中晏驾人事翻。	泰否	1	[[0, 3]]	[0, 1, 2, 3, 泰否]
雪窖羝羊双涕泪，锦官杜宇一悲号。	苏武节	1	[[0, 3]]	[0, 1, 2, 3, 苏武节]
彼言者直坐井窥天，以蠡测海耳，西法必不受过也。	坐井观天	1	[[4, 7]]	[4, 5, 6, 7, 坐井观天]
今朝倘降非常顾，倒屐宁惟有古人。	倒屣迎宾	1	[[8, 9]]	[8, 9, 倒屣迎宾]
窥园董子心仍在，扫室陈蕃志且偿。	陈蕃室	1	[[8, 9]]	[8, 9, 陈蕃室]
天人学业，风云气象，可困泥涂。随着傅岩霖雨，大家济润焦枯。	傅说霖	1	[[17, 20]]	[17, 18, 19, 20, 傅说霖]
断句残篇，珍重昔年鸿印。	鸿爪雪泥	1	[[9, 10]]	[9, 10, 鸿爪雪泥]
功业须及时，立身有行藏。	用行舍藏	1	[[9, 10]]	[9, 10, 用行舍藏]
伏波薏苡生谗言，青蝇营营变白黑。	薏苡明珠	1	[[0, 3]]	[0, 1, 2, 3, 薏苡明珠]
沙丘牡黄马已死，俗马千年不能嗣。	方皋相马	1	[[0, 3]]	[0, 1, 2, 3, 方皋相马]
我家小娘子出身矜贵，门楣王谢，甲第金张。	金张许史	1	[[17, 18]]	[17, 18, 金张许史]
后数年，闻山东雷击一道士，或即此道士淫杀过度，又伏天诛欤?螳螂捕蝉，黄雀在后，挟弹者又在其后，此之谓矣。	螳螂捕蝉，黄雀在后	1	[[29, 37]]	[29, 30, 31, 32, 33, 34, 35, 36, 37, 螳螂捕蝉，黄雀在后]
多情委路尘，怕永负今生玉杵盟。	蓝桥	1	[[11, 13]]	[11, 12, 13, 蓝桥]
吏部逢今日，还应瓮下眠。	瓮间吏部	1	[[8, 10]]	[8, 9, 10, 瓮间吏部]
孔龟效印，未议于酬恩;杨雀衔环，徒闻于报惠。	龟顾	1	[[0, 3]]	[0, 1, 2, 3, 龟顾]
晚生不揣鄙陋，竟学那毛遂自荐，倘大人看我可为公子之师，情愿附骥。	毛遂自荐	1	[[10, 13]]	[10, 11, 12, 13, 毛遂自荐]
楚师屠汉卒，睢息惟河鲠其流；秦人坑赵士，沸声若雷震。	长平之祸	1	[[16, 18]]	[16, 17, 18, 长平之祸]
欲讯桑田成海，人世了无知者，鱼鸟两相推。	沧海桑田	1	[[2, 5]]	[2, 3, 4, 5, 沧海桑田]
若见君平须借问，仙槎一去几时来?	乘槎	1	[[8, 9]]	[8, 9, 乘槎]
功名事无有分，且着鞭，休羡祖生先。	祖鞭先著	1	[[13, 15]]	[13, 14, 15, 祖鞭先著]
莫怪当欢却惆怅，全家欲上五湖舟。	范蠡扁舟	1	[[12, 14]]	[12, 13, 14, 范蠡扁舟]
