sentence	variation_number	allusion	allusion_index
相思命驾应无日，且约陶然寓醉乡。	1	吕安题凤	[[0, 4]]
为箕为裘，亦自勉家傅之业。	1	克绍箕裘	[[2, 3]]
绣羽衔花他自得，红颜骑竹我无缘。	1	竹马之好	[[10, 11]]
惟有安期舄，留之沧海隅。	1	安期遗舄	[[2, 5]]
见花便独笑，见草即忘忧。	1	萱草忘忧	[[9, 10]]
士安好学，成于叔母之慈，伯道无儿，终获子绥之报。	1	邓攸无子	[[12, 15]]
予欲用为垂珰夹乘之官，以代吾盘盂韦弦之戒。	1	韦弦	[[16, 20]]
乘槎自有适，非欲破长风。	1	乘风破浪	[[8, 11]]
扣箧待商扬子字，经时迟枉阮公书。	1	载酒问奇字	[[4, 7]]
邓通饿死严陵贫，帝王岂是无人力?	1	邓家铜山	[[0, 4]]
后难居上，远不间亲。	1	后来居上	[[0, 4]]
顷在澄江见一诗云：「坐见茅斋一叶秋，小山丛桂鸟声幽。	1	一叶知秋	[[14, 16]]
欲留衣冠挂神武，便击云水归南溟。	1	挂冠	[[2, 7]]
你老先生是学问好，阅历深，这事原只为了你先生一人，还请你先生系铃解铃，劝劝大家，同到猪大肠那边去请个安，赔个罪，我从中在里面替你们调处，就是猪大肠一时不肯服气，也有我担代。	1	解铃还须系铃人	[[30, 33]]
圣者犹韦编三绝，以勤经业，凡才近人，安得兼修?	1	韦编三绝	[[3, 7]]
然同舟共济，安危势同;祸痛已连，非言饰所解，自公侯所明也。	1	同舟共济	[[1, 5]]
圯桥取履，早见兵书；竹林逢猿，徧知劒术。	1	圯桥进履	[[0, 3]]
瞒他不得，诗情懒倦，沈腰销瘦。	1	沈约瘦	[[10, 14]]
﹝老和尚﹞说道：‘居士，你但放心，说凶得吉；你若果有些山高水低，这事都在我老僧身上。’	0	nan	[]
潘岳赋，孟家邻，尽将歌酒寿良辰。	1	孟母择邻	[[4, 7]]
千秋未了齐宫怨，年年断魂谁诉!	1	齐蝉	[[4, 7]]
小臣摇彩笔，几欲拟张衡。	1	江淹梦笔	[[3, 5]]
有人常食蔬茹，忽食羊肉，梦五藏神曰：“羊踏破菜园！	1	羊踏菜园	[[19, 23]]
依旧桃花面，频低柳叶眉。	1	人面桃花	[[2, 5]]
音入蓝桥，响振琼瑶。	1	蓝桥	[[2, 4]]
经年梗泛判游踪，一笑惊从意外逢。	1	土偶桃梗	[[2, 4]]
上宰调梅寄，元戎细柳威。	1	盐梅和鼎	[[2, 4]]
季景父子，雅业相传，抑弓冶之义。	1	克绍箕裘	[[11, 13]]
叹嗟悬剑陇，谁识梦刀祥?	1	三刀梦	[[8, 10]]
古今丘貉，一编且对青史。	1	一丘之貉	[[0, 4]]
苏耽橘红井泉碧，威灵仙术终相期。	1	苏耽	[[0, 1]]
休说起舞登楼，那人已先我，渡江横楫。	1	中流击楫	[[13, 17]]
仲尼门徒，升堂者七十有二，颜氏居八人焉。	1	升堂入室	[[5, 7]]
乌衣羽，倒做黄雀环。两相通，非偶然。	1	黄雀报	[[6, 9]]
痛惊风大椿忽掊，恨临霜灵萱摧朽。	1	椿年	[[3, 5]]
世尊常得味中上味，喉脉直故能引身中诸支节脉所有上味，风热痰病不能为杂，由彼不杂脉离沉浮、延缩、坏损、痈曲等过，能正吞咽津液通流故，身心适悦常得上味，是二十五。	0	nan	[]
东观汉纪、后汉书吴佑传并云：“马援以薏苡兴谤，王阳以衣囊徼名，嫌疑之间，诚先贤所宜慎也。	1	薏苡明珠	[[18, 21]]
老宫相信，这件事，大老姜早在他提出这个问题之前就深思熟虑过了，而且已经胸有成竹。	1	胸有成竹	[[35, 39]]
谁料流弊却无穷，一班效颦的便随手拉一本书，你也标点，我也标点。	1	东施效颦	[[10, 12]]
因居暇时游，长铗不复弹。	2	冯驩弹铗, 冯驩弹铗	[[6, 8], [10, 11]]
诸君发蒙耳，汲直与臣同。	1	汲黯直言	[[6, 7]]
一以后人编订玉屑夹沙，一以录校非人，致多误会，一以木板易朽，鱼鲁难分。	1	鲁鱼亥豕	[[30, 31]]
严陵七里滩，携手同所适。	1	羊裘钓	[[2, 5]]
松萝虽可居，青紫终当拾。	2	取青拾芥, 取青拾芥	[[6, 8], [9, 11]]
吴绛仙，炀帝宫人，凤舸殿脚女，善作眉妩。望海潮（海子岸莫归金城坊）山含烟素，波明霞绮，西风太液池头。	1	锦帆天子	[[11, 13]]
倘执著行迹，稍存意、必、固、我，是犹叶公但知画龙，而不知有真龙矣。	2	叶公好龙, 叶公好龙	[[18, 19], [22, 23]]
中丞独儒雅，示抚无弦琴。	1	无弦琴	[[8, 11]]
谁怜团扇妾，独坐怨秋风。	1	班姬咏扇	[[2, 5]]
主奉二鲤鱼，中含五文章。	1	鱼传尺素	[[2, 5]]
嫦娥桂独成幽恨，素女弦多有剩悲。	1	素女弦	[[8, 11]]
圣者犹韦编三绝，以勤经业，凡才近人，安得兼修。	1	韦编三绝	[[3, 6]]
石青阳鼓掌道：“此计妙极，我想袁祖铭虽能用兵，此一番，必然又教他倒绷孩儿了。	1	倒绷孩儿	[[32, 35]]
负薪沉璧戴君相，会见注海行江河。	1	斩蛟破璧	[[2, 3]]
昨天的敌人，只要肯做扶持自己的爪牙，今天便封王裂地。	1	分茅列土	[[23, 25]]
涕泪包胥血，饥寒苏武毡。	1	苏武节	[[8, 11]]
傅栖岩而神交，伊荷鼎以自进。	1	伊尹荷鼎自进	[[-1, 5]]
渡江天马南来，几人真是经纶手?	1	五马渡江	[[2, 6]]
有谁见窃药飞升，料文人驾说无凭。	1	嫦娥奔月	[[3, 7]]
断鳌搘四柱，卓马济三灵。	1	女娲补天	[[0, 5]]
半菽一瓢饮，悬鹑百结衣。	1	百结	[[6, 11]]
魏颗从治而致结草之报，子都守信而受骢骥之锡。	1	结草以报	[[0, 4]]
所谓‘耳治’、‘口治’、‘目治’这诵读教学三部曲，日渐纯熟，则古人的‘一目十行’、‘七步成诗’，并非难事。	1	七步成诗	[[42, 46]]
奋然鼓勇拔赵帜，不则严杖完燕城。	1	拔赵帜易汉帜	[[4, 7]]
须臾海运时，羊角抟风，垂云展翅。	1	鲲鹏展翅	[[6, 10]]
仲尼日：丘也尝使于楚矣，适见豚子食食乳也于其死母者。	0	nan	[]
贼即传令，各归伍退三舍，不唤汝，不入也。	1	退避三舍	[[8, 10]]
小弟追甲入山，自当归咎于彼;将军风遥牛马，何以怅望略同?	1	风马牛不相及	[[16, 20]]
岂詹尹之不我灵，抑壶公愚，我以朽索。	1	朽索驭马	[[15, 16]]
落拓何曾夸马骨，淹留岂为恋猪肝。	1	千金市骨	[[5, 7]]
三代以降，秦火劫灰，名目空存，想象徒结。	1	昆明灰	[[7, 8]]
一声珠串，数敲牙板，应有梁尘落。	1	歌落梁尘	[[12, 15]]
寒水浮瓜六月时，把君衣袖长河曲。	1	沉李浮瓜	[[0, 4]]
亦知洞府嘲轻脱，终胜嵇康羡王烈。	1	王烈髓	[[10, 15]]
似这般人物我见犹怜，何况哥哥？	1	我见犹怜	[[5, 8]]
事参商，心悒怏，岐路多亡羊。	1	歧路亡羊	[[8, 12]]
端如啖蔗及佳境，快意不复嘲天悭。	1	渐入佳境	[[2, 4]]
至于杂气财官，亦是画蛇添足。	1	画蛇添足	[[9, 12]]
而杜牧之诗有“天上凤凰难得髓，何人解合续弦胶”，恐髓字误。	1	续弦胶	[[19, 21]]
㕴吟久，想依依春树，人在江东。	2	云树之思, 云树之思	[[7, 9], [12, 14]]
孔明不死吾其归，左衽岂宜蝤蛴领。	1	蝤蛴领	[[12, 14]]
真君乃假为符竹，求谒于敦，盖将欲止敦之暴，以存晋室也。	1	分虎竹	[[5, 6]]
魂将离鹤远，思逐断猿哀。	1	断肠猿	[[8, 11]]
汉朝丞相系，梁日帝王孙。蕴藉为郎久，魁梧秉哲尊。	1	郎潜白发	[[14, 17]]
琴高游会稽，灵变竟不还。	1	琴高乘鲤	[[0, 5]]
永明十年，始于兴福寺讲《成实论》。先辈法师，排竞下筵。名振日下，听者千余。	1	日下	[[29, 31]]
石破天惊无此局，凤歌麟叹奈何天!	1	绝麟	[[8, 12]]
宛转结蚕书，寂寞无雁使。	1	雁足书	[[9, 11]]
惭无寡和曲，空陪郢中唱。	1	曲高和寡	[[2, 5]]
率而操觚，扬扬得意，不自知可耻。此《关雎》所以不作，此郑声所以盈天下也。	1	关雎	[[18, 20]]
他平日相厚那些人都不是老成有见识的人，脱不了都是几个暴发户，初生犊儿。	1	初生之犊	[[30, 34]]
臣既驽弱，不胜重任……虚忝隆宠。	1	隆准	[[13, 15]]
怅顿解连环，西窗下、对烛频哽咽。	1	齐后破环	[[2, 4]]
谁言七襄咏，重入五弦歌。	1	舜弦	[[8, 11]]
耕避初平石，烧残沈约楼。	1	叱石为羊	[[2, 5]]
铄金祗为招群忌，投杼何当慰母疑。	3	曾参杀人, 曾参杀人, 众口铄金	[[8, 9], [13, 14], [0, 1]]
何如吴门市，卖药卖卜，饿死亦足。	1	吴市隐	[[2, 5]]
意马心猿萦梦寐，河鱼天雁托音书。	1	雁足书	[[8, 12]]
木人漂漂不如土，坐阅兴亡知几许?	1	土偶桃梗	[[0, 4]]
劝深子玉铭，力竞相如赋。	1	座右铭	[[2, 5]]
石麟家梦习，玉矢祖弧县。	1	麒麟儿	[[0, 4]]
谓即桂阳之苏耽也，并无好弹琴乘赤鲤事，安得以琴高附会之，且谓琴高赵人，与泾相远为可疑，而苏耽桂阳人，宁与泾近而可信乎？	1	苏耽	[[5, 6]]
璟等上言：“七子均养，著于《国风》。	1	鸤鸠之仁	[[6, 9]]
明人所著率类州县志书，则等之自郐矣。	1	自郐无讥	[[14, 15]]
仓箱且为农夫庆，敢说祠官俸有金。	1	千仓万箱	[[0, 1]]
三呼声里，君王万寿，岁岁传柑笑语。	1	嵩岳三呼	[[0, 2]]
属早日初眩，晨霾未收，乏离朱之明，昧王戎之视。	2	岩下电, 岩下电	[[18, 20], [21, 22]]
公超雾市，鲁般云梯。	1	五里雾	[[0, 4]]
否臧握麟管，文献赖斯存。	1	绝麟	[[3, 5]]
垂罗舞縠扬哀音，郢中《白雪》且莫吟。	2	曲高和寡, 曲高和寡	[[8, 10], [11, 13]]
诗多别致，如《戊子》云：「行非杨秉三无惑，性似嵇康七不堪。	1	嵇康七不堪	[[23, 27]]
终留赤玉舄，东上蓬莱路。	1	安期遗舄	[[2, 5]]
男子本悬弧，有志在四方。	1	悬弧射矢	[[3, 4]]
已向升天得门户，锦衾深愧卓文君。	1	琴挑文君	[[13, 14]]
咏絮才无对，闻琴意始真。	1	咏絮	[[0, 3]]
凝香余坐啸，飞诏趣遄征。	1	啸诺	[[3, 4]]
在东朝则非鸣鸠平均之意，在上则少鹡鸰在原之情。	1	鹡鸰在原	[[16, 20]]
曰：“予用背水阵法，颇类兴既言不愆行期，自不容缓。惬知己之意，折妒者之心，使异地则不能也。”	1	背水阵	[[5, 7]]
仙桃方照灼，人柳正蹁跹。	1	汉柳三眠	[[6, 7]]
真薄幸，原何陇蜀相兼并。	1	得陇望蜀	[[6, 7]]
但愿题名玉署，通籍金闺，庶慰丸熊，更消织锦。	1	熊丸之教	[[14, 15]]
今足下乃复比之献玉者，以为必俟玉人之剖，然后见之于天下，虽两刖足不为病，且无使勍者再刖，诚足下相勉之意厚也。	1	和氏之璧	[[29, 32]]
天聪六年，行新定朝仪；崇德元年，行太庙荐新礼……八年，定内外相见礼，此我朝班朝肃庙之始。	0	nan	[]
东吴耗费钱粮，玄德公坐收渔人之利。	1	鹬蚌相持，渔人得利	[[12, 15]]
遘良媒，凶中遇福难回避，倒做了锦上添花把好事催。	0	nan	[]
生有笙歌矜马帐，死犹诗句在鸡林。	1	绛帐	[[5, 7]]
若非审音以知政，安能制礼而作乐，听之忘味，佞邪之道弗兴。	1	闻韶忘味	[[18, 20]]
干宝曰：否泰盈虚者，神也。	1	泰否	[[4, 5]]
避地时忽忽，出山意悠悠。	1	出山小草	[[6, 8]]
四壁一身长客梦，百忧双鬓更春风。	1	家徒四壁	[[0, 4]]
休题五朵，莫梦阳台，不赠相思。	1	韦陟五朵云	[[2, 4]]
当远慕廉蔺在公之德，近效平勃忘私之交。	1	负荆请罪	[[3, 7]]
哎哟！可是说的了：‘侯门似海’，我是个什么东西儿！他家人又不认得我，去了也是白跑。	1	侯门如海	[[10, 13]]
早晚登车持绣斧，好将封事报明君。	1	绣衣持斧	[[5, 6]]
濯沧浪，开玉镜，照朱颜。	1	沧浪濯缨	[[0, 3]]
爱妾换初酬，将军蓦紫骝。	1	妾换马	[[0, 3]]
秦宫既获，鲁殿犹存。	1	鲁灵光殿	[[5, 8]]
自笑狂疏，尊前起寿，不似卫郎温润。	1	冰清玉润	[[12, 16]]
运甓调辛苦，闻鸡屡寝兴。	2	闻鸡起舞, 闻鸡起舞	[[6, 8], [9, 11]]
陆暐见双璧，陈氏推二方。	1	难兄难弟	[[9, 11]]
昔周公躬吐捉之劳，故有圉空之隆。	1	吐哺握发	[[4, 6]]
落落元龙湖海气，琅琅董相天人策。	1	元龙高卧	[[2, 7]]
盖凤泽畔行吟，往往眷念宗邦，不忘忠爱。	1	泽畔吟	[[2, 5]]
暂应青词为穴凤，却思丹徽伴冥鸿。	1	冥鸿	[[13, 15]]
楚台风快，湘簟冷、昶披襟。	1	大王风	[[0, 3]]
可惜国香天不管，随缘流落小民家。	1	燕梦征兰	[[2, 3]]
嗷嗷臣乌，其子反哺。	1	乌哺	[[7, 9]]
清兴满山阴，鸿断鱼沉，一书何啻值千金?	1	鱼传尺素	[[6, 10]]
茨室留皇鉴，熏歌盛有虞。	1	舜弦	[[6, 8]]
一见刺史天，稍忘狱吏尊。	1	刺史天	[[2, 5]]
地远虞翻老，秋深宋玉悲。	1	宋玉悲秋	[[8, 11]]
世为谣曰：『任达不已，幼舆折齿。	1	投梭折齿	[[13, 14]]
说到此处，就是卧冰、哭竹、扇枕温衾，也难报答万一。	3	王祥卧冰, 孟宗泣笋, 温席扇枕	[[7, 8], [10, 11], [13, 16]]
吁嗟咸阳市，敝帚希千金。	1	敝帚千金	[[6, 10]]
周官置臬，郢匠挥斤，异态神行，全模化造。	1	郢匠挥斤	[[5, 9]]
沂水弦歌重曾点，菑川故旧识平津。	1	沂水舞雩	[[0, 4]]
同看淮南一县花，悬鱼拔薤在冰衙。	2	羊续悬鱼, 拔薤	[[8, 9], [10, 11]]
直上似追奔月女，孤行肯逐驭风仙。	1	嫦娥奔月	[[4, 7]]
记前回、赤水得玄珠，骊龙睡。	1	探骊得珠	[[6, 9]]
其十：“驱山缩地迥尘寰，从此交情事不关。	2	长房缩地, 驱石驾沧津	[[6, 7], [4, 5]]
五桂重芳，一椿未老，四叶传经。	1	五桂联芳	[[0, 4]]
国初尚《文选》，当时文人专意此书，故草必称王孙，梅必称驿使，月必称望舒，山水必称清晖。	1	陆凯传情	[[27, 29]]
未尝肯问天，何事须击壤?	1	呵壁问天	[[3, 5]]
催颓白发知交外，伫看经纶事业长。	1	经纶	[[10, 11]]
官清自比乘轩鹤，心小还同畏网鱼。	1	乘轩鹤	[[4, 7]]
盖唐人犹有六朝余习，故以《文选》为论衡枕秘。	1	枕中鸿宝	[[19, 21]]
太真绝裾，同心戮力，逆峻旋擒青史昭。	1	绝裾而去	[[0, 4]]
出尘外，风标幽独。除了留侯无此貌，便何郎傅粉终粗俗。	1	傅粉何郎	[[18, 22]]
叹三户之亡秦，知万人以离项。	2	亡秦三户, 亡秦三户	[[1, 3], [4, 6]]
亦有江边解佩人，兰桡桂楫傍江春。	1	汉皋解佩	[[2, 7]]
至五祖，入室次，祖举倩女离魂话问之，有契。	1	倩女离魂	[[10, 13]]
布褐不妨为替代，绨袍何取受哀怜?	2	绨袍惠, 绨袍惠	[[8, 10], [14, 15]]
学种青门五色瓜，随野鹿，听池蛙，再休想长安去看花。	1	东陵瓜	[[2, 7]]
下榻琴尊来旧梦，买山徒侣泣先几。	1	支遁买山	[[8, 9]]
纤腰无力，怯南阳之捣衣;生长深宫，笑扶风之织锦。	1	织锦回文	[[21, 23]]
醉离淮甸寒星下，吟指梁园密雪中。	2	梁园赋雪, 梁园赋雪	[[10, 12], [13, 14]]
西汉亲王子，成都老客星。	1	客星	[[9, 11]]
其而通列侯宗室为名高，两人相为引重，其游如父子然，相得甚欢无厌，恨相知晚。	1	相见恨晚	[[32, 35]]
予按《文选》魏武帝《短歌行》云：“何以解忧？惟有杜康。”康亦作酒，人而选诗，遂以为酒用。	1	杜康	[[24, 25]]
尊驾从何处来?似有半面之识。	1	半面不忘	[[9, 13]]
毕卓正思身夜瓮，刘章底用令秋霜。	1	瓮间吏部	[[0, 1]]
碧云冉冉蘅皋暮，彩笔新题断肠句。	1	江淹梦笔	[[8, 10]]
此郡僻处万山中，风俗质朴，混沌未凿。	1	凿窍	[[13, 17]]
爱酒晋山简，能诗何水部。	2	山公醉酒, 山公醉酒	[[0, 2], [3, 5]]
其近城者，常有三虎，中一虎已黑色，兼有肉翅。	0	nan	[]
此宅子甚好，但无出水处。	0	nan	[]
相忘调余无事没偏中，那更有心分异同，谁道潘郎多快便，倒骑驴背过桥东。	1	潘安貌	[[20, 21]]
又爱贤之情，与时而笃，冀同市骏，庶匪畏龙。	1	叶公好龙	[[18, 20]]
未能肩拍洪，但欲目击温。	1	拍洪崖肩	[[2, 5]]
紫气镆干埋不得，青枫刺绣任成灰。	1	干将莫邪	[[2, 4]]
虽然，夜深矣，心旌不定，庸敢他出?彼倘问韩寿何来，将何以应?不且鸿离鱼网乎?”女曰：“桃源女伴，皆司空见惯，无虑唐突。	2	司空见惯, 桃花源	[[49, 52], [43, 44]]
朝三暮四，昨非今是，痴儿不解荣枯事。	1	朝三暮四	[[0, 4]]
邻女乍萌窥玉意，文君早乱听琴心。	1	东墙窥宋	[[4, 6]]
固知荆山之人，以玉抵鹊，良不诬也。	1	荆玉抵鹊	[[7, 10]]
伏以灿灿赤绳，巧撮姻缘连蒂日;频频青鸟，好衔欢喜到人间。	1	月下老人	[[4, 6]]
中郎应自怜焦尾，巧匠何堪笑斫轮?	1	轮扁斫轮	[[13, 15]]
洛浦惊鸿别，高唐暮雨归。	1	巫山云雨	[[6, 10]]
春风习习庭轩下，玉树芳兰次第栽。	1	谢庭兰玉	[[8, 12]]
心但葵倾，迹犹匏系。伏蒲之觐谒未果，献芹之诚恳空深。	1	匏瓜	[[7, 9]]
孟光举案，而人不以为谄，何哉?分在则然耳。	1	举案齐眉	[[0, 4]]
然时方清明，居民无世，人以卧治称焉。	1	卧治	[[13, 14]]
孙弘不开阁，丙吉宁问牛?	2	丙吉问牛, 丙吉问牛	[[6, 8], [9, 11]]
饥寒无甘旨之资，限役废晨昏之半。	1	甘旨	[[3, 5]]
齐奴豪奢谁比数，酒醒爱击珊瑚株。	1	石崇斗奢	[[0, 4]]
虽一时狐鼠之徒，其祸亦不至若是烈也。	1	城狐社鼠	[[3, 4]]
应笑无成三黜后，病衰方始赋归田。	1	陶令归去来	[[12, 15]]
正是坐对名花，足不出户，连自己公馆也不回去。	0	nan	[]
香馥东篱菊，樽余北海酒，裁诗千百篇，年年登衮绣。	2	北海尊, 东篱菊	[[8, 10], [2, 4]]
战功高后数文章，怜我秋斋梦蝴蝶。	1	庄周梦蝶	[[12, 15]]
寥寥场圃空，跕跕乌鸢下。	1	跕鸢	[[6, 10]]
你虽有万贯财，争如俺七步才。	1	七步成诗	[[10, 13]]
海上安期今亦老。从教吃尽如瓜枣。	1	枣大如瓜	[[12, 14]]
都缘顽福前生造，更有同归慰寂寥。	1	白首同归	[[10, 12]]
关中尚可一丸封，奉诏东征苦仓卒。	1	泥封函谷	[[4, 7]]
杜宇一声春欲暮，海棠睡去未曾知。	1	海棠睡	[[8, 10]]
马上固惭消髀肉，幄中尤羡愈头风。	1	髀肉复生	[[4, 7]]
千秋万古回文锦，只许苏娘读得成。	1	织锦回文	[[4, 7]]
濩落我材无所用，易除殆类无根潦。	2	魏王瓠, 魏王瓠	[[0, 2], [-1, 1]]
晋楚相持，吾王正在用人之际，两位将军，有此神箭，当奏闻吾王，美玉不可韫椟而藏。	1	韫椟待价	[[34, 38]]
最喜饮醇近色，妙舞清讴。	1	醇酒妇人	[[2, 6]]
果能标其精要，详其首尾，翦裁有法，繁简得中，条理秩然，元本贯串，岂寻常士子所能学步。	1	邯郸学步	[[39, 40]]
岳鹿折来真有胆，山龙补处自无痕。	1	五鹿角折	[[0, 3]]
窗外素娥窗内客，分明各自梦巫阳。	1	嫦娥奔月	[[2, 4]]
空悲故剑，徒嗟金穴，璋瓒奚献，プ罔设。	1	故剑	[[2, 3]]
自笑餐毡典属国，来看换酒谪仙人。	1	苏武节	[[2, 4]]
不道鹤鸡殊羽翼，许依龙虎借风云。	1	鹤立鸡群	[[2, 7]]
銮殿对时亲舜日，鲤庭过处着莱衣。	1	老莱娱亲	[[13, 15]]
及高宗改刺史为节度使，汉苏武陷匈奴中十九年，长执汉节，据此岂能长大乎？	1	苏武节	[[24, 25]]
及弘道下邑，未申善政，而能使人结去思，野多驯翟，此亦威凤一羽，足以验其五德。	1	鲁恭驯雉	[[21, 23]]
君才素颖出，健笔泛纵横。	1	毛遂自荐	[[3, 5]]
都中纸贵流传后，海外金填姓字时。	1	洛阳纸贵	[[0, 4]]
东路角巾非故约，西州华屋漫修椽。	1	角巾东路	[[0, 4]]
星辰曳履趋蓬岛，泥雪留诗纪辋川。	2	郑履, 辋川	[[2, 3], [13, 14]]
调弦俱起舞，为我唱梁尘。	1	歌落梁尘	[[9, 11]]
北渚自应流怨泪，东邻谁敢效颦眉?	1	东施效颦	[[12, 15]]
见沉浮鸥伴，来往渔船，平沙衰草，古木苍烟。	1	鸥鹭忘机	[[3, 5]]
归而杜门却扫，不关人事。	1	闭门却扫	[[2, 5]]
花开不是辛夷种，自得凝香绕紫苞，昨夜月明庭下看，恍疑罗袖拂琼瑶。	1	投木报琼	[[29, 30]]
芳树虽香，难以饵鱼。尸位素餐，难以成居。	1	尸位素餐	[[10, 14]]
二顷负郭苦失计，三间老屋知谁是。	1	苏秦六印	[[0, 4]]
五人年皆八十余，康宁爽健，相得甚欢，故祁公诗云：『五人四百有余岁，深称分曹与挂冠。	1	挂冠	[[38, 39]]
桃李不言，下自成行;德之休明，没能弥彰。	1	桃李不言，下自成蹊	[[-1, 7]]
不须羝乳终回汉，肯学鸡鸣诈度关。	1	苏武节	[[2, 4]]
寒食不须频上墓，鹤归华表恨漫漫。	1	辽东鹤	[[8, 11]]
呵臂悬金斗，当唇注玉罍。	1	金印如斗	[[1, 5]]
谢家树好临芳砌，郑女花堪照洞房。	2	谢庭兰玉, 燕梦征兰	[[0, 2], [8, 10]]
似璧悲三献，疑珠怯再投。	1	和氏之璧	[[1, 5]]
《九辩太》高洁，《五噫》苦羁穷。	1	五噫歌	[[8, 11]]
上对月中桂，下覆阶前蓂。	1	蓂荚	[[8, 10]]
九原埋玉树，遗简仰高山。	1	埋玉树	[[2, 4]]
称御史为持斧翁，亦新。	1	绣衣持斧	[[4, 7]]
传授凡画入门必须名家指点，令理路大通，然后不妨各成一家，甚而青出于蓝未可知者。	1	青出于蓝	[[30, 33]]
临终，吟云：『归来化作孤山鹤，犹守梅花影数枝』；掷笔而逝。	1	梅妻鹤子	[[11, 13]]
武陵溪偶泛渔船，天台路喜逢仙眷。	2	刘阮天台, 刘阮天台	[[8, 10], [12, 14]]
谏官欧阳修奏事延和殿，面论淑(李淑)奸邪，退又上言：‘淑朋附吕夷简，在三尸五鬼之数，望早与一外任差遣。’	1	三尸	[[35, 39]]
这一笑，真是百媚俱生，任你是个无情的铁汉，也要道我见犹怜，谁能遣此哩！	1	我见犹怜	[[24, 27]]
何当了却痴儿事，来伴高人枕碧湘。	1	了事痴	[[4, 6]]
班超投笔气如山，万里封侯出玉关。	1	投笔从戎	[[0, 4]]
七贵家连凤城里，转日薰天势无比。	1	七贵	[[0, 2]]
一时刻烛分笺，叠鼓竞吹，觉浩浩落落，如午夜之联诗。	1	击钵催诗	[[2, 6]]
其浊阴之气归于腑，是即传道化物之降气，皆随大小便降泄，从二阴出于下，于经中流行之清气，各行其道，泾渭自分。	1	泾渭分明	[[48, 51]]
孟尝还珠，刘昆反火。	1	合浦珠还	[[0, 4]]
征南幕下带长刀，梦笔深藏五色毫。	1	江淹梦笔	[[8, 10]]
一军无主，仅一月日，曾无犬吠，况于他谋。	1	犬吠	[[12, 13]]
问：“虎狼之父子，蜂蚁之君臣，豺獭之报本，雎鸠之有别，物虽得其一偏，然彻头彻尾得义理之正。	1	关雎	[[21, 22]]
到处聚观香案吏，此邦宜著玉堂仙。	1	玉堂金马	[[12, 15]]
扪腹笑自贺，无羊败吾蔬。	1	羊踏菜园	[[6, 10]]
伏愿览青蒲之奏，曲允微诚;诏凤凰之池，特收严召。	1	伏青蒲	[[3, 7]]
《沈约碑》南阳苇仗，未足比其仁。	1	蒲鞭	[[7, 8]]
开国建元士，玉帛聘贤良。予非荆山璞，谬登和氏场。	1	和氏之璧	[[20, 23]]
逶迟轘辕侧，仰望缑山际。王子谢时人，笙歌此宾帝。	1	王乔控鹤	[[12, 17]]
生刍絮酒终难致，一束遥凭双泪传。	1	生刍致祭	[[0, 4]]
余幸得托末契，有朱陈之好。	1	朱陈嫁娶	[[8, 12]]
已惊白发冯唐老，又起清秋宋玉悲。	2	冯唐易老, 宋玉悲秋	[[4, 6], [12, 14]]
同时骛名者，次第鹓鹭行。	1	鹭序鹓行	[[9, 10]]
词客题桥去，忠臣叱驭来。	1	王尊叱驭	[[6, 10]]
客中意气空囊涩，劫后文章敝帚珍。	2	阮囊羞涩, 敝帚千金	[[4, 6], [12, 14]]
先生裹一日粮，率数千卒，甫出郡数里，各乡拔帜竖义旗以应，即日克凤城而擒元恶。	1	拔赵帜易汉帜	[[20, 21]]
看那两个畜牲多无耻，真有娄师德唾面自干的本领，被喷了一脸的唾沫，不但不恼怒，反跟在后面，说这种香唾，是不容易得到脸上来的。	1	唾面自干	[[15, 18]]
但扫苍苔黄叶，准备沧波一苇，左右挈洪浮。	1	拍洪崖肩	[[16, 19]]
女阴使人婉致生母，且矢之以不他，其词悲切。	1	柏舟	[[13, 15]]
老信相如渴，贫忧曼倩饥。	1	索米长安	[[8, 11]]
袁酒无何饮，陶琴不具弦。	1	日饮亡何	[[0, 5]]
或以为东家丘，或以为丧家犬。	1	丧家之狗	[[10, 13]]
饥止一箪食，渴止一壶浆。	1	箪瓢陋巷	[[0, 5]]
五花八门信足迷，贯虱承蜩知久练。	1	精贯虱心	[[8, 9]]
但可与人漫酱瓿，岂能令鬼哭黄昏?	1	覆酱瓿	[[4, 7]]
黄阁相君三黜去，青云学士一麾来。	1	青云自致	[[8, 12]]
不须夸李郭神仙，不须诮绛灌粗豪。	1	李郭同舟	[[3, 7]]
急雪脊令相并影，惊风鸿雁不成行。	1	鹡鸰在原	[[2, 4]]
堤上早传呼，是那个烟波钓徒。	1	玄真子	[[9, 13]]
如君真是忘机者，海上鸥盟便可寻。	1	鸥鹭忘机	[[8, 12]]
临高台，瞻帝里，五侯七贵歌钟起。	1	七贵	[[8, 11]]
泉扃一埋玉，世事几炊黍?	1	黄粱梦	[[9, 11]]
丞相幕中题凤人，文章心事每相亲。	1	吕安题凤	[[4, 6]]
“治国若烹小鲜”，此小鲜之有裨于国者。	1	烹小鲜	[[4, 6]]
忽成刘阮约，如入武陵村。	1	刘阮天台	[[2, 5]]
少年情不自禁，以重价觅得积贼闷香来，曰：「我已得计，第不能穿穴逾墙。	1	钻穴逾墙	[[31, 32]]
然能佩弦以自尊，带星以自勤。	1	韦弦	[[2, 4]]
既而分虎出守，以囊被见嗤。	1	王阳金	[[8, 10]]
