sentence	variation_number	allusion	allusion_index
徒惜越娃貌，亦蕴韩娥音。	1	馀音绕梁	[[8, 11]]
中国戏法，由来已久，衣冠优孟，音曲绕梁，此固可豁目娱耳也。	1	馀音绕梁	[[15, 19]]
徒闻音绕梁，宁知颜如玉?	1	馀音绕梁	[[2, 5]]
哀音绕栋宇，遗响入云汉。	1	馀音绕梁	[[1, 5]]
乃使女伶代唱其曲，清响流韵，虽飘梁动木，未足嘉也。	1	馀音绕梁	[[15, 19]]
但令闻一曲，馀声三日飞。	1	馀音绕梁	[[6, 11]]
花妒谢家妓，兰偷荀令香。	1	荀令香	[[8, 11]]
分明荀令留香去，疑是潘郎掷果回。	1	荀令香	[[2, 6]]
郑公宅坏空遗笏，荀令衣香欲染松。	1	荀令香	[[8, 12]]
枯叶分题觞咏处，荀香犹在，庾愁何许，云冷西湖赋。	1	荀令香	[[8, 10]]
夹路如花还似露，戟门前步步荀香。	1	荀令香	[[13, 15]]
天津一别九秋长，岂若随闻三日香。	1	荀令香	[[12, 15]]
令君人去香犹在，任育生来影亦佳。	1	荀令香	[[0, 2]]
骑省直明光，鸡鸣谒建章。遥闻侍中佩，暗识令君香。	1	荀令香	[[20, 23]]
国香荀令去，楼月庾公来。	1	荀令香	[[0, 4]]
庭前风过旃檀树，座上衣熏荀令君。	1	荀令香	[[12, 15]]
桥南荀令过，十里送衣香。	1	荀令香	[[2, 4]]
风流荀令好儿郎，偏能傅粉复熏香。	1	荀令香	[[0, 4]]
且携将管曹诗，风流香令同赋。	1	荀令香	[[7, 11]]
素衣如雪，正相宜粉面何郎;缟带迎风，更不让飘香荀令。	1	荀令香	[[21, 25]]
心知，梅花佳句，待粉郎香令，再结相思。记画瓶今夕，曾共题诗。	1	荀令香	[[11, 13]]
岂是闻《韶》解忘味，迩来三月食无盐。	2	闻韶忘味, 闻韶忘味	[[-1, 1], [7, 9]]
惟其游艺功深，闻《韶》忘味，故虽‘沧浪’孺子之歌，亦不觉沨沨入耳，而命小子识之矣。	2	闻韶忘味, 闻韶忘味	[[-1, 1], [11, 13]]
大雅久不作，闻《韶》信忘肉。	2	闻韶忘味, 闻韶忘味	[[-1, 1], [11, 13]]
每次听了他说书之后，总有好几天耳朵里无非都是他的书，无论做什么事，总不入神……还是孔子‘三月不知肉味’，‘三月’二字形容得透彻些!	1	闻韶忘味	[[44, 50]]
譬如闻《韶》耳，三月忘味叹。	1	闻韶忘味	[[8, 12]]
入其门者，披烟雾于九天;闻其音者，听《咸》《韶》于三月。	2	闻韶忘味, 闻韶忘味	[[17, 18], [-1, 1]]
故季札聆音而感深，宣尼忘味于耳盈。	1	闻韶忘味	[[9, 13]]
绕梁声在，为伊忘味三月。	1	闻韶忘味	[[7, 11]]
若非审音以知政，安能制礼而作乐，听之忘味，佞邪之道弗兴。	1	闻韶忘味	[[18, 20]]
聘鲁请观，理当见其盛德;适齐忘味，定是知其尽美。	1	闻韶忘味	[[12, 16]]
宸极此时飞圣藻，微臣窃抃预闻《韶》。	1	闻韶忘味	[[-1, 1]]
听此笙镛，曷异闻《韶》之美;顾兹匏土，宛存《击壤》之风。	1	闻韶忘味	[[-1, 1]]
技有鼻伤非郢斫，音无肉味是虞《韶》。	1	闻韶忘味	[[8, 12]]
汉庭用老，想君王也忆，潜郎白首。	1	郎潜白发	[[11, 15]]
尉尨眉而郎潜兮，逮三叶而遘武。	1	郎潜白发	[[4, 6]]
涅了重缁，搔来更短，方悔风流相误。郎潜几缕，渐疏了铜驼，俊游俦侣。	1	郎潜白发	[[17, 21]]
已成五亩扶犁叟，谁记三朝执戟郎?	1	郎潜白发	[[10, 15]]
汉朝丞相系，梁日帝王孙。蕴藉为郎久，魁梧秉哲尊。	1	郎潜白发	[[14, 17]]
久留郎署终难遇，空扫相门谁见知?	1	郎潜白发	[[0, 4]]
老少悲颜驷，盈虚悟翟公。	1	郎潜白发	[[2, 5]]
汉庭重少身宜退，洛下闲居迹可逃。	1	郎潜白发	[[0, 4]]
应念潜郎守贫病，常悲休沐对蓬蒿。	1	郎潜白发	[[2, 4]]
一曲升平泪万行，风尘戎马厄潜郎?	1	郎潜白发	[[13, 15]]
白发郎潜旧使君，至今人道最能文。	1	郎潜白发	[[0, 4]]
尔来摹写已到我，谓是先帝白发郎。	1	郎潜白发	[[12, 15]]
训谕表衿子，名惭白首郎。	1	郎潜白发	[[8, 11]]
东坡已报六年穰，惆怅红尘白首郎。	1	郎潜白发	[[12, 15]]
孤臣曾趣龙墀对，白首为郎徒自伤。	1	郎潜白发	[[8, 12]]
一生三不遇，今作老郎身。	1	郎潜白发	[[8, 10]]
老郎颜驷，问霜雪盈颠，久留何事?	1	郎潜白发	[[0, 4]]
含香老颜驷，执戟异扬雄。	1	郎潜白发	[[2, 5]]
皆笑颜郎老，尽讶董公超。	1	郎潜白发	[[2, 5]]
乞下臣章，咨之群贤，使三槐九棘，议臣罪戾。	1	三槐九棘	[[11, 15]]
位等三槐，行均四岳。	1	三槐九棘	[[2, 4]]
半世三槐位，千秋异姓王。	1	三槐九棘	[[2, 5]]
清未让五柳庄黄花绕篱，贵不慕三槐堂画戟当扉。	1	三槐九棘	[[14, 17]]
加冠号冢宰，名位班九棘。	1	三槐九棘	[[9, 11]]
壶浆空度洧，公位在三槐。	1	三槐九棘	[[7, 11]]
爰自晋世，矫枉太过……唯亲是贵，无愚智之辨。不能胜衣冠，早据公相之尊;童蒙幼子，遄登槐岳之位。	1	三槐九棘	[[42, 44]]
棠郊成政，槐府登贤，非久定须归去。	1	三槐九棘	[[5, 7]]
清明看，汉宫传蜡炬，散翠烟，飞入槐府。	1	三槐九棘	[[16, 18]]
濬冲善发谈端，夷甫仰希方外，登槐庭之显列，顾漆园而高视。	1	三槐九棘	[[15, 17]]
出参太宰军事，入为太子洗马，俄迁秘书丞，赞道槐庭，司天文阁。	1	三槐九棘	[[22, 24]]
囊笏槐位，献鉴枫垣。	1	三槐九棘	[[2, 4]]
上自槐棘，降逮皂隶，论道经国，莫不任职。	1	三槐九棘	[[2, 4]]
将登槐棘，宏振纲网。	1	三槐九棘	[[2, 4]]
以上十二公，皆以阁臣降斥，改授他官，或踬而再起，或一蹶不复，未有以服阕予告、重厕棘槐者。	1	三槐九棘	[[40, 42]]
槐省老郎蒙主弃，月陂孤客望谁怜?	1	三槐九棘	[[0, 2]]
槐省棘署，百僚庶尹，宜竭乃诚，各扬其职。	1	三槐九棘	[[0, 4]]
美榭高墉，严壮于外;槐宫棘寺，显丽于中。	1	三槐九棘	[[10, 14]]
槐第安排敕设，有藕如船大，有枣如瓶。	1	三槐九棘	[[0, 2]]
决狱无冤，庆昌枝裔，槐衮相袭，蝉紫傅辉。	1	三槐九棘	[[10, 12]]
伏惟皇魏握图临宇，总契裁极。道敷九有，德被八荒。槐阶棘路，实维英哲;虎门、麟阁，实曰贤明。天地函和，日月光曜。	1	三槐九棘	[[24, 28]]
故王梁、孙咸名应图箓，越登槐鼎之任。	1	三槐九棘	[[13, 15]]
裂邑万户，登爵槐鼎。	1	三槐九棘	[[7, 9]]
马鹤英姿，鼎槐华胄。身见六朝之盛，位登两省之崇。	1	三槐九棘	[[5, 7]]
绣衮香浓，鼎槐风细，荣耀满门朱紫。	1	三槐九棘	[[5, 7]]
三凤兆，八龙才，不论燕桂与王槐。	1	三槐九棘	[[13, 15]]
和氏之璧，千载垂光;屈子之篇，万世归善。	1	和氏之璧	[[0, 4]]
和氏之璧，焉得独曜于郢握?夜光之珠，何得专玩于随掌?	1	和氏之璧	[[0, 4]]
卞宝复润于荆阴，随照更明于汉浦。	1	和氏之璧	[[0, 2]]
卞宝辉光，楚材翘秀。	1	和氏之璧	[[0, 2]]
楚玉已曾分卞玉，膺门依旧是龙门。	1	和氏之璧	[[5, 7]]
楚国有人求卞玉，涂山无事戮防风。	1	和氏之璧	[[5, 7]]
西行求玉，冀得卞璞。	1	和氏之璧	[[7, 9]]
喜犹存卞璞，幸不蹈秦坑。	1	和氏之璧	[[3, 5]]
美玉蕴于碔砆，凡人视之怢焉，良工砥之，然后知其和宝也。	1	和氏之璧	[[23, 25]]
周有砥砨，宋有结绿，梁有县藜，楚有和朴。	1	和氏之璧	[[17, 19]]
独收和氏玉，还采旧山薇。	1	和氏之璧	[[2, 5]]
哀哉和氏璞，献者楚王城。	1	和氏之璧	[[2, 5]]
定知和氏璧，遥掩玉轮辉。	1	和氏之璧	[[2, 5]]
既同和氏璧，终有玉人知。	1	和氏之璧	[[2, 5]]
就使当今沙砾化为南金，瓦石变为和玉，使百姓渴无所饮，饥无所食……犹不能以保萧墙之内也。	1	和氏之璧	[[15, 17]]
杲之为人也，风流儒雅，为一代之和玉;昂之为人也，文章卓荦，为四海之随珠。	1	和氏之璧	[[15, 17]]
思荐宝以继佩，怨和璞之始镌。	1	和氏之璧	[[8, 10]]
虽有和璞之真，不能识也。	1	和氏之璧	[[2, 4]]
故无因而至前，虽出随珠、和璧，只怨结而不见德。	1	和氏之璧	[[12, 14]]
贵玉贱石非通论，三献三刖千古恨!	1	和氏之璧	[[8, 12]]
子既屈一鸣，余固宜三刖。	1	和氏之璧	[[9, 11]]
莫讶荆山前，时闻刖人哭。	1	和氏之璧	[[8, 11]]
刖足岂更长，良工隔千里。	1	和氏之璧	[[0, 2]]
卞和试三献，期子在秋砧。	2	和氏之璧, 和氏之璧	[[0, 2], [3, 5]]
从来美玉劳三献，岂比巾箱袭碔砆。	2	和氏之璧, 和氏之璧	[[2, 4], [5, 7]]
抱材艺，若卞和泣玉。	1	和氏之璧	[[5, 9]]
贾谊上书期寤主，卞和抱玉无人知。	1	和氏之璧	[[8, 12]]
俊逸灵奇宰相才，卞和抱璞古今哀。	1	和氏之璧	[[8, 12]]
所以卞和泣，千载共沾巾。	1	和氏之璧	[[2, 5]]
夫至音不合众听，故伯牙绝弦;至宝不同众好，故卞和泣血。	1	和氏之璧	[[22, 26]]
滥窃商歌听，时忧卞泣诛。	1	和氏之璧	[[8, 11]]
宓同郡王商为治中从事，与宓曰：‘贫贱困苦，亦何时可以终身!卞和炫玉以耀世，宜一来，与州尊相见。’	1	和氏之璧	[[29, 33]]
昔卞和献宝，楚王刖之。	1	和氏之璧	[[1, 5]]
燕丹未归马未角，卞子抱玉无两脚。	1	和氏之璧	[[8, 12]]
宣城好我如好璞，鼠魄还题卞和玉。	1	和氏之璧	[[12, 15]]
卞璧不作器，在璞空自辉。	1	和氏之璧	[[0, 2]]
连城犹隐石，唯有卞和知。	1	和氏之璧	[[8, 11]]
〔陆秀夫〕取过那方卞璧玺投入海内，道：‘此是我中国历代传国之宝，不可堕入胡人之手。’	1	和氏之璧	[[9, 12]]
卞疑雕璧碎，潘感竟床稀。	1	和氏之璧	[[0, 2]]
登卞肆而论宝，入夔门而抚节。	1	和氏之璧	[[1, 3]]
亦犹卞和献含璞之璧，伯乐相有孕之马。	1	和氏之璧	[[5, 9]]
夫见玉而指之曰石，非玉之不真也，待和氏而后识焉。	1	和氏之璧	[[17, 19]]
晁采琬琰，和氏出焉。	1	和氏之璧	[[5, 7]]
前殿崔巍兮，和氏玲珑。	1	和氏之璧	[[6, 8]]
辨玉且宽和氏罪，诬金须认不疑情。	1	和氏之璧	[[4, 7]]
和玉悲无已，长沙宦不成。	1	和氏之璧	[[0, 3]]
黄金孰铸子期形，白玉空教和氏泣。	1	和氏之璧	[[12, 15]]
莫将和氏泪，滴著老莱衣。	1	和氏之璧	[[2, 5]]
悬黎和肆，垂棘所集。	1	和氏之璧	[[2, 4]]
岂敢力苍蝇而慕冲天之举……推沙砾之贱质，索千金于和肆哉!	1	和氏之璧	[[24, 26]]
开国建元士，玉帛聘贤良。予非荆山璞，谬登和氏场。	1	和氏之璧	[[20, 23]]
高高蟾桂，赫赫鸿都;和贽之宁三泣，宋卢之俟一呼。	1	和氏之璧	[[10, 12]]
先贱而后贵者，和隋之珍也。	1	和氏之璧	[[7, 9]]
今陛下致昆山之玉，有和随之宝。	1	和氏之璧	[[10, 12]]
镌嗟无勇，和随有罪。	1	和氏之璧	[[5, 7]]
自堪悲玉璞，谁复筑金台?	1	和氏之璧	[[2, 5]]
献璞悲和泣，辞金忆震贤。	1	和氏之璧	[[2, 5]]
顾我昔年悲玉石，怜君今日蕴风雷。	1	和氏之璧	[[4, 7]]
抱玉三朝楚，怀书十上秦。年年洛阳陌，花鸟弄归人 。	1	和氏之璧	[[0, 5]]
天孙老矣，颠倒了、天下几多杰士?蕊宫榜放，直教那抱玉卞和哭死。	1	和氏之璧	[[24, 28]]
美玉隐在石中，楚王、令尹不能知，故有抱玉泣血之痛。	1	和氏之璧	[[18, 22]]
先师所明，有类献珠之愿;世人未识，犹多抱玉之悲。	1	和氏之璧	[[19, 23]]
且奉采兰养，应无抱玉啼。	1	和氏之璧	[[8, 11]]
曾回胜母车，卞落抱玉泪。	1	和氏之璧	[[8, 11]]
哀哉楚狂士，抱璞号空山。	1	和氏之璧	[[6, 11]]
献璞悲和泣，辞金忆震贤。	2	和氏之璧, 和氏之璧	[[0, 2], [3, 5]]
寂寥抱玉献，贱薄倡优陈。	1	和氏之璧	[[2, 5]]
和抱璞而泣血兮，安得良工而剖之?	1	和氏之璧	[[1, 3]]
双璧产荆山，望如虹，气如烟，悠悠抱璞空流怨。	1	和氏之璧	[[16, 18]]
断金俟同志，抱玉难自宣。	1	和氏之璧	[[6, 8]]
四门开辟，英彦凫藻。收春华于京辇，采秋实于岩薮，而泓抱璞荆山，未剖和璧。	1	和氏之璧	[[26, 30]]
自笑投珠，谁怜抱璧双刖?	1	和氏之璧	[[7, 11]]
今足下乃复比之献玉者，以为必俟玉人之剖，然后见之于天下，虽两刖足不为病，且无使勍者再刖，诚足下相勉之意厚也。	1	和氏之璧	[[29, 32]]
傥见彩于一拳，庶无虞于再刖。	1	和氏之璧	[[11, 13]]
既逃申公钳，又异卞和刖。	1	和氏之璧	[[8, 11]]
却羡卞和双刖足，一生无复没阶趋。	1	和氏之璧	[[2, 7]]
在楚屡斫卞和胫，入秦几碎相如头。	1	和氏之璧	[[2, 7]]
所痛无罪者，明时屡遭刖。	1	和氏之璧	[[8, 11]]
近日衰迟，但随分、蜗涎自足……不用回头看堕甑，不愁抱石疑非玉。	2	和氏之璧, 和氏之璧	[[25, 27], [-1, 1]]
越欧百炼时，楚卞三泣地。二宝无人识，千龄皆弃置。	1	和氏之璧	[[6, 10]]
姓字难教题甲榜，声名甚日满皇都?空怀楚玉，浪泣鲛珠。	1	和氏之璧	[[18, 20]]
但寻陶令集，休献楚王珍。	1	和氏之璧	[[8, 11]]
好事君子，或持冰素，越淮湖，求一松一石，片云孤鹤，获者宝之，虽楚璧南金不之过也。	1	和氏之璧	[[31, 33]]
卞生怀楚璧，郭隗待燕金。	1	和氏之璧	[[3, 5]]
盛世虽多士，唯公与众殊。高才飞健鹘，逸句吐明珠。未入周官采，争持楚璞模。	1	和氏之璧	[[32, 34]]
知音竟为谁，四海嗟惸惸。齐竽不解奏，楚璞何由呈?	1	和氏之璧	[[18, 20]]
本是楚家玉，还来荆山中。	1	和氏之璧	[[2, 5]]
行吟楚山玉，义泪沾衣巾。	1	和氏之璧	[[2, 5]]
想天朝罗网收豪俊，献皇家楚璧隋珍。	1	和氏之璧	[[12, 16]]
穷途行泣玉，愤路未藏金。	1	和氏之璧	[[3, 5]]
明年得意归来日，不见麻衣泣玉斑。	1	和氏之璧	[[12, 14]]
应怜泣楚玉，弃置如尘泥。	1	和氏之璧	[[2, 5]]
献玉频年命未通，穷秋成病悟真金。	1	和氏之璧	[[0, 2]]
会将连献楚，深耻谬游燕。	1	和氏之璧	[[3, 5]]
美玉自矜频献璞，真金难与细披沙。	1	和氏之璧	[[5, 7]]
献荆思报国，捧檄冀荣亲。	1	和氏之璧	[[0, 2]]
哀哀献玉人，楚国同悲辛。泣尽继以血，何由辨其真?	1	和氏之璧	[[2, 5]]
心中小宇宙，尤哂献玉和。	1	和氏之璧	[[8, 11]]
玉呈楚国冤虽雪，剑化延津死未甘。	1	和氏之璧	[[0, 4]]
自堪悲玉璞，谁复筑金台?	1	和氏之璧	[[3, 5]]
似璧悲三献，疑珠怯再投。	1	和氏之璧	[[1, 5]]
若不仰投门馆，虔伫发扬，则永携疑玉以汍澜，长伴哑钟以泯默。	1	和氏之璧	[[15, 17]]
明珠暗投反按剑，白璧三献还遭刖。	1	和氏之璧	[[8, 12]]
故琼瑶俟荆和而显连城之价，乌号须逢门而著陷坚之功。	1	和氏之璧	[[4, 6]]
筐泽泻以豹鞹兮，破荆和以继筑。	1	和氏之璧	[[9, 11]]
破和氏之璧以继筑杵而舂，败玉宝而失其好也。	1	和氏之璧	[[-1, 1]]
勿信玉工言，徒悲荆国人。	1	和氏之璧	[[8, 11]]
荆山待价何忧晚，龟手犹期裂地酬。	1	和氏之璧	[[0, 4]]
荆山泣玉徒自苦，夷门抱关谁复贤?	1	和氏之璧	[[0, 4]]
但存漆室葵心在，莫学荆山玉泪哀。	1	和氏之璧	[[10, 14]]
人人自谓握灵蛇之珠，家家自谓抱荆山之玉。	2	和氏之璧, 和氏之璧	[[15, 17], [18, 19]]
顷游灵台下，频弃荆山玉。	1	和氏之璧	[[8, 11]]
春兰擢茎，方茂其华;荆宝挺璞，将剖于和。	1	和氏之璧	[[10, 12]]
不嗟荆宝退，能喜彩衣还。	1	和氏之璧	[[2, 4]]
代郡范生，山阳王氏，人藏荆山之宝，各尽玄言之趣。	2	和氏之璧, 和氏之璧	[[12, 14], [15, 16]]
荆玉收难尽，齐竽喜暂闲。	1	和氏之璧	[[0, 2]]
江蘋享上帝，荆璧奠高峦。	1	和氏之璧	[[6, 8]]
周鼎列瓶罂，荆璧横抛𢫬。	1	和氏之璧	[[6, 8]]
荆山璞在终应识，楚国人知不是狂。	1	和氏之璧	[[0, 3]]
谁识荆山珍，潜待连城价。	1	和氏之璧	[[2, 5]]
神剑犹埋狱，荆璆未出山。	1	和氏之璧	[[6, 8]]
必得昆山之玉而后宝，则荆璞无夜光之美;必须南国之珠而后珍，则随侯无明月之称。	1	和氏之璧	[[11, 13]]
山中荆璞谁知玉，海底骊龙不见珠。	1	和氏之璧	[[2, 4]]
知君分如此，赠逾荆山璧。	1	和氏之璧	[[8, 11]]
定交无一物，秋月以为期。执持荆山璧，要我雕琢之。	1	和氏之璧	[[14, 17]]
卞和未雪荆山耻，庄舄空伤越国情。	1	和氏之璧	[[4, 7]]
恨无随侯珠，以酬荆文璧。	1	和氏之璧	[[8, 11]]
楚人卞和得璞玉于荆山之中，文王即位，乃使理其璞，得宝焉。	2	和氏之璧, 和氏之璧	[[8, 9], [-1, 1]]
某闻隋珠暗投，路人兴忿;荆玉三献，明主怀疑。	1	和氏之璧	[[12, 16]]
岂无济时策，君门乏良媒。三献寝不报，迟迟空手回。	1	和氏之璧	[[12, 14]]
泣连三献玉，疮惧再伤弓。	1	和氏之璧	[[2, 5]]
三献荆山时未识，一鸣齐鸟众方惊。	1	和氏之璧	[[0, 4]]
荆人献始遇，良匠琢初成。	1	和氏之璧	[[0, 3]]
荆璞献多还得售，桂堂恩在敢轻回。	1	和氏之璧	[[0, 3]]
谁忍荆玉刖，共惜隋珠弹。	1	和氏之璧	[[2, 5]]
况当圣明主，岂乏证玉臣。	1	和氏之璧	[[8, 11]]
韵非掷金，理宜诮石。	1	和氏之璧	[[7, 9]]
因悲楚左右，谤玉不知珉。	1	和氏之璧	[[6, 8]]
价轻犹有二，足刖已过三。	1	和氏之璧	[[6, 8]]
先贱而后贵者，隋和之珍也。	1	和氏之璧	[[7, 9]]
微诗等瓦砾，持用报隋和。	1	和氏之璧	[[9, 11]]
光莹之伟，隋卞同珍。	1	和氏之璧	[[5, 7]]
若仆大质已亏缺，虽才怀随和，行若由夷，终不可以为荣。	1	和氏之璧	[[11, 13]]
犹把随和向泥滓，应怜疏散任天真。	1	和氏之璧	[[2, 4]]
隋珠和璧世珍重，眼前点毁终难动。	1	和氏之璧	[[0, 4]]
他的质当从来饶本，有的是隋珠和玉，赤仄金银。	1	和氏之璧	[[12, 16]]
立神明通天之台，造甲乙之帐，络以隋珠荆璧。	1	和氏之璧	[[16, 20]]
兴造甲乙之帐，落以随珠和璧。	1	和氏之璧	[[9, 13]]
看书画亦有三等，至真至妙为上等，妙而不真为中等，真而不妙为下等。上等为随珠和璧。	1	和氏之璧	[[35, 39]]
随珠荆玉多奇士，金匮名山见异书。	1	和氏之璧	[[0, 4]]
西行求玉，冀得随璞，反见凶恶，使我惊惑。	1	和氏之璧	[[7, 9]]
三别徒怀玉，十年空上书。	1	和氏之璧	[[3, 5]]
怀宝羞自献，邈然老空山。	1	和氏之璧	[[0, 2]]
自抛南岳三生石，长傍西山数片云。	1	三生石	[[4, 7]]
三生石，情缘千里，风月柴门。	1	三生石	[[0, 3]]
三生梦，百年身，空只有衰草荒坟。	1	三生石	[[0, 3]]
三生石上梦，记是复疑不。	1	三生石	[[0, 5]]
我诗渠画相后先，因应不负三生约。	1	三生石	[[12, 15]]
欲向钱塘访圆泽，葛洪川畔待秋深。	1	三生石	[[5, 7]]
云迷圆泽三生石，月冷维摩十笏房。	1	三生石	[[2, 7]]
石上三生事渺茫，题诗重过苾𫇴房。	1	三生石	[[0, 4]]
今得红丝牵引，文星惠临，是真石证三生，愿即日奉为箕帚。	1	三生石	[[14, 18]]
想世间百岁人，似石上三生梦，转头来谁是英雄?	1	三生石	[[8, 13]]
明朝风雨还同往，恐负高僧石上期。	1	三生石	[[10, 15]]
认情通、色受缠绵处，似灵犀一点，吴蚕八茧，汉柳三眠。	1	汉柳三眠	[[21, 25]]
未羡三眠柳，那论并萼莲?	1	汉柳三眠	[[2, 5]]
此《里仁》所以为美，孟母所以三徙也。	2	孟母择邻, 孟母择邻	[[10, 12], [14, 16]]
他背熟的班姬四诫从头学，不要得孟母三迁把气淘。	1	孟母择邻	[[15, 19]]
由此言之，迫近君子，而仁义之道数加于身，孟母之徙宅，盖得其验。	2	孟母择邻, 孟母择邻	[[20, 22], [23, 25]]
孟母迁邻罢，将军辞第初。	1	孟母择邻	[[0, 4]]
义方独步韩公训，仁里三怀孟氏迁。	1	孟母择邻	[[12, 15]]
一个是八烈周公，一个是三移孟母。	1	孟母择邻	[[11, 15]]
为甚我教你看诗书、习经史?俺待学孟母三移教子。	1	孟母择邻	[[18, 22]]
孟子生有淑质，夙丧其父，幼被慈母三迁之教。	1	孟母择邻	[[16, 20]]
三迁之教既成，而一日之养不逮。	1	孟母择邻	[[0, 4]]
邻里才三徙，云霄已九迁。	1	孟母择邻	[[3, 5]]
既无三徙教，不闻过庭语。	1	孟母择邻	[[2, 5]]
义并三迁峻，书成百卷长。	1	孟母择邻	[[2, 4]]
琴瑟相调，芝兰又吐，三迁慈教推贤母。	1	孟母择邻	[[10, 14]]
姆仪春煦，妇节冰清，道风夷旷。三迁教养，金阙里，玉音赏。	1	孟母择邻	[[15, 19]]
卜邻惭近舍，训子学谁门?	1	孟母择邻	[[0, 2]]
韦生堪继相，孟子愿依邻。	1	孟母择邻	[[6, 11]]
辙迹陈家巷，诗书孟子邻。	1	孟母择邻	[[8, 11]]
历下辞姜被，关西得孟邻。	1	孟母择邻	[[9, 11]]
潘岳赋，孟家邻，尽将歌酒寿良辰。	1	孟母择邻	[[4, 7]]
孟里经三徙，樊楼又一厢。	1	孟母择邻	[[0, 2]]
徙邻断织，著于前闻。	1	孟母择邻	[[0, 2]]
自言总角岁，慈母为择邻。	2	孟母择邻, 孟母择邻	[[6, 8], [9, 11]]
幼被慈母三迁之教。	1	孟母择邻	[[2, 6]]
惟嫔之礼，始自敬姜;择邻之规，优于孟母。	1	孟母择邻	[[10, 12]]
况善断机迁教，轲亲实无异。	1	孟母择邻	[[7, 9]]
其母崔氏，授经教子，志有逮于轲亲。	1	孟母择邻	[[14, 16]]
幼习文章，曾佩轲亲教子方。	1	孟母择邻	[[7, 11]]
汝狡兔三窟，何归为?	1	狡兔三窟	[[1, 5]]
至于‘狡兔三窟’的政策，那是你自己‘唯中论’、‘唯我论’哲学的传统。	1	狡兔三窟	[[3, 7]]
狡兔方多穴，苍鹰始下鞲。	2	狡兔三窟, 狡兔三窟	[[0, 2], [3, 5]]
相臣狡兔求窟，国论伤禽畏弦。	1	狡兔三窟	[[2, 6]]
文从狡兔计，高枕乐未央。	1	狡兔三窟	[[2, 5]]
褐衣扰扰皆三窟，几在祥经咳唾间。	1	狡兔三窟	[[5, 7]]
窈窕云山三兔穴，飘飘风树一鸠巢。	1	狡兔三窟	[[4, 7]]
夷甫两顾，退求三穴。	1	狡兔三窟	[[7, 9]]
非无三窟狡，人生又何常?	1	狡兔三窟	[[2, 5]]
何用三窟谋身，醉乡一笑，与元规尘隔。	1	狡兔三窟	[[2, 6]]
平生不作兔三窟，今古何殊貉一丘?	1	狡兔三窟	[[4, 7]]
郿坞久营，兔窟多术，安能根连株拔，风剪霆灭。	1	狡兔三窟	[[5, 9]]
鹏碍九天须却避，兔藏三窟莫深忧。	1	狡兔三窟	[[8, 12]]
深蒙薛公折节之礼，而无冯谖三窟之效。	1	狡兔三窟	[[11, 15]]
狡兔初迷窟，纤骊讵著鞭?	2	狡兔三窟, 狡兔三窟	[[0, 2], [3, 5]]
犬骄鹰俊马蹄快，狡穴未尽须穷追。	1	狡兔三窟	[[8, 10]]
处己将营窟，论心若合符。	1	狡兔三窟	[[3, 5]]
此身未愿谋三窟，吾学原期敌万人。	1	狡兔三窟	[[4, 7]]
君不见夷甫开三窟，不如长康号痴绝。	2	狡兔三窟, 狡兔三窟	[[3, 5], [6, 8]]
正令夷甫开三窟，猎以我道皆成禽。	2	狡兔三窟, 狡兔三窟	[[2, 4], [5, 7]]
仲舒养勇，何啻三年?安世补亡，宁惟一箧!	1	安世补亡	[[10, 14]]
应奉五行，安世三箧。	1	安世补亡	[[5, 9]]
文正师得孟词死耗，寄家人书并诗云：‘……五车便炙輠，三箧富遗籝。’	1	安世补亡	[[26, 28]]
三箧亡书，幸无漏略;一枝仙桂，尝欲觊觎。	1	安世补亡	[[0, 4]]
安世能备三箧亡，张巡遍记一城熟。	1	安世补亡	[[4, 7]]
三箧飞书公对狱，元丰天子照奸回。	1	安世补亡	[[0, 4]]
事满五更真猬集，书追三箧已亡羊。	1	安世补亡	[[8, 12]]
腹空何补亡三箧，头白谁能读五车?	1	安世补亡	[[4, 7]]
亡书三箧君能记，谁备河东顾问来?	1	安世补亡	[[0, 7]]
留子非为十日饮，要令安世诵亡书。	1	安世补亡	[[10, 15]]
坐令汉箧亡，不减秦火厄。	1	安世补亡	[[2, 5]]
汉箧亡书已暗传，嵩丘遗简还能识。	1	安世补亡	[[0, 4]]
及梓成，果大行于时……莫不思复得河东三箧，以睹其全焉。	1	安世补亡	[[16, 20]]
其脱落在未归文靖之前，不知又几何年也!不图一旦顿还旧观，羽陵之蠹复完，河东之亡再觏。	1	安世补亡	[[35, 39]]
何时复相从，问奇补三箧。	1	安世补亡	[[8, 11]]
补亡三箧比安世，偶熟此卷非张巡。	1	安世补亡	[[0, 4]]
三箧搜遗，百篇订误，无限门前问字车。	1	安世补亡	[[0, 4]]
闲补亡书见废兴，偶然前古也填膺。	1	安世补亡	[[1, 4]]
中秋朗月静天河，乌鹊南飞客恨多。	1	乌鹊南飞	[[8, 12]]
夜迷三绕鹊，昼断一行鸿。	1	乌鹊南飞	[[2, 5]]
昔作三绕鹊，今为五藏龟。	1	乌鹊南飞	[[2, 5]]
依栖笑比乌三匝，彳亍愁经路七盘。	1	乌鹊南飞	[[4, 7]]
素娥尝药去，乌鹊绕枝惊。	1	乌鹊南飞	[[6, 10]]
雁鸿附书远莫致，乌鹊绕树还惊飞。	1	乌鹊南飞	[[8, 12]]
