sentence	author	title	allusion	allusion_index
高人往来庐山远，隐士往来张长公。	李颀	送刘四赴夏县	远公（释慧远）	[[4, 5, 6]]
高人往来庐山远，隐士往来张长公。	李颀	送刘四赴夏县	张长公（张挚）	[[12, 13, 14]]
庄叟彭殇同在梦，陶潜身世两相遗。	杜牧	题桐叶	彭殇（彭祖）	[[2, 3]]
将正陶令巾，又盖姜肱被。	吴融	祝风三十二韵	漉酒（陶潜）	[[8, 9, 10]]
将正陶令巾，又盖姜肱被。	吴融	祝风三十二韵	姜被（姜肱）	[[]]
子渊将叔度，自古不得已。	权德舆	哭李晦群崔季文二处士	叔度（黄宪）	[[3, 4]]
庶同昆阳举，再睹汉仪新。	李白	赠张相镐二首之一（时逃难在宿松山作。萧士赟云，此下八首非白作。）	汉威仪（刘秀）	[[]]
阮籍供琴韵，陶潜馀秫田。	李端	晚春过夏侯校书值其沉醉戏赠	陶潜	[[6, 7]]
阮籍供琴韵，陶潜馀秫田。	李端	晚春过夏侯校书值其沉醉戏赠	阮籍	[[0, 1]]
才雄望羔雁，寿促背貂蝉。	王维	哭祖六自虚	貂蝉	[[9, 10]]
五株衰柳下，三径小园深。	钱起	秋园晚沐	三径（求仲，羊仲，蒋诩）	[[6, 7]]
五株衰柳下，三径小园深。	钱起	秋园晚沐	五柳（陶潜）	[[]]
投汨笑古人，临濠得天和。	李白	书情题蔡舍人雄	汨罗（屈原）	[[0, 1]]
投汨笑古人，临濠得天和。	李白	书情题蔡舍人雄	濠梁（惠施，庄子）	[[6, 7]]
旧时王谢堂前燕，飞入寻常百姓家。	刘禹锡	金陵五题乌衣巷	王谢（王导，谢弘微）	[[0, 1, 2, 3]]
共蹑华胥梦，龚黄安足寻。	张说	奉和圣制赐诸州刺史应制以题坐右	华胥	[[2, 3, 4]]
共蹑华胥梦，龚黄安足寻。	张说	奉和圣制赐诸州刺史应制以题坐右	龚黄	[[6, 7]]
山中荆璞谁知玉，海底骊龙不见珠。	牟融	寄周韶州	卞和	[[2, 3]]
山中荆璞谁知玉，海底骊龙不见珠。	牟融	寄周韶州	骊珠	[[10, 11]]
空吟白石烂，泪满黑貂裘。	李白	秋浦歌十七首之七	貂裘（秦惠王，苏秦）	[[8, 9, 10]]
陶令篱边色，罗含宅里香。	李商隐	菊	东篱（陶潜）	[[]]
西游象阙愧知音，东下荆溪称越吟。	罗隐	宿荆州江陵驿	魏阙（公子牟）	[[13, 14]]
西游象阙愧知音，东下荆溪称越吟。	罗隐	宿荆州江陵驿	越吟（庄舄）	[[]]
江海呼穷鸟，诗书问聚萤。	高适	留上李右相	聚萤（车胤）	[[9, 10]]
我是梦中传彩笔，欲书花叶寄朝云。	李商隐	牡丹	五色笔（张协，江淹，郭璞，丘迟）	[[5, 6]]
不学尧年隐，空令傲许由。	苏颋	奉和幸韦嗣立山庄应制	许由	[[9, 10]]
苏公有国皆悬印，楚将无官可赏功。若使重生太平日，也应回首哭途穷。	秦韬玉	寄怀	六印（苏秦）	[[]]
范恣沧波舟，张怀赤松列。	李德裕	怀山居邀松阳子同作	赤松（刘邦，张良，王子乔，黄初平）	[[8, 9]]
范恣沧波舟，张怀赤松列。	李德裕	怀山居邀松阳子同作	范蠡	[[]]
待月登庾楼，排云上萧寺。	权德舆	户部王曹长杨考功崔刑部二院长并同钟陵使府之旧	庾楼（庾亮，殷浩）	[[3, 4]]
待月登庾楼，排云上萧寺。	权德舆	户部王曹长杨考功崔刑部二院长并同钟陵使府之旧	萧寺（萧子云，萧衍）	[[9, 10]]
清秋来几时，宋玉已先知。	卢纶	和太常李主簿秋中山下别墅即事	悲秋（宋玉，屈原）	[[]]
閒来欲著登山屐，醉里还披漉酒巾。	牟融	题孙君山亭	漉酒（陶潜）	[[12, 13, 14]]
閒来欲著登山屐，醉里还披漉酒巾。	牟融	题孙君山亭	山屐（谢灵运）	[[4, 5, 6]]
始知吴楚水，不及京洛尘。	孟郊	江邑春霖奉赠陈侍御	京洛尘	[[8, 9, 10]]
由来词翰手，今见勒燕然。	徐知仁	奉和圣制张说巡边	勒燕然（窦宪）	[[8, 9, 10]]
行雨若迷归处路，近南惟见祝融峰。	杨凭	赠马炼师	阳台（宋玉，楚襄王，瑶姬）	[[]]
休说人间有陆沉，一樽闲待月明斟。	徐夤	休说	陆沉	[[5, 6]]
谢安不倦登临费，阮籍焉知礼法疏。	杜甫	奉酬严公寄题野亭之作	谢公（谢安）	[[0, 1]]
谢安不倦登临费，阮籍焉知礼法疏。	杜甫	奉酬严公寄题野亭之作	阮籍	[[8, 9]]
梁国深文雅，淮王爱道仙。	张说	惠文太子挽歌二首之二	淮南药（刘安）	[[6, 7, 8, 9]]
梁国深文雅，淮王爱道仙。	张说	惠文太子挽歌二首之二	梁王（刘武）	[[]]
连手窥潘掾，分头看洛神。	陈嘉言	上元夜效小庾体	洛浦（宓妃，曹植）	[[9, 10]]
连手窥潘掾，分头看洛神。	陈嘉言	上元夜效小庾体	潘郎（潘岳）	[[2, 3, 4]]
曾袖篇章谒长卿，今来附凤事何荣。	郑谷	寄职方李员外	相如（司马相如）	[[5, 6]]
曾袖篇章谒长卿，今来附凤事何荣。	郑谷	寄职方李员外	攀龙	[[10, 11]]
未誇观涛作，空郁钓鳌心。	李白	赠薛校书	钓鳌	[[8, 9]]
寻仙在仙骨，不用废牛刀。	许浑	广陵送剡县薛明府赴任	弦歌（子游，孔子）	[[9, 10]]
帝念夔能政，时须说济川。	钱起	奉送户部李郎中充晋国副节度出塞	济川（傅说，殷高宗）	[[9, 10]]
帝念夔能政，时须说济川。	钱起	奉送户部李郎中充晋国副节度出塞	夔（伊尹，夔，龙）	[[2]]
无烦骑白鹿，不用驾青牛。	韦渠牟	步虚词十九首	青牛（老子）	[[9, 10]]
无烦骑白鹿，不用驾青牛。	韦渠牟	步虚词十九首	骑白鹿（卫叔卿）	[[2, 3, 4]]
幽林尝伴许，陋巷亦随回。	郑审	酒席赋得匏瓢	颜子（孔子，颜回）	[[6, 7]]
幽林尝伴许，陋巷亦随回。	郑审	酒席赋得匏瓢	一瓢（许由）	[[10]]
咏雪因饶妹，书经为爱鹅。	卢纶	宴赵氏昆季书院因与会文并率尔投赠	谢家兴（谢安，谢道韫）	[[]]
咏雪因饶妹，书经为爱鹅。	卢纶	宴赵氏昆季书院因与会文并率尔投赠	右军鹅（王羲之）	[[]]
季子乏二顷，扬雄才一廛。	权德舆	拜昭陵过咸阳墅	负郭（苏秦）	[[3, 4]]
天马来东道，佳人倾北方。	吴少微	过汉故城	倾城（刘彻，李延年）	[[8, 9, 10]]
天马来东道，佳人倾北方。	吴少微	过汉故城	天马（刘彻）	[[0, 1]]
苏武先还汉，黄公岂事秦。	杜甫	寄李十二白二十韵	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	[[6, 7]]
苏武先还汉，黄公岂事秦。	杜甫	寄李十二白二十韵	苏武（刘彻，苏武）	[[0, 1]]
天子栖穆清，三台付夔龙。	李群玉	始忝四座奏状闻荐蒙恩授官旋进歌诗延英宣赐言怀纪事呈同馆诸公二十四韵	夔（伊尹，夔，龙）	[[9, 10]]
天子栖穆清，三台付夔龙。	李群玉	始忝四座奏状闻荐蒙恩授官旋进歌诗延英宣赐言怀纪事呈同馆诸公二十四韵	三台	[[6, 7]]
飞控著鞭能顾我，当时王粲亦从军。	裴度	酬张秘书因寄马赠诗	从军乐（王粲）	[[]]
屡逢长者辙，时引故人车。	李峤	宅	长者车（陈平）	[[2, 3, 4]]
珠履迎佳客，金钱与莫愁。	韩翃	赠王逖	珠履（黄歇）	[[0, 1]]
珠履迎佳客，金钱与莫愁。	韩翃	赠王逖	莫愁	[[9, 10]]
规谏扬雄赋，邅回贾谊官。	罗隐	寄侯博士	长沙谪（贾谊）	[[2, 3, 4]]
规谏扬雄赋，邅回贾谊官。	罗隐	寄侯博士	子云（扬雄）	[[]]
远闻山阳赋，感涕下沾裳。	陈子昂	同宋参军之问梦赵六赠卢陈二子之作	邻笛（向秀，吕安，嵇康）	[[2, 3, 4]]
逍遥楼上雕龙字，便是羊公堕泪碑。	熊孺登	题逍遥楼伤故韦大夫	岘首（羊祜）	[[12, 13, 14]]
莫劳雁足传书信，愿向凌烟阁上看。	鲍溶	赠远	鸿雁（刘彻，苏武）	[[2, 3, 4, 5]]
莫嫌黄绶官资小，必料青云道路平。	方干	赠孙百篇	青云路	[[]]
兴逸横汾什，恩褒作颂才。	袁晖	奉和圣制答张说邕从南出雀鼠谷之作	横汾（刘彻）	[[2, 3]]
闻说沧溟今已浅，何当白鹤更归来。	李端	与道者别	令威（丁令威）	[[]]
闻说沧溟今已浅，何当白鹤更归来。	李端	与道者别	桑田（麻姑）	[[]]
移官蓬阁后，谷贵没潜夫。	杜甫	哭台州郑司户苏少监	潜夫（王符）	[[9, 10]]
始酌文君酒，新吹弄玉箫。	李百药	少年行	吹箫（弄玉，秦穆公，萧史）	[[8, 9, 10]]
始酌文君酒，新吹弄玉箫。	李百药	少年行	当垆（卓文君，司马相如）	[[2, 3, 4]]
孔席亡颜子，僧堂失谢公。	李端	慈恩寺怀旧	颜子（孔子，颜回）	[[3, 4]]
孔席亡颜子，僧堂失谢公。	李端	慈恩寺怀旧	谢公（谢灵运）	[[9, 10]]
莫问阮郎千古事，绿杨深处翠霞空。	武元衡	同苗郎中送严侍御赴黔中因访仙源之事	阮郎（刘晨，阮肇）	[[2, 3]]
到门不敢题凡鸟，看竹何须问主人。	王维	春日与裴迪过新昌里访吕逸人不遇	此君（王徽之）	[[8, 9]]
到门不敢题凡鸟，看竹何须问主人。	王维	春日与裴迪过新昌里访吕逸人不遇	题凤（吕安，嵇喜，嵇康）	[[4, 5, 6]]
镜机冲漠非吾事，自要青云识五侯。	李咸用	夏日别余秀才	五侯	[[13, 14]]
镜机冲漠非吾事，自要青云识五侯。	李咸用	夏日别余秀才	青云路	[[]]
谅非姑射子，静胜安能希。	柳宗元	夏日苦热登西楼	姑射	[[2, 3, 4]]
谢公留赏山公唤，知入笙歌阿那朋。	李郢	上元日寄湖杭二从事	山简	[[0, 1]]
谢公留赏山公唤，知入笙歌阿那朋。	李郢	上元日寄湖杭二从事	谢公（谢安）	[[]]
何劳问秦汉，更入武陵溪。	刘长卿	奉陪郑中丞自宣州解印与诸侄宴余干后溪	桃源（陶潜）	[[8, 9, 10]]
沧洲归客梦，青琐近臣心。	皇甫曾	和谢舍人雪夜寓直	沧洲	[[0, 1]]
沧洲归客梦，青琐近臣心。	皇甫曾	和谢舍人雪夜寓直	青琐	[[6, 7]]
如今成逝水，翻使恨流年。	皎然	经仙人渚即沈山下古人沈义白日升仙处	逝川（孔子）	[[3, 4]]
谢家今日晚，词客愿抽毫。	李端	题郑少府林园	谢家（谢灵运）	[[0, 1]]
不如何逊无佳句，若比冯唐是壮年。	张乔	省中偶作	冯唐	[[10, 11]]
不如何逊无佳句，若比冯唐是壮年。	张乔	省中偶作	冯唐	[[10, 11]]
不如何逊无佳句，若比冯唐是壮年。	张乔	省中偶作	何逊	[[2, 3]]
不如何逊无佳句，若比冯唐是壮年。	张乔	省中偶作	何逊	[[2, 3]]
独此三休上，还伤千岁心。	褚亮	临高台	三休	[[2, 3]]
汉朝频选将，应拜霍嫖姚。	杜甫	陪柏中丞观宴将士二首之二	嫖姚（霍去病）	[[8, 9, 10]]
寺入千岩石路长，孤吟一宿远公房。	罗邺	夏日宿灵岩寺宗公院	远公（释慧远）	[[12, 13]]
鱼因感姜出，鹤为吊陶来。	李商隐	过姚孝子庐偶书	吊鹤（陶侃之母湛氏）	[[]]
垂钓甘成白首翁，负薪何处逢知己。	骆宾王	畴昔篇	磻溪（吕尚，周文王）	[[0, 1]]
垂钓甘成白首翁，负薪何处逢知己。	骆宾王	畴昔篇	负薪（披裘公）	[[8, 9]]
阑槛初成愧楚才，不知星彩尚迂回。	罗隐	尚父偶建小楼特摛丽藻绝句不敢称杨三首之三	楚材	[[5, 6]]
融酒徒誇无算爵，俭莲还少最高枝。	罗隐	暇日有寄姑苏曹使君兼呈张郎中郡中宾僚	莲府（庾杲之，王俭，萧缅）	[[8, 9]]
融酒徒誇无算爵，俭莲还少最高枝。	罗隐	暇日有寄姑苏曹使君兼呈张郎中郡中宾僚	北海尊（孔融）	[[0, 1]]
共知不是浔阳郡，那得王弘送酒来。	李嘉祐	答泉州薛播使君重阳日赠酒	送酒（陶潜，王弘）	[[10, 11, 12, 13]]
共知不是浔阳郡，那得王弘送酒来。	李嘉祐	答泉州薛播使君重阳日赠酒	送酒（陶潜，王弘）	[[10, 11, 12, 13]]
行吟楚山玉，义泪沾衣巾。	孟郊	答姚怤见寄	卞和	[[2, 3, 4]]
几人犹忆孙弘阁，百口同乘范蠡舟。	刘长卿	汉阳献李相公	平津（公孙弘，薛泽）	[[4, 5, 6]]
几人犹忆孙弘阁，百口同乘范蠡舟。	刘长卿	汉阳献李相公	五湖心（范蠡，勾践）	[[12, 13, 14]]
曾闻贾谊陈奇策，肯学扬雄赋解嘲。	牟融	题赵支	贾生泪（贾谊）	[[13, 14]]
曾闻贾谊陈奇策，肯学扬雄赋解嘲。	牟融	题赵支	解嘲（扬雄）	[[]]
穷经不沾用，弹铗欲谁申。	骆宾王	咏怀古意上裴侍郎	弹铗（田文，冯谖）	[[6, 7]]
桂攀明月曾观国，蓬转西风却问津。	高骈	留别彰德军从事范校书	桂枝（郤诜）	[[13, 14]]
桂攀明月曾观国，蓬转西风却问津。	高骈	留别彰德军从事范校书	沮溺（子路，孔子，桀溺，长沮）	[[]]
周南留滞古所惜，南极老人应寿昌。	杜甫	寄韩谏议	老人星	[[8, 9, 10, 11]]
周南留滞古所惜，南极老人应寿昌。	杜甫	寄韩谏议	周南太史公（司马谈，司马迁）	[[]]
忽闻骢马至，喜见故人来。	岑参	西亭送蒋侍御还京	骢马（桓典）	[[2, 3]]
杜鹃魂厌蜀，蝴蝶梦悲庄。	张祜	华清宫和杜舍人	蜀魄（杜宇）	[[0, 1, 2]]
杜鹃魂厌蜀，蝴蝶梦悲庄。	张祜	华清宫和杜舍人	蝴蝶（庄子）	[[6, 7, 8]]
一榻偶依陈太守，三年深忆祢先生。	罗隐	安陆赠徐砺	解榻（周璆，徐稚，陈蕃）	[[12, 13, 14]]
一榻偶依陈太守，三年深忆祢先生。	罗隐	安陆赠徐砺	祢衡	[[]]
陶令日日醉，不知五柳春。	李白	戏赠郑溧阳	五柳（陶潜）	[[8, 9]]
陶令日日醉，不知五柳春。	李白	戏赠郑溧阳	陶令醉（陶潜）	[[]]
不见支公与玄度，相思拥膝坐长吟。	刘长卿	秋夜有怀高三十五适兼呈空上人	支公（支道林）	[[2, 3]]
不见支公与玄度，相思拥膝坐长吟。	刘长卿	秋夜有怀高三十五适兼呈空上人	玄度	[[5, 6]]
闻说公卿尽南望，甘棠花暖凤池头。	许浑	闻韶州李相公移拜郴州因寄	凤池（荀勖）	[[12, 13]]
闻说公卿尽南望，甘棠花暖凤池头。	许浑	闻韶州李相公移拜郴州因寄	甘棠（召公姬奭）	[[8, 9, 10]]
舜韶同舞日，汤祝尽飞时。	苏颋	扈从凤泉和崔黄门喜恩旨解严罢围之作	解网（汤）	[[0, 1]]
舜韶同舞日，汤祝尽飞时。	苏颋	扈从凤泉和崔黄门喜恩旨解严罢围之作	箫韶	[[]]
紫芝每相引，黄绶不能绁。	钱起	登玉山诸峰偶至悟真寺	紫芝（刘邦，夏黄公，东园公，甪里先生，绮里季，四皓）	[[0, 1]]
紫芝每相引，黄绶不能绁。	钱起	登玉山诸峰偶至悟真寺	黄绶	[[6, 7]]
雁行度函谷，马首向金微。	沈佺期	送卢管记仙客北伐	金微	[[9, 10]]
嘶风重诉牵盐耻，伯乐何妨转眼看。	李咸用	投知	盐车（汗明，伯乐）	[[4, 5]]
嘶风重诉牵盐耻，伯乐何妨转眼看。	李咸用	投知	伯乐	[[8, 9]]
登朝身许国，出阃将辞家。	王翰	奉和圣制送张尚书巡边	分阃	[[]]
五等列侯无故旧，一枝仙桂有风霜。	罗隐	长安秋夜	桂枝（郤诜）	[[8, 9, 10, 11]]
为是仙才登望处，风光便似武陵春。	方干	睦州吕郎中郡中环溪亭	桃源（陶潜）	[[12, 13, 14]]
犹嫌子夏儒，肯学樊迟稼。	韩愈	县斋有怀	卜商（卜商）	[[2, 3]]
犹嫌子夏儒，肯学樊迟稼。	韩愈	县斋有怀	学稼（孔子，樊迟）	[[7, 8, 9, 10]]
擢才登粉署，飞步蹑云衢。	高适	真定即事奉赠韦使君二十八韵	粉署	[[3, 4]]
往年脱缝掖，接武仕关西。	独孤及	江宁酬郑县刘少府兄赠别作	缝掖	[[3, 4]]
莫言去作折腰官，岂似长安折腰客。	韦应物	杂言送黎六郎	五斗米（陶潜）	[[]]
雄词封禅草，丽句阳春曲。	武元衡	安邑里中秋怀寄高员外	白雪（宋玉）	[[8, 9, 10]]
雄词封禅草，丽句阳春曲。	武元衡	安邑里中秋怀寄高员外	封禅草（司马相如）	[[2, 3, 4]]
阶下蓂荚生，琴上南风薰。	卢仝	感古四首	南风（舜）	[[8, 9, 10]]
岂同叔夜终无分，空向人间著养生。	段成式	哭房处士	叔夜（嵇康）	[[2, 3]]
今日秋风满湘浦，只应搔首咏琼枝。	李群玉	寄长沙许侍御	琼树	[[13, 14]]
乱后江山悲庾信，夜来烟月属袁宏。	郑谷	次韵和礼部卢侍郎江上秋夕寓怀	庾信哀（庾信）	[[]]
乱后江山悲庾信，夜来烟月属袁宏。	郑谷	次韵和礼部卢侍郎江上秋夕寓怀	谢将军（袁宏，谢尚）	[[]]
未央月晓度疏钟，凤辇时巡出九重。	钱起	和李员外扈驾幸温泉宫	九重门	[[]]
天子三章传，陈王七步才。	李峤	诗	七步（曹丕，曹植）	[[8, 9, 10]]
唯修曾子行，不著老莱衣。	姚合	送王龟处士	老莱（老莱子）	[[8, 9, 10]]
唯修曾子行，不著老莱衣。	姚合	送王龟处士	曾参	[[2, 3]]
圣主伫知宣室事，岂容才子滞长沙。	方干	送郑端公	长沙谪（贾谊）	[[4, 5]]
圣主伫知宣室事，岂容才子滞长沙。	方干	送郑端公	宣室	[[]]
因酬郢中律，霜鬓数茎新。	杜荀鹤	和高秘书早春对雪登楼见寄之什	白雪（宋玉）	[[]]
匣里有琴樽有酒，人间便是武陵溪。	汪遵	短歌吟	桃源（陶潜）	[[12, 13, 14]]
曾见周灵王太子，碧桃花下自吹笙。	鲍溶	怀仙二首	子晋（王子乔）	[[13, 14]]
思君一相访，残雪似山阴。	皇甫冉	寻戴处士	乘兴（戴逵，王徽之）	[[]]
思君一相访，残雪似山阴。	皇甫冉	寻戴处士	乘兴（戴逵，王徽之）	[[]]
甲乙科攀桂，图书阁践蓬。	武元衡	长安秋夜怀陈京昆季	桂枝（郤诜）	[[3, 4]]
甲乙科攀桂，图书阁践蓬。	武元衡	长安秋夜怀陈京昆季	蓬山	[[]]
一似桃源隐，将令过客迷。	秦系	春日闲居三首	桃源（陶潜）	[[2, 3]]
人望皆同照乘宝，家风不重满籯金。	权德舆	奉和韦谏议奉送水部家兄上后书情寄诸兄弟仍通简南宫亲旧并呈两省阁老院长	照乘（梁惠王）	[[4, 5, 6]]
人望皆同照乘宝，家风不重满籯金。	权德舆	奉和韦谏议奉送水部家兄上后书情寄诸兄弟仍通简南宫亲旧并呈两省阁老院长	满籯金（韦贤）	[[12, 13, 14]]
群盗哀王粲，中年召贾生。	杜甫	春日江村五首	仲宣楼（王粲，刘表）	[[8, 9, 10]]
群盗哀王粲，中年召贾生。	杜甫	春日江村五首	前席（贾谊）	[[]]
黄公酒炉处，青眼竹林前。	卢照邻	哭明堂裴主簿	青眼（阮籍）	[[6, 7]]
黄公酒炉处，青眼竹林前。	卢照邻	哭明堂裴主簿	黄公（王戎）	[[0, 1]]
鸾凤戏三岛，神仙居十洲。	李商隐	牡丹	蓬莱	[[3, 4]]
鸾凤戏三岛，神仙居十洲。	李商隐	牡丹	十洲	[[9, 10]]
若忆山阴会，孤琴为我援。	皎然	送吴冯游京	永和（王羲之）	[[2, 3, 4]]
橘怀三个去，桂折一枝将。	岑参	送縢亢擢第归苏州拜亲	桂枝（郤诜）	[[6, 7]]
橘怀三个去，桂折一枝将。	岑参	送縢亢擢第归苏州拜亲	怀橘（潘岳，陆绩）	[[]]
如知巢与许，千载迹犹新。	于武陵	寻山	巢由（巢父，许由）	[[]]
长沙不久留才子，贾谊何须吊屈平。	王维	送杨少府贬郴州	长沙谪（贾谊）	[[]]
春来此幽兴，宛是谢公心。	钱起	春谷幽居	谢公（谢灵运）	[[8, 9]]
范蠡舟偏小，王乔鹤不群。	杜甫	观李固请司马弟山水图三首	子晋（王子乔）	[[6, 7, 8]]
范蠡舟偏小，王乔鹤不群。	杜甫	观李固请司马弟山水图三首	五湖心（范蠡，勾践）	[[0, 1, 2]]
诏书徵拜脱荷裳，身去东山闭草堂。	刘长卿	喜朱拾遗承恩拜命赴任上都	东山（谢安）	[[10, 11]]
诏书徵拜脱荷裳，身去东山闭草堂。	刘长卿	喜朱拾遗承恩拜命赴任上都	荷衣	[[5, 6]]
骊龙睡后珠元在，仙鹤行时步又轻。	刘禹锡	奉和裴晋公凉风亭睡觉	骊珠	[[0, 1, 2]]
白头老尹三川上，双和阳春喜复惊。	令狐楚	奉和仆射相公酬忠武李相公见寄之作	白雪（宋玉）	[[10, 11]]
五马浮渡江，一龙跃天津。	吴筠	建业怀古	五马渡江	[[]]
久在仙坛下，全家是地仙。	李频	游四明山刘樊二真人祠题山下孙氏居	地仙	[[9, 10]]
遥知小山桂，五马待邀欢。	权德舆	送梁道士谒寿州崔大夫	五马	[[6, 7]]
遥知小山桂，五马待邀欢。	权德舆	送梁道士谒寿州崔大夫	小山（刘安，王逸）	[[2, 3, 4]]
今日仲容修故业，草堂焉敢更移文。	杨嗣复	题李处士山居	移文（周颙，孔稚圭）	[[13, 14]]
今日仲容修故业，草堂焉敢更移文。	杨嗣复	题李处士山居	小阮（阮咸，阮籍）	[[2, 3]]
从来思博望，许国不谋身。	张说	将赴朔方军应制	张骞	[[]]
昴星人杰当王佐，黄石仙翁识帝师。	徐夤	尚书荣拜恩命夤疾中辄课恶诗二首以申攀赞之一	黄石（张良，黄石公）	[[8, 9]]
剑铭生藓色，巴字叠冰文。	姚合	送崔玄亮赴果州冬夜宴韩卿宅	巴字	[[6, 7]]
只同燕石能星陨，自得隋珠觉夜明。	杜甫	酬郭十五受判官	报恩珠（曹植）	[[10, 11]]
只同燕石能星陨，自得隋珠觉夜明。	杜甫	酬郭十五受判官	燕石	[[2, 3]]
佐商依傅说，仕汉笑冯唐。	公乘亿	赋得郎官上应列宿	盐梅（傅说，殷高宗）	[[9, 10]]
佐商依傅说，仕汉笑冯唐。	公乘亿	赋得郎官上应列宿	冯唐	[[]]
折槛未为切，沉湘何足悲。	郑谷	蜀江有吊	汨罗（屈原）	[[6, 7]]
折槛未为切，沉湘何足悲。	郑谷	蜀江有吊	折槛（张禹，朱云）	[[0, 1]]
叔夜弹琴歌白雪，孙登长啸韵清风。	张昌宗	奉和圣制夏日游石淙山	孙登	[[8, 9, 10, 11]]
叔夜弹琴歌白雪，孙登长啸韵清风。	张昌宗	奉和圣制夏日游石淙山	中散琴（嵇康）	[[0, 1, 2, 3]]
鹤传居士舞，猿得苏门啸。	钱起	过温逸人旧居	苏门啸（阮籍，孙登）	[[8, 9, 10]]
行云沾翠辇，今日似襄王。	李贺	追赋画江潭苑四首	阳台（宋玉，楚襄王，瑶姬）	[[]]
卧瓮鄙毕卓，落帽嗤孟嘉。	白居易	和新楼北园偶集从孙公度周巡官韩秀才卢秀才范处士小饮郑侍御判官周刘二从事皆先归	落帽（孟嘉，桓温）	[[6, 7]]
卧瓮鄙毕卓，落帽嗤孟嘉。	白居易	和新楼北园偶集从孙公度周巡官韩秀才卢秀才范处士小饮郑侍御判官周刘二从事皆先归	瓮间卧（毕卓）	[[0, 1]]
秪应宵梦里，诗兴属池塘。	严维	送舍弟	池塘生春草（谢惠连，谢灵运）	[[]]
家传七豹贵，人擅八龙奇。	沈佺期	夏日梁王席送张歧州	七贵	[[8, 9]]
家传七豹贵，人擅八龙奇。	沈佺期	夏日梁王席送张歧州	八龙（荀淑）	[[]]
飘飘信流去，误过子猷溪。	戴叔伦	泛舟	子猷	[[8, 9]]
圣朝思直谏，不是挂冠时。	储嗣宗	送顾陶校书归钱塘	挂冠（逢萌）	[[8, 9]]
莫言向北千行雁，别有图南六月鹏。	权德舆	李十韶州寄途中绝句使者取报修书之际口号酬赠	大鹏（庄子）	[[10, 11]]
不堪金谷水，横过坠楼前。	郑还古	赠柳氏妓	绿珠（石崇，绿珠）	[[8, 9]]
未刈蚩尤旗，方同轩后年。	皎然	奉送袁高使君诏征赴行在效曹刘休	蚩尤	[[2, 3]]
共赋瑶台雪，同观金谷筝。	卢纶	纶与吉侍郎中孚辄有所酬以申悲旧兼寄夏侯侍御审侯仓曹钊	金谷（石崇）	[[8, 9]]
共赋瑶台雪，同观金谷筝。	卢纶	纶与吉侍郎中孚辄有所酬以申悲旧兼寄夏侯侍御审侯仓曹钊	瑶台	[[2, 3]]
不同蜀魄啼残月，唯逐天鸡啭诘朝。	姚合	咏莺	蜀魄（杜宇）	[[2, 3]]
不同蜀魄啼残月，唯逐天鸡啭诘朝。	姚合	咏莺	天鸡	[[10, 11]]
客则挂冠至，交非倾盖新。	杜甫	赠王二十四侍御契四十韵	挂冠（逢萌）	[[2, 3]]
客则挂冠至，交非倾盖新。	杜甫	赠王二十四侍御契四十韵	倾盖（邹阳）	[[8, 9]]
今来并得三般事，灵运诗篇逸少书。	郑畋	酬隐圭舍人寄红烛	谢公（谢灵运）	[[8, 9]]
今来并得三般事，灵运诗篇逸少书。	郑畋	酬隐圭舍人寄红烛	逸少	[[12, 13]]
鲈鱼正美不归去，空戴南冠学楚囚。	赵嘏	长安晚秋	鲈鱼（张翰）	[[0, 1, 2, 3]]
鲈鱼正美不归去，空戴南冠学楚囚。	赵嘏	长安晚秋	南冠（钟仪）	[[10, 11]]
忽忆王孙草，前年在帝京。	李郢	元日作	王孙草	[[2, 3, 4]]
石家蜡烛何曾剪，荀令香炉可待熏。	李商隐	牡丹	荀令香（荀彧）	[[8, 9, 10, 11]]
香炉峰色隐晴湖，种杏仙家近白榆。	杜甫	大觉高僧兰若	杏田（董奉）	[[8, 9]]
宅坏仍思凤，碑存更忆羊。	崔湜	襄阳作	岘首（羊祜）	[[]]
进无负鼎说，退惭补衮诗。	崔湜	景龙二年余自门下平章事削阶授江州员外马寻拜襄州史春日赴襄阳途中言志	补衮（仲山甫）	[[8, 9]]
进无负鼎说，退惭补衮诗。	崔湜	景龙二年余自门下平章事削阶授江州员外马寻拜襄州史春日赴襄阳途中言志	负鼎（伊尹）	[[2, 3]]
来倾阮氏酒，去着老莱衣。	岑参	送崔全被放归都觐省	老莱（老莱子）	[[8, 9, 10]]
来倾阮氏酒，去着老莱衣。	岑参	送崔全被放归都觐省	步兵（阮籍）	[[2, 3, 4]]
敧枕正牵题柱思，隔楼谁转绕梁声。	罗隐	中元夜泊淮口	韩娥（薛谭，韩娥）	[[12, 13, 14]]
驱驰曾在五侯家，见说初生自渥洼。	韦庄	代书寄马	五侯	[[4, 5]]
驱驰曾在五侯家，见说初生自渥洼。	韦庄	代书寄马	渥洼种	[[]]
请缨系南粤，凭轼下东藩。	魏徵	叙怀	长缨（终军）	[[0, 1]]
问津见鲁俗，怀古伤家丘。	高适	鲁西至东平	沮溺（子路，孔子，桀溺，长沮）	[[0, 1]]
问津见鲁俗，怀古伤家丘。	高适	鲁西至东平	家丘（孔子）	[[9, 10]]
谢家生日好风烟，柳暖花春二月天。	李郢	为妻作生日寄意	谢女（谢道韫）	[[]]
